@relation 'MLC'

@attribute F1_MEAN_on_ACC_V2 numeric
@attribute F2_MEAN_on_filter_BP_on_A_V2 numeric
@attribute F3_VAR_on_ACC_V2 numeric
@attribute F4_VAR_on_filter_BP_on_A_V2 numeric
@attribute F5_ENERGY_on_ACC_V2 numeric
@attribute F6_ENERGY_on_filter_BP_on_A_V2 numeric
@attribute F7_PeakToPeak_on_ACC_V2 numeric
@attribute F8_PeakToPeak_on_filter_BP_on_A_V2 numeric
@attribute F9_ZeroCross_on_ACC_V2 numeric
@attribute F10_ZeroCross_on_filter_BP_on_A_V2 numeric
@attribute F11_PeaKDet_on_ACC_V2 numeric
@attribute F12_PeaKDet_on_filter_BP_on_A_V2 numeric
@attribute F13_MIN_on_ACC_V2 numeric
@attribute F14_MIN_on_filter_BP_on_A_V2 numeric
@attribute F15_MAX_on_ACC_V2 numeric
@attribute F16_MAX_on_filter_BP_on_A_V2 numeric
@attribute class {stationary, walking, running, cycling}

@data
1.4502, 0.0578308, 0.966797, 0.619629, 184.125, 37.3438, 3.41211, 2.49414, 12, 14, 8, 7, 0.178833, -1.17285, 3.5918, 1.32129, walking
1.20605, -0.0266266, 0.398438, 0.164185, 111.063, 9.89063, 2.42773, 1.5918, 18, 14, 18, 7, 0.220215, -0.854004, 2.64844, 0.737305, walking
1.3125, -0.0167236, 0.599609, 0.273926, 139.25, 16.4375, 3.43945, 1.89746, 14, 14, 11, 8, 0.272217, -0.95166, 3.71094, 0.945801, walking
1.60254, 0.0769653, 1.21875, 0.706543, 227.125, 42.7188, 3.63867, 2.59961, 14, 14, 11, 7, 0.165039, -1.26074, 3.80273, 1.33887, walking
1.22266, -0.0645752, 0.807617, 0.39624, 138.125, 24, 4.24219, 2.26172, 8, 12, 15, 9, 0.177856, -1.24609, 4.42188, 1.01465, walking
1.40527, 0.0206146, 0.751953, 0.294189, 163.5, 17.6719, 3.56641, 2.08008, 12, 14, 10, 6, 0.18335, -1.0498, 3.75, 1.0293, walking
1.54688, -0.0170135, 1.21289, 0.788574, 216.125, 47.3125, 4.36719, 2.79688, 14, 14, 11, 7, 0.187378, -1.35254, 4.55469, 1.44434, walking
1.37695, -0.0339966, 1.01953, 0.51709, 174.875, 31.0625, 3.57227, 2.375, 12, 12, 10, 7, 0.194092, -1.20313, 3.76563, 1.17188, walking
1.3877, 0.0873413, 0.544922, 0.186401, 148.125, 11.6328, 2.98828, 1.79297, 10, 16, 18, 9, 0.422607, -0.764648, 3.41016, 1.02832, walking
1.35547, -0.0830078, 0.676758, 0.508789, 150.75, 30.9219, 2.94141, 2.21289, 14, 14, 9, 7, 0.298096, -1.12012, 3.24023, 1.0918, walking
1.48535, 0.0609436, 1.02344, 0.59668, 193.75, 36, 3.43555, 2.45703, 14, 12, 12, 7, 0.145752, -1.23926, 3.58203, 1.21777, walking
1.33105, -0.0127792, 0.335938, 0.0993652, 126.375, 5.96875, 2.16602, 1.46289, 14, 14, 17, 8, 0.507324, -0.717773, 2.67383, 0.744629, walking
1.35938, -0.0236359, 1.18359, 0.459229, 181.75, 27.5625, 4.70313, 2.4375, 12, 12, 8, 7, 0.243408, -1.21484, 4.94531, 1.22168, walking
1.27734, -0.0294342, 1.02637, 0.46875, 159.375, 28.1719, 3.52734, 2.0625, 12, 12, 6, 6, 0.217041, -1.07227, 3.74414, 0.990234, walking
1.25293, 0.0560913, 0.808594, 0.25293, 142.625, 15.3594, 3.80078, 1.9668, 12, 14, 14, 7, 0.237671, -1.02246, 4.03906, 0.943848, walking
1.34961, 0.0129013, 0.602539, 0.258057, 145.375, 15.4844, 3.37305, 2.10352, 14, 14, 8, 6, 0.189697, -1.00391, 3.5625, 1.09863, walking
1.2168, -0.0657349, 0.664063, 0.40918, 128.625, 24.7969, 3.04492, 2.00586, 12, 14, 9, 7, 0.297363, -1.01953, 3.3418, 0.985352, walking
1.4375, -0.0717163, 0.875, 0.529785, 176.375, 32.0938, 4.11719, 2.35352, 12, 12, 11, 9, 0.197998, -1.24023, 4.31641, 1.11328, walking
1.49414, 0.0550842, 0.644531, 0.304199, 172.5, 18.4219, 3.59375, 2.0293, 18, 14, 17, 7, 0.428955, -1.07227, 4.02344, 0.956055, walking
1.72168, -0.0747681, 1.33203, 0.859375, 257.75, 51.8438, 4.03516, 2.96289, 14, 14, 13, 7, 0.213867, -1.5459, 4.25, 1.41699, walking
1.83105, 0.0467224, 2.1543, 1.1416, 330.25, 68.5625, 5.13281, 3.68555, 14, 14, 12, 6, 0.039032, -1.99219, 5.17188, 1.69336, walking
1.6748, 0.00102997, 2.26172, 0.814453, 303.75, 48.8438, 8.10156, 4.24219, 12, 12, 14, 10, 0.290039, -2.16211, 8.39063, 2.07813, walking
1.75977, 0.0150909, 1.27734, 0.716309, 262.25, 42.9375, 4.17578, 2.69141, 14, 14, 9, 7, 0.312988, -1.51953, 4.48828, 1.1709, walking
1.68457, 0.0089035, 1.09766, 0.722168, 236, 43.3125, 3.84375, 2.58398, 14, 14, 14, 8, 0.258545, -1.42676, 4.10156, 1.15723, walking
1.83594, -0.0982666, 1.97266, 1.09766, 320.5, 66.375, 4.92969, 3.70313, 18, 14, 15, 7, 0.129028, -2.01953, 5.05859, 1.68359, walking
1.88672, 0.112061, 2.00977, 1.29199, 334, 78.25, 4.89844, 3.42969, 14, 14, 10, 7, 0.0940552, -1.88672, 4.99219, 1.54297, walking
1.4668, -0.0715942, 1.35547, 0.411377, 210.375, 24.9688, 4.68359, 2.22852, 10, 12, 16, 9, 0.177124, -1.23926, 4.85938, 0.988281, walking
1.74707, 0.0866699, 1.5957, 0.895996, 278.75, 54.1563, 4.51563, 2.88477, 14, 14, 11, 7, 0.174438, -1.43164, 4.69141, 1.45215, walking
1.21973, -0.0795898, 1.16504, 0.426514, 159, 25.9531, 4.07031, 2.47266, 18, 10, 12, 7, 0.119751, -1.28223, 4.19141, 1.19043, walking
1.39648, -0.00135994, 0.655273, 0.22583, 156.25, 13.5391, 4.30469, 2.23047, 12, 14, 16, 8, 0.417236, -1.15625, 4.72266, 1.07422, walking
1.32617, 0.0161438, 1.90332, 0.473633, 219.625, 28.4063, 5.26563, 3.02539, 10, 10, 17, 10, 0.15332, -1.67383, 5.41797, 1.35156, walking
1.42773, 0.0198212, 1.65234, 0.466797, 221.375, 28.0156, 4.8125, 3.13672, 12, 16, 21, 9, 0.0961304, -1.67285, 4.91016, 1.46387, walking
1.16699, -0.0466003, 0.348633, 0.0947266, 102.563, 5.8125, 2.56836, 1.29883, 10, 16, 17, 7, 0.516113, -0.731934, 3.08398, 0.566406, walking
1.52734, 0.0739136, 0.742188, 0.370605, 184.375, 22.5469, 3.13086, 2.05859, 14, 12, 12, 7, 0.312988, -1.02441, 3.44336, 1.03418, walking
1.4834, -0.0240021, 1.14844, 0.598145, 200.875, 35.9063, 4.60938, 2.37109, 14, 14, 11, 6, 0.212769, -1.14746, 4.82031, 1.22266, walking
1.10547, -0.0253448, 0.483398, 0.194336, 102.25, 11.6875, 3.03125, 1.89355, 8, 10, 21, 8, 0.224731, -1.1582, 3.25586, 0.734863, walking
1.37402, 0.0159302, 0.672852, 0.285156, 153.5, 17.1094, 3.14063, 2.03125, 14, 12, 8, 7, 0.26001, -0.962402, 3.40039, 1.06738, walking
1.4707, 0.00661087, 1.03711, 0.583496, 191.875, 35, 4.21094, 2.42383, 14, 14, 13, 7, 0.190308, -1.22559, 4.40234, 1.19727, walking
1.18945, -0.014328, 0.692383, 0.263916, 126.375, 15.8438, 2.9668, 1.85059, 10, 14, 15, 7, 0.26416, -1.00684, 3.23047, 0.843262, walking
1.36816, 0.0359802, 0.602539, 0.244751, 148.375, 14.7578, 3.12109, 1.83008, 12, 12, 14, 9, 0.445068, -0.841797, 3.56641, 0.988281, walking
1.35742, -0.0655518, 0.860352, 0.518066, 162.125, 31.3281, 3.46875, 2.35742, 14, 14, 11, 7, 0.208008, -1.12988, 3.67578, 1.22656, walking
1.41797, 0.000335932, 1.30078, 0.596191, 198.5, 35.75, 5.46484, 3.04102, 12, 12, 14, 8, 0.0950317, -1.50781, 5.55859, 1.53223, walking
1.16602, 0.0462646, 0.397461, 0.0874023, 105.313, 5.36719, 3.11914, 1.25195, 14, 18, 18, 8, 0.423584, -0.536133, 3.54297, 0.71582, walking
1.39453, -0.0209351, 0.764648, 0.431152, 162.375, 25.875, 3.54688, 2.11133, 14, 14, 12, 7, 0.251953, -1.05078, 3.79883, 1.05957, walking
1.26367, -0.0414734, 0.879883, 0.440918, 148.5, 26.5469, 3.4668, 2.11523, 12, 12, 10, 7, 0.20166, -1.06738, 3.66797, 1.04688, walking
1.08984, 0.0293884, 0.301758, 0.0795898, 89.3125, 4.82422, 2.70117, 1.11816, 8, 18, 15, 10, 0.378906, -0.631348, 3.08008, 0.486084, walking
1.38086, 0.0357666, 0.838867, 0.309082, 164.625, 18.6094, 3.60742, 1.97754, 14, 14, 10, 6, 0.218262, -0.881836, 3.82617, 1.0957, walking
1.35254, 0.00491333, 1.2041, 0.564941, 181.875, 33.875, 4.68359, 2.46875, 14, 14, 9, 7, 0.188354, -1.19531, 4.87109, 1.27246, walking
1.58887, 0.079834, 1.2793, 0.691895, 228.125, 41.875, 3.74414, 2.53906, 14, 12, 12, 6, 0.188477, -1.36035, 3.93164, 1.17871, walking
1.4502, -0.0496521, 0.710938, 0.470215, 168.75, 28.3438, 3.00391, 2.28711, 14, 14, 13, 8, 0.311279, -1.1748, 3.31445, 1.11133, walking
1.55273, 0.020401, 1.45898, 0.763184, 232, 45.7813, 4.67969, 3.07617, 14, 14, 9, 6, 0.206665, -1.6123, 4.88672, 1.46387, walking
1.64844, 0.0401001, 1.36133, 0.715332, 244.625, 42.9688, 4.58984, 2.76563, 14, 14, 15, 7, 0.234009, -1.42383, 4.82422, 1.34082, walking
1.52246, -0.0890503, 1.01367, 0.571289, 199.75, 34.7188, 3.6543, 2.41602, 12, 12, 14, 7, 0.205688, -1.22754, 3.85938, 1.1875, walking
1.71289, 0.0928955, 0.792969, 0.456055, 223.5, 27.8594, 3.23047, 2.40039, 14, 12, 15, 7, 0.429932, -1.29102, 3.66016, 1.10938, walking
1.38672, -0.0899048, 1.02441, 0.629395, 176.75, 38.25, 3.40039, 2.45703, 14, 14, 10, 7, 0.212891, -1.31348, 3.61328, 1.14355, walking
1.62305, 0.0726318, 1.11133, 0.581543, 224.625, 35.1875, 3.36719, 2.33008, 14, 14, 14, 6, 0.256592, -1.24805, 3.62305, 1.08105, walking
1.77344, -0.0654297, 1.47656, 0.877441, 277, 52.875, 4.62891, 3.00391, 12, 14, 13, 8, 0.204956, -1.49805, 4.83203, 1.50488, walking
1.61133, 0.0714111, 1.29102, 0.812988, 233, 49.0313, 4.08594, 2.84961, 14, 14, 14, 7, 0.21521, -1.46289, 4.30078, 1.38672, walking
1.54199, -0.0368042, 1.29102, 0.69043, 219.875, 41.5, 4.48438, 2.68945, 14, 14, 13, 6, 0.22876, -1.37695, 4.71484, 1.3125, walking
1.48633, -0.00793457, 1.02539, 0.632813, 193.875, 37.9375, 4.125, 2.49609, 14, 14, 10, 7, 0.255859, -1.30273, 4.37891, 1.19336, walking
1.64258, 0.0159302, 0.994141, 0.586914, 221.375, 35.2188, 3.80078, 2.34375, 14, 14, 15, 7, 0.277832, -1.22656, 4.07813, 1.11621, walking
1.41113, -0.00230408, 0.813477, 0.493652, 168.125, 29.5938, 3.42773, 2.18555, 14, 14, 13, 7, 0.329102, -1.17773, 3.75586, 1.00781, walking
1.52246, 0.0350647, 0.990234, 0.501953, 198.375, 30.1719, 3.3457, 2.05859, 14, 14, 13, 7, 0.232422, -1.08301, 3.57813, 0.974609, walking
1.58008, -0.0916748, 1.58984, 0.852539, 245, 51.625, 4.4375, 2.93164, 12, 14, 11, 7, 0.172363, -1.55957, 4.60938, 1.37109, walking
1.76172, 0.117554, 1.61133, 0.863281, 282.75, 52.5938, 4.76563, 2.89063, 14, 12, 14, 7, 0.210938, -1.51465, 4.97656, 1.37598, walking
1.49414, -0.0632324, 1.33789, 0.722168, 214.125, 43.5313, 4.44141, 2.77148, 14, 14, 13, 6, 0.199463, -1.40918, 4.64063, 1.3623, walking
1.58008, -0.0249023, 1.44336, 0.803711, 236.25, 48.2188, 4.32422, 2.80664, 14, 14, 11, 7, 0.119446, -1.50098, 4.44531, 1.30566, walking
1.2334, 0.0198822, 0.646484, 0.472168, 130, 28.3438, 3.28906, 2.13867, 16, 14, 11, 7, 0.14856, -1.05469, 3.4375, 1.08398, walking
1.06738, -0.0325623, 0.47168, 0.304932, 96.625, 18.3438, 2.55469, 1.69922, 12, 14, 13, 7, 0.213623, -0.919434, 2.76758, 0.779297, walking
1.31934, 0.0506897, 0.945313, 0.442627, 161, 26.7031, 3.65039, 2.16016, 14, 12, 12, 8, 0.167969, -1.13965, 3.81836, 1.01953, walking
1.53223, -0.00931549, 1.10742, 0.625977, 207.125, 37.5313, 4.28516, 2.44336, 14, 14, 15, 7, 0.21106, -1.3125, 4.49609, 1.12988, walking
1.33496, -0.0444641, 1.03027, 0.526855, 168.625, 31.7188, 3.48438, 2.23828, 14, 14, 11, 7, 0.200073, -1.16992, 3.68359, 1.06836, walking
1.45703, 0.0801392, 0.916016, 0.392822, 182.25, 23.9375, 4.09766, 2.19922, 12, 12, 15, 6, 0.208984, -0.998535, 4.30469, 1.2002, walking
1.38086, -0.078186, 0.905273, 0.628906, 168.625, 38.0938, 3.41406, 2.45508, 14, 14, 11, 8, 0.234131, -1.30957, 3.64844, 1.14453, walking
1.45215, 0.0461121, 1.27148, 0.66748, 202.75, 40.125, 3.86523, 2.7207, 14, 14, 12, 6, 0.172974, -1.39551, 4.03906, 1.3252, walking
1.63086, 0.055542, 1.71875, 0.802734, 262.5, 48.3125, 4.59375, 2.86133, 14, 12, 11, 7, 0.188477, -1.47656, 4.78125, 1.38379, walking
6.30469, -0.0466309, 99.75, 23.1563, 8368, 1388, 41.9688, 16.5469, 20, 20, 20, 10, 0.469482, -6.96094, 42.4375, 9.57813, running
5.92188, 0.104004, 80.1875, 20.9688, 6912, 1258, 38.9688, 16.7656, 20, 20, 27, 10, 0.609863, -6.73438, 39.5938, 10.0234, running
6.41797, 0.141113, 116.563, 25.4531, 9456, 1527, 48.25, 18.1094, 20, 20, 25, 9, 0.522461, -7.23438, 48.7813, 10.875, running
5.69922, 0.0570984, 74.375, 20.7813, 6404, 1246, 40.9688, 15.9922, 20, 20, 24, 10, 0.670898, -6.56641, 41.625, 9.42188, running
6.26953, 0.178101, 99.9375, 22.4375, 8352, 1347, 38.875, 15.9141, 20, 18, 31, 10, 0.599121, -6.46094, 39.4688, 9.45313, running
5.86719, -0.195068, 81.25, 23.3125, 6936, 1400, 41.875, 16.625, 20, 20, 24, 10, 0.523438, -6.69141, 42.4063, 9.92188, running
5.37109, -0.169434, 62.9688, 13.5469, 5504, 814, 39.3125, 13.3203, 18, 20, 21, 9, 0.711914, -5.5, 40.0313, 7.82031, running
5.20703, -0.18042, 70.5, 22.4688, 5852, 1349, 35.9375, 16.3438, 20, 18, 18, 10, 0.564941, -6.75781, 36.5, 9.58594, running
5.44141, 0.116211, 71.1875, 19.1563, 6044, 1150, 40.3438, 14.8672, 18, 20, 22, 10, 0.515137, -5.90234, 40.8438, 8.96094, running
6.19141, 0.106567, 94.1875, 22.6094, 7948, 1357, 37.5, 16.2813, 20, 20, 23, 9, 0.504395, -6.83203, 38, 9.44531, running
5.67188, 0.101746, 76.125, 20.1094, 6492, 1207, 38.125, 16.4531, 20, 20, 20, 10, 0.531738, -6.63281, 38.6563, 9.8125, running
5.875, 0.153442, 90.6875, 20.75, 7508, 1245, 45.3125, 16.3438, 20, 20, 27, 10, 0.403076, -6.5, 45.7188, 9.83594, running
5.53516, -0.105103, 68.5, 20.0469, 5944, 1203, 39.6563, 14.9844, 20, 18, 25, 10, 0.53125, -6.04688, 40.1875, 8.9375, running
6.03516, -0.146729, 92.9375, 20.9375, 7756, 1256, 38.8438, 16.1719, 18, 20, 21, 9, 0.661133, -6.57031, 39.5, 9.59375, running
5.39453, -0.229492, 76, 23.6875, 6300, 1423, 41.7188, 16.2188, 20, 18, 24, 10, 0.576172, -6.49219, 42.2813, 9.71875, running
5.70313, 0.163696, 72.875, 21.2344, 6320, 1275, 37.75, 14.9063, 18, 20, 23, 10, 0.604004, -5.92578, 38.3438, 8.97656, running
5.78125, 0.183472, 84.9375, 20.0313, 7096, 1203, 39.2813, 14.9766, 20, 20, 30, 9, 0.48877, -5.94922, 39.7813, 9.02344, running
5.37109, 0.0214996, 60.9063, 18.3594, 5380, 1101, 36.1563, 14.2422, 20, 18, 16, 10, 0.493896, -5.66406, 36.6563, 8.57813, running
5.35938, -0.0925293, 74.5, 16.8906, 6188, 1013.5, 37.0938, 14.4844, 18, 20, 34, 9, 0.479736, -5.85156, 37.5625, 8.63281, running
4.50781, -0.244385, 48.125, 15.4531, 4104, 930.5, 26.25, 13.1094, 20, 20, 25, 10, 0.449951, -5.50391, 26.7031, 7.60156, running
4.57031, 0.0675049, 49.875, 14.4766, 4244, 868.5, 32.9688, 13.3125, 18, 18, 22, 10, 0.497803, -5.20703, 33.4688, 8.10156, running
5.33594, 0.0575867, 69.8125, 16.7656, 5892, 1005.5, 34.3125, 13.3594, 20, 20, 20, 9, 0.521973, -5.42188, 34.8438, 7.9375, running
4.875, 0.0934448, 47.75, 13.5313, 4288, 812, 31.75, 12.7734, 20, 20, 15, 10, 0.348633, -5.06641, 32.0938, 7.70313, running
5.15234, 0.142944, 63.9063, 16.1563, 5424, 970, 32.9375, 12.9922, 20, 20, 20, 10, 0.483398, -5.14844, 33.4063, 7.84375, running
4.94922, -0.0420837, 54.375, 14.875, 4728, 892, 33.6563, 13.1328, 20, 18, 22, 10, 0.461182, -5.34375, 34.125, 7.78906, running
5.37109, 0.0909424, 76.8125, 16.4531, 6332, 987, 37, 14.4063, 20, 20, 26, 10, 0.441895, -5.56641, 37.4375, 8.83594, running
4.83984, -0.234619, 49.4063, 15.1406, 4364, 911, 33.9688, 13.5234, 18, 20, 24, 9, 0.486816, -6.05469, 34.4688, 7.46484, running
4.88281, -0.0522461, 47.6563, 11.7734, 4288, 706, 28.4688, 13.5156, 20, 20, 19, 10, 0.458496, -5.53516, 28.9219, 7.98047, running
5.26563, 0.0299683, 61.5938, 15.2422, 5356, 914, 32.8125, 12.9844, 20, 20, 18, 10, 0.558105, -5.25, 33.375, 7.73047, running
5.75, 0.114441, 75.8125, 18.5469, 6528, 1113, 37.125, 14.3828, 20, 20, 23, 9, 0.554199, -5.82813, 37.6875, 8.55469, running
5.43359, 0.0762939, 76.25, 17.5156, 6340, 1050, 41.0938, 14.1641, 20, 20, 30, 10, 0.504883, -5.55469, 41.5938, 8.60938, running
5.12109, 0.030899, 52.8438, 14.6953, 4740, 881, 31.0625, 12.5859, 20, 20, 16, 10, 0.398193, -5.17188, 31.4531, 7.41406, running
5.17578, 0.0632935, 67.0625, 15.8203, 5624, 948.5, 35.5625, 13.5625, 20, 18, 24, 10, 0.471191, -5.51953, 36.0313, 8.03906, running
5.19531, -0.151367, 66.8125, 17.5, 5624, 1050, 38.6563, 14.2656, 20, 20, 30, 10, 0.465576, -5.625, 39.125, 8.64063, running
4.9375, -0.0513916, 64.9375, 13.4453, 5356, 806, 36.4375, 13.3438, 18, 20, 26, 9, 0.380615, -5.30469, 36.8125, 8.03906, running
4.72266, -0.15979, 49.7813, 15.0781, 4320, 905.5, 33.7813, 13.3594, 20, 20, 25, 10, 0.484619, -5.39844, 34.25, 7.95703, running
4.75781, -0.00244331, 50.25, 15.0078, 4368, 900, 32.8125, 13.1641, 18, 18, 25, 10, 0.34375, -5.38281, 33.1563, 7.78125, running
4.55078, 0.0179138, 44.8125, 11.3281, 3926, 679, 34.2813, 13.2422, 20, 20, 23, 10, 0.359619, -5.46484, 34.625, 7.77734, running
5.22266, 0.133423, 59.9688, 15.9766, 5232, 959, 35.4063, 13.2734, 20, 20, 26, 9, 0.527832, -5.46484, 35.9375, 7.80469, running
5.44141, 0.102905, 77.3125, 17.3125, 6412, 1039, 40.1563, 13.9531, 20, 20, 25, 10, 0.425293, -5.61719, 40.5938, 8.33594, running
5.20313, 0.0184479, 62.9375, 17.1406, 5396, 1028, 38.3125, 13.7891, 20, 20, 27, 10, 0.367676, -5.45313, 38.6875, 8.33594, running
5.71875, 0.10022, 85.1875, 18.0313, 7068, 1082, 39.5625, 13.8438, 20, 20, 28, 10, 0.494385, -5.35938, 40.0625, 8.48438, running
5.56641, -0.0705566, 73, 19.5625, 6236, 1173, 40.0938, 15.2266, 20, 18, 17, 10, 0.569336, -6.14844, 40.6563, 9.07813, running
5.63281, 0.0630493, 77.3125, 17.1875, 6540, 1031, 39.4063, 15.0469, 20, 20, 22, 10, 0.496338, -6.14844, 39.9063, 8.89844, running
5.25, -0.0996094, 65.5, 17.0313, 5580, 1022, 42.4688, 14.6953, 20, 20, 26, 10, 0.481445, -5.90625, 42.9375, 8.78906, running
5.55469, 0.103333, 79.125, 17.3906, 6596, 1044, 36.8438, 14.1484, 20, 20, 24, 10, 0.417725, -5.78906, 37.25, 8.35938, running
5.26563, -0.126953, 61.6563, 17.0781, 5360, 1025, 35.9063, 13.9297, 20, 20, 22, 10, 0.390137, -5.69531, 36.2813, 8.23438, running
5.59766, 0.0620728, 85.8125, 17.6406, 7024, 1058, 39.5625, 14.1719, 20, 20, 24, 10, 0.349365, -5.73828, 39.9063, 8.42969, running
5.17578, -0.19165, 57.0313, 16.6406, 5024, 1000, 33.4063, 13.375, 18, 20, 14, 9, 0.374756, -5.58984, 33.7813, 7.78125, running
4.90234, -0.0552979, 66.1875, 13.5, 5408, 809.5, 37.5938, 13.5547, 20, 20, 21, 10, 0.343018, -5.48438, 37.9375, 8.07031, running
5.24609, -0.128296, 72.0625, 20.125, 5968, 1208, 43.1563, 15.5156, 20, 20, 22, 10, 0.258301, -6.18359, 43.4063, 9.32813, running
5.59375, 0.0494385, 78.375, 20.0625, 6576, 1203, 40.4063, 16.4844, 18, 18, 26, 10, 0.598633, -6.80859, 41, 9.67188, running
5.83203, -0.00531006, 89.875, 21.1875, 7428, 1270, 41.0313, 16.0625, 20, 20, 22, 10, 0.379395, -6.48047, 41.4063, 9.57031, running
5.10938, 0.0546265, 53.9688, 14.2266, 4800, 853, 35.7813, 13.3047, 20, 20, 26, 10, 0.438232, -5.36328, 36.2188, 7.9375, running
5.24609, 0.00957489, 63.5625, 16.0938, 5460, 965, 30.5938, 12.9766, 20, 20, 24, 10, 0.423584, -5.28516, 31.0156, 7.69141, running
5.51563, 0.120667, 70.5625, 18.1406, 6056, 1089, 43.625, 16.1094, 20, 20, 24, 9, 0.447266, -6.50391, 44.0625, 9.60156, running
5.20703, 0.0828247, 66.875, 15.7188, 5636, 943, 35.5938, 14.375, 20, 18, 26, 10, 0.383545, -5.85156, 35.9688, 8.52344, running
4.68359, -0.1427, 48.5, 14.0625, 4224, 844.5, 31.2031, 12.6719, 20, 20, 18, 10, 0.344482, -5.30078, 31.5469, 7.36719, running
4.94531, 0.0171967, 62.3125, 13.25, 5200, 794.5, 32.1563, 13.0391, 20, 20, 20, 9, 0.309814, -5.20703, 32.4688, 7.82813, running
4.87891, -0.114624, 62.7188, 15.6172, 5188, 937.5, 37.2813, 13.2109, 18, 20, 24, 10, 0.32666, -5.32422, 37.5938, 7.88281, running
5.18359, -0.0960083, 75.9375, 17.8281, 6164, 1070, 41.25, 15.375, 20, 20, 25, 10, 0.408447, -6.30859, 41.6563, 9.0625, running
5.12891, -0.0507507, 53.625, 13.5078, 4792, 810, 30.7188, 13.3828, 20, 20, 24, 10, 0.422119, -5.58984, 31.1406, 7.78906, running
5.55859, -0.00706863, 74.5, 19.9844, 6320, 1198, 42.1563, 16.6719, 18, 18, 28, 10, 0.688477, -6.71094, 42.8438, 9.96094, running
5.75, -0.0182037, 77.25, 18.6094, 6616, 1116, 35.8125, 14.3438, 22, 20, 18, 10, 0.534668, -5.99609, 36.3438, 8.34375, running
5.27344, 0.0545654, 61.9375, 16.2656, 5380, 975, 36.375, 13.9688, 18, 20, 22, 10, 0.449463, -5.77344, 36.8125, 8.19531, running
5.45703, 0.0679321, 76.8125, 18.75, 6388, 1124, 41.0938, 15.3594, 20, 20, 19, 10, 0.416504, -6.16016, 41.5, 9.19531, running
5.42578, 0.0550537, 67.25, 17.3906, 5796, 1043, 38.5938, 14.2813, 20, 20, 23, 9, 0.353271, -5.9375, 38.9375, 8.34375, running
6, 0.0673218, 99.375, 20.8438, 8120, 1250, 49, 15.9219, 20, 20, 26, 10, 0.498535, -6.33984, 49.5, 9.57813, running
5.28516, 0.0570068, 64.75, 18.0625, 5556, 1083, 34.3125, 14.2266, 20, 20, 22, 10, 0.449707, -5.94141, 34.75, 8.28125, running
5.59766, 0.0643311, 83.4375, 18.2969, 6880, 1097, 44.125, 15.8047, 20, 20, 23, 10, 0.57373, -6.26953, 44.6875, 9.53125, running
5.18359, -0.0191498, 61.1875, 16.1406, 5280, 967.5, 37.0313, 13.9453, 20, 18, 24, 10, 0.485352, -5.56641, 37.5313, 8.375, running
5.71484, 0.051178, 82.75, 18.4219, 6916, 1105, 39.4688, 13.9922, 20, 20, 28, 10, 0.409424, -5.71484, 39.875, 8.27344, running
5.30469, -0.164551, 69.625, 17.7969, 5860, 1069, 42.4063, 14.6797, 20, 20, 30, 10, 0.373291, -5.8125, 42.7813, 8.86719, running
5.07031, -0.0599365, 61.625, 14.4063, 5236, 864, 32.8125, 13.7891, 18, 20, 24, 9, 0.447021, -5.55469, 33.25, 8.23438, running
5.04688, -0.14856, 60.6563, 16.5938, 5164, 995.5, 33.8125, 13.5859, 20, 20, 23, 10, 0.400391, -5.48438, 34.2188, 8.10156, running
4.85938, 0.0376282, 62.7813, 14.6328, 5180, 877.5, 41.6563, 14.8828, 20, 20, 20, 10, 0.416504, -6.04688, 42.0625, 8.83594, running
4.84375, -0.0192566, 44.1563, 10.8047, 4054, 648, 29.5625, 11.5078, 20, 20, 22, 10, 0.497559, -4.74609, 30.0625, 6.75781, running
5.71484, 0.114136, 82.125, 15.625, 6880, 938, 39.4688, 13.6719, 20, 20, 21, 10, 0.421631, -5.63281, 39.875, 8.03906, running
5.67188, -0.0436401, 76.8125, 20.125, 6532, 1207, 35.9063, 15.0469, 20, 20, 24, 10, 0.471924, -6.09375, 36.375, 8.95313, running
6.08984, 0.133789, 95.4375, 19.7656, 7948, 1186, 40.75, 14.6797, 20, 20, 26, 10, 0.368408, -6.09766, 41.125, 8.57813, running
5.32813, -0.018631, 57.125, 15.4219, 5128, 924.5, 33.9375, 13.2578, 22, 20, 22, 10, 0.578125, -5.57422, 34.5, 7.67969, running
6.02734, 0.127686, 91.9375, 18.1406, 7688, 1089, 43.0938, 14.5859, 20, 20, 30, 11, 0.634277, -5.92578, 43.7188, 8.65625, running
5.80078, -0.0208435, 76.5625, 18.375, 6608, 1102, 40.1875, 13.6563, 20, 20, 26, 10, 0.401611, -5.57422, 40.5938, 8.07813, running
5.55859, 0.0698853, 66.125, 14.3828, 5816, 863, 40.1875, 13.5313, 20, 20, 22, 10, 0.408691, -4.89063, 40.5938, 8.64063, running
5.62109, -0.0576782, 68.75, 17.0781, 6016, 1024, 38.9375, 13.7578, 20, 20, 26, 10, 0.566406, -5.52344, 39.5, 8.23438, running
6.35156, 0.0706177, 95.0625, 20.5, 8116, 1229, 38.5313, 16.3594, 20, 20, 22, 10, 0.56543, -6.65625, 39.0938, 9.70313, running
6.30078, -0.0620422, 83.25, 20.8594, 7372, 1251, 39.9375, 15.1328, 20, 20, 21, 10, 0.472656, -6.19531, 40.4063, 8.9375, running
