@relation 'MLC'

@attribute F1_MEAN_on_ACC_V2 numeric
@attribute F2_MEAN_on_filter_BP_on_A_V2 numeric
@attribute F3_VAR_on_ACC_V2 numeric
@attribute F4_VAR_on_filter_BP_on_A_V2 numeric
@attribute F5_ENERGY_on_ACC_V2 numeric
@attribute F6_ENERGY_on_filter_BP_on_A_V2 numeric
@attribute F7_PeakToPeak_on_ACC_V2 numeric
@attribute F8_PeakToPeak_on_filter_BP_on_A_V2 numeric
@attribute F9_ZeroCross_on_ACC_V2 numeric
@attribute F10_ZeroCross_on_filter_BP_on_A_V2 numeric
@attribute F11_PeaKDet_on_ACC_V2 numeric
@attribute F12_PeaKDet_on_filter_BP_on_A_V2 numeric
@attribute F13_MIN_on_ACC_V2 numeric
@attribute F14_MIN_on_filter_BP_on_A_V2 numeric
@attribute F15_MAX_on_ACC_V2 numeric
@attribute F16_MAX_on_filter_BP_on_A_V2 numeric
@attribute class {stationary, walking, running, cycling}

@data
1.08398, 0.00553513, 0.253906, 0.0046463, 85.6875, 0.280518, 2.50195, 0.335693, 80, 34, 47, 24, 0.280029, -0.164795, 2.78125, 0.170898, cycling
1.15039, -0.00706482, 0.349609, 0.007164, 100.313, 0.432617, 2.80273, 0.408203, 74, 28, 41, 30, 0.257324, -0.218872, 3.06055, 0.189209, cycling
1.12305, 0.00153446, 0.30957, 0.00399399, 94.1875, 0.239746, 2.57031, 0.295166, 76, 32, 46, 30, 0.139526, -0.128052, 2.70898, 0.166992, cycling
1.15625, -0.000302792, 0.44043, 0.00622559, 106.563, 0.373291, 3.35547, 0.353271, 84, 30, 46, 28, 0.126953, -0.156006, 3.48242, 0.197266, cycling
1.22852, 0.00271606, 0.614258, 0.0140839, 127.313, 0.844727, 3.64063, 0.523438, 88, 30, 48, 21, 0.140259, -0.286621, 3.78125, 0.236816, cycling
1.27344, -0.00201416, 0.569336, 0.0185699, 131.375, 1.11328, 4.26953, 0.698242, 90, 26, 50, 24, 0.280029, -0.333008, 4.55078, 0.36499, cycling
1.12012, 0.000132203, 0.202148, 0.00920105, 87.375, 0.551758, 2.02539, 0.45166, 72, 26, 47, 24, 0.423096, -0.20874, 2.44922, 0.242798, cycling
1.05957, -0.0012455, 0.136719, 0.00365639, 75.5625, 0.21936, 1.78027, 0.24585, 74, 24, 49, 21, 0.288574, -0.111389, 2.06836, 0.134399, cycling
1.09766, 0.00546265, 0.207031, 0.00408554, 84.6875, 0.246704, 1.94824, 0.338135, 100, 20, 50, 27, 0.383545, -0.153198, 2.33203, 0.184937, cycling
1.15039, -0.00242043, 0.28418, 0.0103912, 96.375, 0.623535, 2.50391, 0.404541, 68, 18, 47, 23, 0.354248, -0.209473, 2.85742, 0.194946, cycling
1.11816, -0.00576019, 0.129883, 0.0124893, 82.75, 0.750488, 1.69531, 0.52002, 62, 22, 44, 14, 0.5625, -0.28125, 2.25781, 0.23877, cycling
1.14258, 0.00551224, 0.227539, 0.00959778, 91.9375, 0.577148, 2.06445, 0.420898, 92, 18, 50, 15, 0.322266, -0.202026, 2.38672, 0.218872, cycling
1.11035, -0.000659943, 0.166016, 0.00306892, 83.875, 0.18396, 1.68848, 0.314453, 90, 32, 51, 31, 0.291748, -0.150391, 1.98047, 0.16394, cycling
1.04297, -0.00271988, 0.119141, 0.00211525, 72.375, 0.127319, 1.54688, 0.248779, 70, 36, 41, 24, 0.372803, -0.1427, 1.91992, 0.106018, cycling
1.12891, 0.00105476, 0.260742, 0.0088501, 92.0625, 0.530762, 2.59375, 0.46167, 84, 20, 44, 24, 0.156372, -0.187134, 2.75, 0.274414, cycling
1.03906, -0.000118077, 0.104492, 0.00364685, 71, 0.218628, 1.41895, 0.264893, 72, 24, 52, 16, 0.473877, -0.135864, 1.89258, 0.129028, cycling
1.07813, -0.00303268, 0.167969, 0.00242424, 79.75, 0.145874, 1.72754, 0.223633, 98, 28, 49, 31, 0.425049, -0.131104, 2.15234, 0.0924683, cycling
1.06543, 0.00362206, 0.136719, 0.00393295, 76.25, 0.236572, 1.39551, 0.273438, 90, 22, 46, 22, 0.391846, -0.137573, 1.78711, 0.135864, cycling
1.08398, 7.53403e-05, 0.167969, 0.00257492, 80.5, 0.154419, 1.71191, 0.224365, 80, 26, 52, 23, 0.389648, -0.106812, 2.10156, 0.117554, cycling
1.1123, 9.41753e-05, 0.211914, 0.00323105, 86.875, 0.193726, 2.125, 0.223145, 94, 24, 53, 21, 0.329102, -0.10675, 2.45313, 0.116394, cycling
1.16309, 0.00188828, 0.351563, 0.0068779, 102.188, 0.412598, 2.47852, 0.401367, 106, 20, 53, 22, 0.212524, -0.2052, 2.69141, 0.196045, cycling
1.2793, -0.0032444, 0.548828, 0.021759, 131, 1.30566, 3.28711, 0.59082, 102, 20, 53, 14, 0.219116, -0.258545, 3.50586, 0.332275, cycling
1.20703, 0.000930309, 0.338867, 0.0109482, 107.688, 0.65625, 2.37891, 0.38623, 88, 26, 49, 20, 0.149414, -0.213989, 2.52734, 0.172241, cycling
1.08984, -0.00272369, 0.143555, 0.00833893, 79.8125, 0.500488, 1.59766, 0.353027, 62, 20, 42, 17, 0.494385, -0.178955, 2.0918, 0.17395, cycling
1.48242, 0.00286865, 1.50781, 0.155273, 222.125, 9.3125, 6.77734, 1.81836, 62, 22, 43, 11, 0.236572, -0.791016, 7.01563, 1.02734, cycling
1.02539, -0.00582886, 0.046875, 0.00175285, 65.875, 0.107178, 0.867188, 0.178101, 0, 20, 50, 27, 0.558594, -0.0928345, 1.42578, 0.0852661, cycling
1.05957, 0.00336647, 0.0595703, 0.00140953, 70.9375, 0.0852051, 1.22656, 0.155396, 98, 24, 53, 24, 0.543945, -0.0900269, 1.77051, 0.0653076, cycling
1.23242, 0.00375748, 0.579102, 0.0262604, 125.813, 1.5752, 3.98633, 0.939941, 80, 36, 48, 25, 0.123535, -0.507813, 4.10938, 0.432129, cycling
1.11133, -0.00197411, 0.216797, 0.00171185, 87.0625, 0.102844, 2.07031, 0.220337, 78, 38, 49, 31, 0.337158, -0.144043, 2.4082, 0.0762939, cycling
1.11133, -0.000268698, 0.294922, 0.00856018, 91.75, 0.513184, 2.25, 0.403076, 76, 20, 49, 25, 0.171875, -0.175781, 2.42188, 0.227295, cycling
1.18555, 0.00666428, 0.342773, 0.00572205, 104.813, 0.345947, 3.46875, 0.376709, 86, 24, 45, 32, 0.158325, -0.126221, 3.62695, 0.250488, cycling
1.31055, -0.0126038, 0.573242, 0.0167236, 137.375, 1.01172, 3.40625, 0.622559, 76, 28, 51, 19, 0.112183, -0.280029, 3.51758, 0.342285, cycling
1.27246, 0.00290489, 0.384766, 0.0125046, 120.125, 0.75, 3.47656, 0.502441, 80, 22, 45, 23, 0.0690308, -0.245972, 3.54492, 0.256104, cycling
1.16016, 0.0022831, 0.356445, 0.00935364, 102.063, 0.561523, 2.68359, 0.442383, 76, 32, 40, 28, 0.180176, -0.214844, 2.86328, 0.227539, cycling
1.26172, -0.00688553, 0.383789, 0.0163116, 118.438, 0.980469, 2.58398, 0.696777, 84, 28, 46, 25, 0.249634, -0.345459, 2.83398, 0.351074, cycling
1.1875, 0.00518036, 0.305664, 0.00682068, 102.875, 0.410645, 2.72852, 0.349854, 84, 22, 49, 23, 0.359619, -0.181152, 3.08789, 0.168579, cycling
1.09766, -0.00220299, 0.161133, 0.00387955, 81.9375, 0.23291, 2.26367, 0.289063, 56, 26, 46, 27, 0.373535, -0.131714, 2.63672, 0.157349, cycling
1.22754, 0.00196648, 0.391602, 0.0211639, 113.813, 1.26855, 3.23828, 0.778809, 86, 24, 47, 23, 0.431641, -0.373047, 3.66992, 0.405518, cycling
1.21777, -0.00111485, 0.255859, 0.00891876, 104.313, 0.534668, 2.41797, 0.433594, 80, 26, 46, 19, 0.512695, -0.15686, 2.92969, 0.276611, cycling
1.23633, 0.00156116, 0.30957, 0.0131073, 110.188, 0.786133, 2.53711, 0.592773, 76, 22, 48, 21, 0.266602, -0.274414, 2.80273, 0.318359, cycling
1.12793, -0.00241852, 0.116211, 0.00426483, 83.25, 0.256104, 1.65234, 0.324707, 70, 24, 49, 25, 0.523926, -0.108215, 2.17578, 0.216431, cycling
1.07715, -0.00326347, 0.164063, 0.00328255, 79.375, 0.19751, 1.86816, 0.235718, 94, 30, 49, 28, 0.332764, -0.110352, 2.20117, 0.125366, cycling
1.19238, 0.00665283, 0.439453, 0.016861, 111.625, 1.01367, 3.60547, 0.575684, 92, 24, 46, 23, 0.26709, -0.331299, 3.87305, 0.244019, cycling
1.15039, -0.0021019, 0.293945, 0.00946045, 96.9375, 0.567871, 3.0918, 0.417969, 92, 26, 49, 20, 0.277344, -0.227661, 3.36914, 0.190308, cycling
1.06543, -0.00211143, 0.132813, 0.00231743, 76, 0.13916, 1.8418, 0.219238, 72, 26, 45, 28, 0.366943, -0.118774, 2.20898, 0.100464, cycling
1.21582, 0.0110245, 0.257813, 0.00991821, 104.125, 0.602051, 2.63672, 0.487549, 76, 28, 44, 19, 0.348145, -0.237671, 2.98438, 0.249878, cycling
1.17188, -0.00978088, 0.441406, 0.00704575, 108.813, 0.428223, 2.95898, 0.429199, 92, 28, 53, 17, 0.189209, -0.265625, 3.14844, 0.163452, cycling
1.12988, -0.000987053, 0.196289, 0.00563049, 88.3125, 0.337646, 2.16992, 0.378418, 94, 22, 49, 23, 0.32959, -0.184937, 2.5, 0.193359, cycling
1.32031, -6.31213e-05, 0.491211, 0.0133209, 134, 0.798828, 3.36133, 0.514648, 94, 26, 52, 22, 0.241943, -0.231445, 3.60352, 0.283203, cycling
1.19434, 0.000311375, 0.24707, 0.00460815, 100.375, 0.276367, 1.90527, 0.356201, 84, 32, 52, 27, 0.317383, -0.134644, 2.22266, 0.221436, cycling
1.07813, -0.00357437, 0.0966797, 0.00687027, 75.5, 0.412598, 1.43457, 0.279053, 64, 20, 49, 11, 0.494629, -0.144043, 1.92871, 0.134888, cycling
1.03613, 9.97782e-05, 0.00878906, 0.000983238, 64.875, 0.0589294, 0.605957, 0.140137, 52, 22, 40, 16, 0.822754, -0.0652466, 1.42871, 0.0748901, cycling
1.08789, -0.00209808, 0.197266, 0.0311127, 82.8125, 1.86523, 3.44141, 1.09277, 52, 18, 40, 12, 0.621582, -0.491211, 4.0625, 0.601563, cycling
0.996094, 0.00134659, 0.0537109, 0.0113068, 62.7188, 0.677734, 1.13184, 0.544922, 38, 14, 37, 18, 0.557617, -0.264648, 1.68945, 0.280273, cycling
1.16016, 0.00939941, 0.102539, 0.0196228, 86.8125, 1.18164, 1.46289, 0.683105, 34, 22, 34, 14, 0.55127, -0.303955, 2.01367, 0.37915, cycling
1.02148, -0.00711823, 0.0292969, 0.00401306, 64.3125, 0.243652, 0.894531, 0.249878, 44, 20, 45, 16, 0.702148, -0.138428, 1.59668, 0.11145, cycling
1.04883, 0.00461197, 0.0361328, 0.0046196, 68.125, 0.27832, 0.848633, 0.300781, 58, 16, 43, 17, 0.770508, -0.14917, 1.61914, 0.151489, cycling
1.06152, 0.00119305, 0.0390625, 0.00598907, 69.9375, 0.359131, 1.23438, 0.399414, 50, 22, 39, 14, 0.644043, -0.187744, 1.87793, 0.211548, cycling
1.17969, 0.0357361, 0.297852, 0.0235901, 101.313, 1.49121, 3.23047, 1.03125, 58, 16, 41, 18, 0.537109, -0.311523, 3.76758, 0.719727, cycling
1.21973, -0.0389404, 1.36816, 0.291992, 171.25, 17.5938, 8.67188, 2.85547, 28, 16, 32, 10, 0.187622, -1.34082, 8.85938, 1.51465, cycling
1.03418, 0.00065279, 0.0244141, 0.0017271, 65.5625, 0.103577, 0.825195, 0.174927, 28, 14, 43, 14, 0.72168, -0.0608826, 1.54688, 0.114014, cycling
1.03809, -0.00429153, 0.0703125, 0.00345993, 68.8125, 0.208618, 1.7373, 0.263916, 66, 24, 45, 19, 0.483887, -0.147827, 2.2207, 0.115967, cycling
1.02246, 0.00134945, 0.03125, 0.00465775, 64.5625, 0.279297, 0.731445, 0.26123, 66, 20, 51, 14, 0.65332, -0.129517, 1.38477, 0.131714, cycling
1.03809, 0.000423431, 0.0283203, 0.00337791, 66.3125, 0.202515, 0.864746, 0.226807, 72, 20, 46, 16, 0.758301, -0.095459, 1.62305, 0.131348, cycling
1.05469, -0.00052166, 0.0498047, 0.00520325, 69.6875, 0.312012, 1.38672, 0.295654, 74, 20, 43, 16, 0.652344, -0.163208, 2.03906, 0.132324, cycling
1.03125, 0.00387001, 0.0234375, 0.00220299, 65.1875, 0.133057, 0.853027, 0.184692, 62, 22, 47, 17, 0.675293, -0.0846558, 1.52832, 0.100037, cycling
1.02148, -0.00328445, 0.0185547, 0.00144863, 63.6563, 0.0874634, 0.755371, 0.159302, 64, 24, 40, 15, 0.743652, -0.0802002, 1.49902, 0.0791016, cycling
1.0166, -0.0015831, 0.0292969, 0.00157356, 63.7188, 0.0945435, 0.827637, 0.181641, 68, 26, 42, 22, 0.606934, -0.0806274, 1.43457, 0.100952, cycling
1.00781, 0.00110149, 0.0224609, 0.00154591, 62.25, 0.0927734, 0.670898, 0.154541, 54, 24, 41, 17, 0.75293, -0.0720215, 1.42383, 0.0824585, cycling
1.03516, -0.000885487, 0.0283203, 0.0049324, 65.9375, 0.295654, 0.785645, 0.290039, 62, 20, 43, 13, 0.783691, -0.147217, 1.56934, 0.1427, cycling
1.04004, -0.000973225, 0.0292969, 0.00107765, 66.625, 0.0646973, 1.03613, 0.157959, 74, 20, 46, 22, 0.523438, -0.0921631, 1.55957, 0.0657349, cycling
1.0498, -0.000361681, 0.0517578, 0.00255966, 69.1875, 0.153442, 1.29297, 0.183838, 68, 24, 40, 16, 0.540527, -0.0830078, 1.83301, 0.100769, cycling
1.06934, 0.00431442, 0.0478516, 0.00179386, 71.4375, 0.108643, 1.11523, 0.260498, 88, 36, 46, 23, 0.638184, -0.113403, 1.75293, 0.146973, cycling
1.10352, 0.00415802, 0.177734, 0.00224495, 83.6875, 0.13562, 2.39453, 0.244385, 94, 36, 51, 28, 0.334717, -0.112244, 2.72852, 0.13208, cycling
1.08984, -0.0040741, 0.0947266, 0.00359917, 76.875, 0.216797, 1.32813, 0.22876, 72, 22, 42, 23, 0.586426, -0.112122, 1.91406, 0.116577, cycling
1.04492, -0.00211525, 0.0517578, 0.00189209, 68.5625, 0.113708, 1.31738, 0.204102, 64, 24, 40, 22, 0.554199, -0.0974731, 1.87109, 0.106628, cycling
1.07129, 0.00043273, 0.104492, 0.0016737, 75.0625, 0.100342, 1.62891, 0.216187, 96, 26, 50, 25, 0.49585, -0.110168, 2.125, 0.105957, cycling
1.14063, 0.00681305, 0.160156, 0.004673, 87.625, 0.282959, 1.93359, 0.362305, 86, 32, 49, 26, 0.457275, -0.158813, 2.39063, 0.203491, cycling
1.15039, -0.00222397, 0.251953, 0.0100708, 94.4375, 0.604492, 3.14453, 0.543945, 74, 24, 45, 24, 0.267334, -0.264648, 3.41211, 0.279297, cycling
1.05664, -0.00432968, 0.0537109, 0.00177383, 70.125, 0.107483, 1.10938, 0.185547, 74, 34, 47, 24, 0.568359, -0.108459, 1.67773, 0.0770264, cycling
1.07715, -0.00244522, 0.130859, 0.00295639, 77.4375, 0.177612, 2.2207, 0.29541, 78, 28, 41, 25, 0.468506, -0.141602, 2.68945, 0.153687, cycling
1.07422, 0.0025425, 0.0761719, 0.00213432, 73.75, 0.128296, 1.39551, 0.216064, 66, 30, 46, 19, 0.416504, -0.106201, 1.81152, 0.109802, cycling
