A_X [mg] A_Y [mg] A_Z [mg]
323 	 1539 	 257
11 	 1714 	 -559
403 	 1457 	 -362
528 	 1280 	 199
139 	 1020 	 -271
-147 	 491 	 -247
-6 	 296 	 -367
254 	 180 	 -212
292 	 -79 	 86
1029 	 507 	 737
1003 	 1425 	 1193
598 	 1121 	 304
618 	 1423 	 -612
-97 	 786 	 -399
-311 	 1346 	 -541
-534 	 1208 	 -210
83 	 744 	 454
534 	 682 	 416
333 	 720 	 137
139 	 788 	 -38
-254 	 1499 	 -133
-374 	 1379 	 862
171 	 1291 	 860
-4 	 1738 	 -499
329 	 1539 	 -688
716 	 1243 	 211
309 	 1068 	 100
-136 	 676 	 -222
-75 	 259 	 -352
198 	 162 	 -273
214 	 15 	 214
1143 	 899 	 1019
765 	 1388 	 1198
703 	 1079 	 213
823 	 1319 	 -517
280 	 838 	 -527
-266 	 1105 	 -354
-622 	 1457 	 -538
-346 	 1069 	 36
384 	 615 	 598
573 	 737 	 303
151 	 670 	 83
58 	 1052 	 -215
-414 	 1684 	 -18
-100 	 1308 	 1223
229 	 1236 	 601
-36 	 1657 	 -598
-7 	 1580 	 -435
537 	 1405 	 234
385 	 1010 	 -168
-71 	 406 	 -206
-86 	 179 	 -338
196 	 132 	 -255
361 	 126 	 155
1127 	 782 	 1069
955 	 1412 	 1112
840 	 1007 	 -42
707 	 1429 	 -711
-153 	 871 	 -538
-935 	 1628 	 -619
-417 	 997 	 70
705 	 571 	 743
721 	 755 	 449
268 	 617 	 390
-76 	 1068 	 -100
-378 	 1598 	 -77
75 	 1178 	 1382
194 	 1215 	 538
-123 	 1870 	 -863
261 	 1585 	 -397
606 	 1207 	 274
73 	 822 	 -380
-247 	 250 	 -189
9 	 80 	 -447
231 	 8 	 -137
701 	 431 	 623
1284 	 1535 	 1392
992 	 1273 	 528
845 	 1095 	 -371
266 	 1188 	 -824
-314 	 1098 	 -647
-823 	 1662 	 -746
-559 	 1034 	 32
368 	 559 	 839
684 	 784 	 299
400 	 689 	 98
292 	 911 	 -110
-477 	 1688 	 495
-344 	 1237 	 974
100 	 1343 	 506
-31 	 1786 	 -829
501 	 1417 	 -11
317 	 1357 	 286
-118 	 776 	 -400
-183 	 221 	 -318
159 	 98 	 -565
336 	 45 	 96
1157 	 861 	 908
998 	 1713 	 1092
687 	 1139 	 499
828 	 1187 	 -459
101 	 893 	 -695
-603 	 1368 	 -173
-501 	 1313 	 -120
318 	 513 	 328
512 	 654 	 359
273 	 656 	 81
306 	 1041 	 -188
-292 	 1622 	 600
-409 	 1372 	 1574
183 	 830 	 490
131 	 1434 	 -896
8 	 1776 	 -104
454 	 1455 	 469
213 	 1094 	 -481
-187 	 297 	 -341
248 	 11 	 -331
234 	 -320 	 -112
1044 	 1158 	 1089
627 	 1333 	 940
730 	 819 	 -403
892 	 1669 	 -513
-281 	 1178 	 -354
-409 	 1422 	 -264
-33 	 765 	 303
469 	 637 	 505
261 	 524 	 169
219 	 998 	 -254
-610 	 1762 	 397
-157 	 1198 	 1253
215 	 1537 	 35
147 	 1698 	 -846
568 	 1517 	 175
456 	 1121 	 131
-198 	 653 	 -375
-258 	 298 	 -336
275 	 -35 	 -419
523 	 10 	 465
1287 	 1209 	 1290
1013 	 1548 	 1004
440 	 437 	 53
907 	 1252 	 -705
238 	 1822 	 -168
-251 	 872 	 -494
-324 	 1167 	 -680
-467 	 1063 	 82
411 	 718 	 511
613 	 628 	 286
199 	 719 	 -40
-167 	 1449 	 -118
-661 	 1349 	 786
340 	 1222 	 746
210 	 1851 	 -611
190 	 1592 	 -418
576 	 1543 	 578
159 	 1014 	 -388
-305 	 410 	 -355
112 	 69 	 -444
314 	 -71 	 -241
762 	 519 	 980
1150 	 1638 	 1313
428 	 444 	 324
899 	 1094 	 -410
583 	 1513 	 -454
-131 	 837 	 -485
-698 	 1530 	 -555
-497 	 1083 	 6
287 	 657 	 483
656 	 676 	 521
249 	 613 	 249
142 	 1065 	 -485
-357 	 1666 	 125
-169 	 1081 	 1647
340 	 1174 	 133
168 	 1977 	 -1047
27 	 1624 	 -68
797 	 1181 	 301
-252 	 691 	 -634
-92 	 214 	 -324
220 	 -316 	 -378
699 	 74 	 675
1320 	 1531 	 1257
518 	 824 	 193
1059 	 1331 	 -383
248 	 1537 	 -425
-193 	 782 	 -646
-535 	 1464 	 -663
-685 	 1343 	 75
144 	 681 	 636
543 	 635 	 405
457 	 658 	 7
-6 	 1360 	 -215
-617 	 1658 	 980
35 	 1041 	 931
284 	 1681 	 -659
109 	 1579 	 -483
736 	 1376 	 399
535 	 1024 	 71
-135 	 900 	 -401
-119 	 343 	 -253
185 	 52 	 -308
236 	 40 	 252
1075 	 1205 	 1332
1061 	 1434 	 971
830 	 1033 	 -279
359 	 1009 	 -761
-206 	 1029 	 -641
-708 	 1552 	 -174
-483 	 1039 	 13
237 	 592 	 329
441 	 835 	 296
329 	 662 	 172
166 	 1070 	 -180
-375 	 1706 	 279
-248 	 1283 	 1272
-23 	 1562 	 522
307 	 1524 	 -686
515 	 1294 	 -478
359 	 1087 	 442
166 	 904 	 -168
-113 	 504 	 -312
64 	 248 	 -192
134 	 155 	 -166
850 	 751 	 1089
1130 	 1523 	 1238
928 	 997 	 -150
580 	 1158 	 -603
-82 	 760 	 -607
-671 	 1476 	 -587
-764 	 1338 	 -192
148 	 541 	 587
718 	 709 	 422
360 	 698 	 122
189 	 1145 	 -310
-438 	 1586 	 597
-184 	 1333 	 1114
217 	 1613 	 -246
295 	 1453 	 -614
512 	 1167 	 243
203 	 933 	 -241
-167 	 633 	 -152
-82 	 331 	 -299
214 	 283 	 -319
294 	 252 	 100
1194 	 1359 	 1431
713 	 1087 	 865
730 	 1149 	 -325
283 	 1161 	 -554
52 	 633 	 -529
-586 	 1577 	 -615
-357 	 985 	 164
578 	 626 	 554
497 	 800 	 151
238 	 590 	 -29
126 	 1096 	 -177
-445 	 1572 	 610
-227 	 1232 	 921
459 	 1408 	 131
184 	 1765 	 -577
334 	 1358 	 -325
647 	 976 	 296
125 	 736 	 -488
-330 	 604 	 -281
137 	 339 	 -176
371 	 332 	 8
1166 	 1295 	 1511
1002 	 1225 	 902
869 	 1053 	 17
342 	 979 	 -546
127 	 644 	 -737
-699 	 1722 	 -653
-412 	 935 	 425
674 	 599 	 565
452 	 751 	 113
229 	 669 	 -109
-77 	 1294 	 26
-492 	 1439 	 796
82 	 1303 	 658
284 	 1588 	 -25
386 	 1464 	 -688
531 	 1247 	 242
341 	 931 	 58
-243 	 636 	 -587
-57 	 388 	 -86
161 	 178 	 -378
579 	 469 	 466
1134 	 1529 	 1498
687 	 872 	 493
739 	 1196 	 -305
108 	 863 	 -696
-46 	 962 	 -679
-810 	 1666 	 -439
136 	 680 	 591
714 	 684 	 328
316 	 679 	 69
126 	 919 	 -197
-119 	 1464 	 123
-353 	 1376 	 983
121 	 1387 	 578
239 	 1590 	 -386
389 	 1431 	 -378
514 	 1133 	 263
138 	 813 	 -227
-179 	 554 	 -416
56 	 264 	 -277
152 	 301 	 -270
639 	 544 	 678
1273 	 1487 	 1244
679 	 758 	 469
1017 	 1060 	 -231
403 	 1115 	 -508
3 	 1028 	 -428
-746 	 1614 	 -345
-242 	 754 	 39
522 	 704 	 429
427 	 822 	 290
251 	 740 	 198
73 	 990 	 9
-111 	 1477 	 317
-283 	 1437 	 1346
73 	 1556 	 -143
211 	 1617 	 -711
503 	 1346 	 71
459 	 942 	 -164
-163 	 636 	 -294
-134 	 419 	 -283
182 	 190 	 -415
564 	 305 	 537
1304 	 1476 	 1394
915 	 1110 	 427
456 	 1167 	 -423
286 	 670 	 -758
-602 	 1496 	 -526
-539 	 1295 	 -10
778 	 447 	 466
533 	 770 	 412
193 	 605 	 22
189 	 1205 	 -327
-290 	 1529 	 339
-320 	 1352 	 1355
141 	 1363 	 518
198 	 1692 	 -563
333 	 1468 	 -455
470 	 1079 	 402
38 	 781 	 -421
22 	 368 	 -422
132 	 126 	 -287
850 	 711 	 737
1177 	 1396 	 1362
948 	 1074 	 109
450 	 1041 	 -575
98 	 772 	 -662
-551 	 1534 	 -556
-648 	 1291 	 -270
595 	 544 	 575
580 	 771 	 345
198 	 704 	 32
