A_X [mg]	A_Y [mg]	A_Z [mg]
374	-475	-383
819	-364	-545
458	-346	-451
235	-1059	-329
-314	-2761	-1000
-1593	-3724	-526
-1273	-2463	-462
-521	-927	-41
-436	-259	290
-368	230	164
-571	525	115
-179	620	280
-142	484	271
6	112	345
-19	-924	151
-2028	-2799	-712
-1800	-3105	-190
-350	-1891	200
45	-1137	-16
156	-748	-64
195	-698	-202
596	-526	-529
649	-404	-705
40	-706	-211
121	-1739	-633
-729	-3105	-773
-1565	-3057	-303
-841	-1385	32
-198	-330	359
-139	55	197
-228	264	68
-404	346	102
-90	431	202
-387	247	97
161	-188	253
-1134	-1817	-305
-2480	-3390	-241
-1284	-2595	384
-172	-1372	220
9	-810	-69
241	-514	-57
372	-463	-316
549	-404	-544
337	-393	-562
69	-895	-256
-63	-2273	-539
-899	-3209	-409
-1189	-2606	-35
-484	-1086	61
-126	-273	211
-116	82	114
-379	317	92
-310	429	165
-93	454	204
-246	147	180
259	-650	267
-1750	-2454	-262
-2116	-3234	-159
-657	-2077	-1
-113	-1264	-101
111	-750	-81
377	-464	-307
517	-367	-545
754	-222	-711
200	-438	-260
337	-1472	-506
-551	-3163	-1134
-1590	-3461	-437
-843	-1741	-286
-316	-524	244
-178	7	265
-148	335	57
-515	423	19
-152	468	227
-409	333	129
0	-251	230
-584	-1639	-81
-2355	-3265	-607
-1279	-2740	-194
-66	-1512	15
-31	-1046	-89
135	-644	-82
276	-453	-298
569	-334	-477
533	-306	-590
128	-655	-354
356	-1958	-708
-631	-3301	-660
-1310	-2973	-154
-796	-1406	-5
-368	-305	326
-257	148	181
-336	365	68
-352	367	124
-89	313	182
-323	32	157
341	-572	155
-1462	-2234	-331
-1965	-3023	-376
-720	-2061	-182
-153	-1444	-62
-190	-1101	-100
163	-713	-88
375	-521	-341
717	-371	-681
478	-272	-402
261	-892	-208
-116	-2356	-953
-1003	-3247	-431
-1138	-2433	-239
-493	-957	67
-41	-232	221
-90	44	63
-409	222	-22
-287	325	138
-228	284	157
-4	46	251
-112	-769	202
-1772	-2586	-403
-1862	-3229	-100
-643	-1986	84
61	-1078	-140
112	-677	-79
398	-453	-172
475	-310	-479
728	-144	-540
267	-290	-421
218	-1363	-472
-296	-2885	-937
-1185	-3330	-308
-914	-2052	72
-145	-615	387
-111	-77	413
-141	272	144
-368	421	62
-134	391	228
-315	247	177
-134	-138	70
62	-1104	183
-2020	-2771	-241
-1646	-2935	-114
-287	-1822	78
-116	-1321	-30
-8	-910	-14
241	-603	-261
