STEVAL-MKI227A (LSM6DSV16X)

G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	
99.82 	 -8.75875 	 -7.49 	
84.3238 	 -6.30875 	 -7.16625 	
83.5538 	 -3.00125 	 -8.68875 	
93.3013 	 -2.38875 	 -12.9675 	
90.72 	 -2.38875 	 -12.5738 	
84.1925 	 -4.4625 	 -5.08375 	
81.9263 	 -6.81625 	 -3.6575 	
77.3588 	 -3.92 	 -5.59125 	
78.05 	 -0.79625 	 -8.51375 	
81.2088 	 -0.93625 	 -10.6138 	
75.5825 	 1.33 	 -8.2075 	
82.0313 	 1.61 	 -6.5275 	
90.09 	 1.015 	 -6.2825 	
90.3525 	 4.82125 	 -6.93 	
96.81 	 6.7725 	 -11.3925 	
93.7038 	 2.49375 	 -14.0438 	
83.02 	 2.33625 	 -13.1075 	
83.16 	 6.20375 	 -13.0113 	
85.26 	 7.42 	 -14.7 	
84.9538 	 7.7525 	 -13.6413 	
92.8813 	 9.02125 	 -14.4638 	
86.3713 	 11.27 	 -16.6775 	
88.8388 	 11.4625 	 -20.44 	
90.195 	 9.975 	 -22.3913 	
79.31 	 11.7688 	 -16.4763 	
83.965 	 9.24875 	 -11.8388 	
89.6875 	 5.53875 	 -10.22 	
91.9625 	 4.4625 	 -12.1275 	
96.6 	 2.38 	 -16.6513 	
97.16 	 1.47875 	 -15.4263 	
96.53 	 -0.455 	 -12.6963 	
96.88 	 -4.3575 	 -7.455 	
92.26 	 -6.92125 	 -6.99125 	
87.3688 	 -2.415 	 -6.4575 	
85.3738 	 0.25375 	 -4.55 	
81.0775 	 -3.78 	 -1.12875 	
77.5688 	 -7.65625 	 4.97875 	
71.785 	 -5.67875 	 10.2638 	
72.0563 	 -3.45625 	 11.515 	
64.96 	 -1.8025 	 10.5875 	
61.635 	 -3.22 	 10.6488 	
67.69 	 -5.76625 	 8.015 	
72.625 	 -3.395 	 6.335 	
75.2063 	 -3.96375 	 6.55375 	
74.9263 	 -7.28875 	 6.58875 	
75.6963 	 -9.065 	 4.2 	
72.4063 	 -9.77375 	 -8.225 	
83.7638 	 -9.12625 	 -9.93125 	
75.6963 	 -1.54875 	 -8.23375 	
84.2013 	 -4.9 	 -5.3375 	
72.1 	 -6.53625 	 -9.59875 	
95.62 	 -10.08 	 -2.51125 	
98.6475 	 -4.97 	 3.2025 	
75.0225 	 -2.16125 	 -3.8325 	
69.72 	 -2.33625 	 -13.6675 	
83.5713 	 -1.37375 	 -6.08125 	
56.105 	 4.90875 	 -5.8275 	
82.74 	 6.7375 	 -3.42125 	
63.1838 	 13.9475 	 -4.2 	
90.6238 	 2.56375 	 -1.65375 	
85.75 	 0.14875 	 10.185 	
89.5475 	 2.4675 	 8.74125 	
93.9225 	 5.285 	 3.01 	
106.663 	 1.40875 	 -0.69125 	
100.914 	 -0.98 	 -21.91 	
114.853 	 2.5725 	 -35.2013 	
134.348 	 -4.55875 	 -18.8213 	
98.315 	 -4.68125 	 -13.9475 	
113.846 	 8.11125 	 -10.3775 	
104.641 	 21.4025 	 -0.21875 	
128.266 	 16.9488 	 5.22375 	
123.401 	 14.6913 	 11.8388 	
127.741 	 4.3225 	 12.5913 	
114.468 	 -3.24625 	 0.93625 	
130.498 	 -4.27875 	 12.9675 	
141.575 	 -0.98875 	 26.9063 	
138.136 	 -0.48125 	 31.08 	
137.673 	 -18.3225 	 34.0725 	
113.645 	 -22.4613 	 19.1625 	
113.076 	 -10.57 	 23.9488 	
107.931 	 -1.89 	 15.925 	
99.6275 	 5.55625 	 10.6488 	
98.07 	 15.26 	 23.975 	
95.235 	 24.57 	 20.2038 	
83.3963 	 29.54 	 0.27125 	
79.17 	 31.0275 	 -1.79375 	
70.455 	 30.7475 	 4.06 	
76.5713 	 22.8288 	 4.3575 	
86.0913 	 10.57 	 -8.75 	
83.3875 	 8.61 	 -19.2325 	
96.0925 	 22.3125 	 -22.7413 	
84.1838 	 40.4163 	 -24.8938 	
86.0038 	 35.84 	 -31.6313 	
67.3225 	 23.6775 	 -25.2613 	
100.074 	 24.7013 	 -27.5975 	
90.7813 	 36.61 	 -24.0888 	
92.7063 	 40.46 	 -24.8325 	
88.06 	 40.7663 	 -21.77 	
81.2613 	 25.76 	 -1.9075 	
57.575 	 5.46 	 10.8063 	
45.2638 	 -6.4575 	 3.2375 	
56.525 	 14.0875 	 14.2975 	
31.5963 	 23.0213 	 30.1 	
19.2588 	 -4.10375 	 29.1638 	
8.89875 	 -26.53 	 21.35 	
12.4863 	 -20.825 	 21.84 	
8.0675 	 1.0675 	 22.33 	
2.555 	 7.875 	 23.1175 	
-4.68125 	 4.10375 	 24.1325 	
-13.1338 	 -2.42375 	 33.5825 	
-20.3875 	 -16.59 	 25.6375 	
-6.0725 	 -20.9913 	 17.5175 	
2.695 	 -2.24875 	 6.50125 	
2.51125 	 10.9638 	 0.84875 	
-1.74125 	 10.1763 	 2.37125 	
-10.3863 	 -0.5425 	 3.01 	
-19.8975 	 -16.7475 	 -1.4175 	
-15.2775 	 -19.1363 	 0.09625 	
-8.6975 	 -10.5613 	 2.33625 	
