A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	LABEL_0
-970	2040	2647	-236.73431	497.80753	645.8147	12
-2305	3449	4360	-562.36066	841.6536	1063.7393	12
-1702	1022	2134	-415.40863	249.45357	520.8015	12
792	2557	4184	193.25302	623.85834	1020.80804	12
-2807	3000	2906	-684.8155	731.89465	709.1353	12
-1342	1345	2101	-327.457	328.10004	512.595	12
-743	2621	3435	-181.1914	639.53625	838.18384	12
99	2793	3515	24.203289	681.4988	857.6879	12
-2228	2224	2770	-543.7011	542.75934	675.97906	12
-568	1807	3262	-138.6853	440.9917	795.92523	12
-1216	2869	3554	-296.6471	699.9975	867.2356	12
-2065	1803	2430	-503.9427	439.81787	592.91284	12
-2523	2328	3344	-615.5324	567.9301	815.9321	12
1163	1476	3126	283.8692	360.2468	762.7248	12
-2559	3735	4188	-624.35315	911.3791	1021.80304	12
-2963	454	1996	-723.05743	110.678535	486.9546	12
328	2848	3816	80.084435	695.0014	931.1851	12
-577	2318	3062	-140.70851	565.6028	747.1322	12
-2871	2535	2926	-700.59186	618.6053	713.93365	12
-2237	443	1780	-545.8975	108.03784	434.31946	12
245	2552	4239	59.69836	622.6202	1034.2827	12
-1999	3218	3209	-487.64117	785.1043	783.0416	12
-1539	1771	3316	-375.40155	432.00836	809.16785	12
173	2578	3554	42.142582	629.0149	867.2244	12
-1384	3085	3725	-337.663	752.84174	909.0185	12
-2463	1535	2337	-601.0325	374.55768	570.1372	12
-162	1548	3246	-39.511307	377.62933	791.9694	12
-504	2791	3735	-122.87446	681.1067	911.2737	12
-2128	2748	2511	-519.13947	670.576	612.8008	12
-251	843	2913	-61.135536	205.59152	710.7049	12
-526	4304	4186	-128.36594	1050.1172	1021.4616	12
-2744	1512	2761	-669.5114	368.8831	673.71716	12
-86	1783	3678	-21.016193	435.09814	897.50024	12
-1092	3333	3600	-266.48328	813.36127	878.43134	12
-1635	2040	2801	-398.86887	497.81152	683.4223	12
-1552	2129	2945	-378.5951	519.39355	718.61084	12
-1539	2578	3885	-375.4294	629.06946	947.83655	12
-1131	1646	2505	-275.9338	401.61133	611.1683	12
602	2552	3339	146.77075	622.646	814.6692	12
-2454	2465	3314	-598.77844	601.4421	808.70087	12
-324	1091	2743	-79.07436	266.31342	669.36664	12
-3056	3240	3659	-745.7776	790.45154	892.74744	12
-79	435	2479	-19.198687	106.24643	604.9581	12
-1487	3967	3891	-362.87317	967.96375	949.38654	12
-1508	965	2200	-367.9595	235.4154	536.8712	12
-1124	3382	4035	-274.3518	825.09644	984.42975	12
-2091	1419	2554	-510.1639	346.34705	623.12524	12
-271	1850	3279	-66.00958	451.3799	800.18054	12
-1427	2980	3052	-348.09546	727.097	744.6302	12
-1055	1266	2918	-257.3661	308.80112	712.0518	12
-1020	2758	3568	-248.9928	673.02466	870.47894	12
-1014	2475	3010	-247.33441	603.961	734.35065	12
-1391	2247	3751	-339.31747	548.17267	915.172	12
-1557	2142	3511	-379.86127	522.7146	856.6461	12
-891	2385	3368	-217.42296	581.82184	821.859	12
-1070	1809	2846	-261.01294	441.4235	694.5248	12
-1544	2177	3106	-376.7117	531.2317	757.76447	12
-1767	2365	2974	-431.25342	576.9534	725.5714	12
-1451	2401	3263	-354.1148	585.7338	796.2457	12
-910	2392	3001	-221.92838	583.6465	732.275	12
-1101	547	3005	-268.63083	133.38966	733.1028	12
-3604	1661	4975	-879.34686	405.2947	1213.9905	12
-751	1223	3030	-183.23042	298.48492	739.38055	12
1	983	4473	0.18303287	239.84782	1091.3611	12
64	1548	3813	15.709629	377.789	930.326	12
-804	2447	3536	-196.24529	597.1203	862.8248	12
-1431	2505	4021	-349.1891	611.2158	981.0931	12
-1714	1187	3005	-418.12625	289.5561	733.09973	12
-751	2203	2889	-183.21335	537.4233	704.95404	12
38	1570	3697	9.294231	383.08914	902.07886	12
-163	4486	2840	-39.83299	1094.6666	692.8896	12
-1269	2314	2539	-309.56827	564.7019	619.4636	12
-104	2380	3206	-25.334248	580.675	782.3338	12
-2981	3533	3601	-727.48035	862.0894	878.64844	12
183	339	3512	44.586777	82.61099	856.8347	12
-143	2965	3614	-34.987232	723.47833	881.83777	12
-2544	2455	2921	-620.76105	599.0605	712.6406	12
-1057	1104	2396	-257.88718	269.3565	584.6148	12
-959	3236	4227	-233.99815	789.48883	1031.5079	12
-573	1604	3171	-139.80457	391.423	773.8412	12
-1501	2832	3790	-366.2947	690.9641	924.6694	12
-990	393	2638	-241.65707	95.846695	643.67554	12
1385	2578	3827	337.9656	629.1319	933.8082	12
-4737	2876	3305	-1155.7214	701.627	806.5271	12
532	-1077	2314	129.84785	-262.76068	564.69226	12
-1628	4813	5169	-397.2704	1174.4861	1261.2708	12
-1533	921	3243	-373.97955	224.79355	791.3217	12
-564	2113	3661	-137.73389	515.53345	893.40094	12
-1014	1919	2818	-247.4546	468.21982	687.6127	12
-275	2086	2859	-67.030235	508.90295	697.47833	12
-2868	1961	4048	-699.8741	478.56088	987.65314	12
-1057	1353	2135	-257.8322	330.02524	520.938	12
-190	3763	5023	-46.42627	918.29047	1225.729	12
-3138	1042	2837	-765.7033	254.25067	692.2674	12
977	1861	3600	238.39937	454.08508	878.36115	12
-2422	1793	2994	-590.9858	437.43964	730.5117	12
-562	1071	2496	-137.16011	261.2426	609.02527	12
-3891	741	4687	-949.28284	180.71747	1143.6047	12
-235	-1372	2965	-57.363293	-334.71994	723.34796	12
-523	1429	4526	-127.612885	348.75238	1104.4081	12
-1463	-535	2750	-357.0484	-130.62993	671.07666	12
-2747	1067	4310	-670.33215	260.43384	1051.6377	12
-1674	1577	3196	-408.46512	384.8632	779.8645	12
-2020	806	5336	-492.82785	196.77621	1301.9409	12
444	-206	3124	108.419556	-50.179497	762.33386	12
-575	2886	4938	-140.20459	704.09937	1204.8804	12
-2191	530	3675	-534.7131	129.36397	896.76306	12
-967	1179	3596	-235.92546	287.62668	877.4596	12
415	1121	3152	101.223114	273.6068	769.04535	12
-1573	2126	4570	-383.84018	518.74347	1114.9607	12
461	-13	1331	112.40938	-3.277487	324.84818	12
-2057	4041	5191	-501.9303	985.9129	1266.7189	12
-1564	-1235	1560	-381.69336	-301.26733	380.60727	12
-1109	1193	4508	-270.59128	291.1437	1100.0356	12
-1809	2046	1038	-441.47736	499.29175	253.15381	12
-11	2180	4874	-2.6636903	531.83936	1189.2017	12
-4018	518	4297	-980.32477	126.28452	1048.4442	12
1783	123	2688	435.07928	29.93366	655.75275	12
-1731	4915	4945	-422.46613	1199.3042	1206.7012	12
-663	1066	1546	-161.75996	260.0036	377.15515	12
-1744	3115	5286	-425.5065	759.9466	1289.7462	12
-1358	889	1640	-331.31268	217.01036	400.1306	12
-1344	4425	5270	-328.00238	1079.7944	1285.8489	12
-53	1760	1442	-12.982991	429.55453	351.86017	12
-219	2641	4699	-53.431538	644.3852	1146.6515	12
-1384	727	2414	-337.64755	177.35349	588.9072	12
-1301	2127	3784	-317.4754	518.9907	923.2177	12
-1124	2236	2630	-274.22742	545.64545	641.60535	12
-505	3076	4130	-123.171104	750.47284	1007.59845	12
-1166	2346	3414	-284.43655	572.3109	832.92725	12
