A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	LABEL_0
-1429	1084	2439	-348.60852	264.54938	595.20123	12
-413	1747	3324	-100.7437	426.16656	810.9787	12
-1141	2655	3189	-278.40375	647.8642	778.09174	12
-1544	1682	3062	-376.68695	410.49887	747.11426	12
-2056	2051	2954	-501.59134	500.39398	720.8514	12
-440	2100	2825	-107.48097	512.48035	689.21106	12
-1533	3304	4164	-373.94302	806.1251	1016.09796	12
-1340	1102	3412	-326.861	268.98325	832.46674	12
-745	2432	3689	-181.69057	593.3268	900.2106	12
-979	2557	2767	-238.75774	623.9008	675.20557	12
-1546	1997	3125	-377.15262	487.1544	762.45264	12
-1371	1564	2342	-334.53354	381.52023	571.5468	12
-713	2022	3494	-173.86928	493.3571	852.6476	12
-1915	2433	3280	-467.2204	593.68353	800.4344	12
-1337	1489	3625	-326.16263	363.27277	884.4594	12
-1364	2026	3384	-332.79562	494.35394	825.8013	12
-1002	2539	3705	-244.56549	619.4644	903.9597	12
-1873	1649	2516	-457.113	402.29306	614.0178	12
-425	1288	2741	-103.64702	314.33725	668.7229	12
-2340	2708	3349	-571.0717	660.6937	817.09424	12
-704	1616	2691	-171.71213	394.39224	656.6704	12
-1689	2575	3285	-412.03052	628.36127	801.64557	12
-723	1971	3254	-176.4429	480.99896	793.89	12
-1387	3287	4450	-338.44153	802.01324	1085.8049	12
-709	1545	2559	-172.97394	376.9504	624.30133	12
33	2004	3924	7.9357376	488.9019	957.3454	12
-2082	3573	3600	-507.9713	871.7529	878.3921	12
151	817	2438	36.87364	199.45192	594.8459	12
-342	2864	3739	-83.52115	698.92267	912.35034	12
-1116	2691	3155	-272.1893	656.60126	769.7996	12
-813	1487	3143	-198.28178	362.89972	766.9602	12
-1004	2055	3072	-244.88606	501.5082	749.50433	12
-438	2432	3327	-106.93818	593.491	811.8745	12
-1649	3421	3798	-402.45294	834.7223	926.7328	12
-952	1096	3309	-232.25406	267.4598	807.3106	12
-220	2099	4099	-53.643112	512.2757	1000.1075	12
-1248	2815	3848	-304.60223	686.7658	938.9391	12
-1665	1390	2788	-406.2224	339.28027	680.35913	12
-1087	1737	3160	-265.13818	423.9467	771.10767	12
-719	1855	2641	-175.43219	452.51318	644.3589	12
-1365	3144	2989	-333.14545	767.02	729.3178	12
-1711	1921	2913	-417.53735	468.64282	710.81665	12
-1460	2470	3847	-356.1247	602.5819	938.57227	12
-1345	1759	3156	-328.0826	429.22913	770.14435	12
-463	2973	3247	-112.96675	725.3823	792.18677	12
-1082	2517	2807	-263.98325	614.0405	684.8395	12
-595	1921	2971	-145.26427	468.7417	724.9105	12
-3027	3114	3222	-738.50433	759.803	786.19226	12
-424	270	2108	-103.354126	65.94726	514.3438	12
-848	3496	3808	-207.0294	853.10443	929.1338	12
-1432	2594	3666	-349.4074	633.01013	894.4399	12
-1492	1515	2833	-364.08517	369.76968	691.1408	12
267	1670	2589	65.06524	407.58243	631.8344	12
-2929	4381	4343	-714.6821	1068.9323	1059.7708	12
-1250	-74	1822	-304.9849	-17.94524	444.5262	12
-40	3124	4089	-9.835759	762.3724	997.7303	12
-1703	2875	3012	-415.57767	701.57556	734.81995	12
-1236	1505	3159	-301.58612	367.1246	770.76227	12
-2266	1820	2528	-552.9113	443.96716	616.9396	12
415	1874	2613	101.2223	457.23203	637.603	12
-1253	4105	3919	-305.7741	1001.55194	956.1837	12
-2172	1714	2722	-529.8594	418.12762	664.1209	12
1023	1245	3227	249.71301	303.7738	787.4571	12
-1481	4707	4470	-361.32413	1148.5676	1090.7479	12
-1031	1262	2271	-251.52434	308.03464	554.08124	12
491	2074	3560	119.88963	505.95514	868.7218	12
-707	3359	3197	-172.42056	819.5892	780.1387	12
-1787	2697	3812	-436.06076	658.02313	930.1079	12
-1794	1507	2420	-437.7686	367.60318	590.5041	12
834	1601	3751	203.46957	390.564	915.18835	12
-1474	4169	3921	-359.6773	1017.27216	956.6076	12
-1484	1091	2504	-362.21143	266.1844	610.87103	12
-823	1636	2892	-200.83385	399.29648	705.6331	12
-646	2267	3475	-157.66766	553.2168	847.8539	12
-2987	3248	3417	-728.743	792.5699	833.6956	12
238	379	2336	57.99733	92.489204	570.07513	12
-354	4051	4949	-86.32745	988.34314	1207.5981	12
-1994	1957	3376	-486.53323	477.51575	823.69763	12
-1312	853	2783	-320.13702	208.2324	679.1696	12
-658	2192	3340	-160.63174	534.9373	815.0529	12
-847	3593	3710	-206.74368	876.7477	905.32306	12
-2200	1460	2685	-536.7698	356.3082	655.2199	12
300	1491	2666	73.14641	363.7289	650.3833	12
-1909	3494	4807	-465.67834	852.4335	1172.9526	12
-1012	483	2340	-246.98428	117.76459	570.99976	12
-1261	2337	2847	-307.747	570.10864	694.7523	12
-660	2065	3455	-160.99629	503.92642	842.9889	12
-1251	1431	3921	-305.3213	349.24185	956.81586	12
-1265	1336	2681	-308.7548	326.10266	654.2657	12
-1329	2925	4466	-324.2638	713.7527	1089.7162	12
-1288	826	2613	-314.24506	201.51537	637.52844	12
-575	1732	3667	-140.18748	422.6893	894.73895	12
-2160	1894	3474	-526.95135	462.065	847.61096	12
-488	1864	3311	-118.993675	454.91125	807.9494	12
-1907	1057	3617	-465.35468	257.97983	882.64575	12
-895	1684	3044	-218.33524	410.88046	742.6245	12
-982	1902	3648	-239.52948	464.0024	890.0487	12
-858	2115	3847	-209.40718	515.9734	938.63446	12
-1574	1639	3096	-384.10632	399.86932	755.5209	12
-582	1791	3220	-141.9865	436.9544	785.7109	12
-1526	1864	4055	-372.29184	454.77844	989.44434	12
1141	2183	3560	278.48242	532.7394	868.71484	12
-2487	1465	5004	-606.7533	357.53482	1220.9127	12
-1462	1513	1712	-356.65598	369.17703	417.68475	12
-1116	2642	4616	-272.36282	644.6441	1126.2856	12
-531	1034	2936	-129.54707	252.30449	716.44916	12
109	2724	3775	26.499556	664.6965	921.10077	12
-2668	2398	2728	-650.948	585.0325	665.61884	12
-248	720	2425	-60.549908	175.60068	591.58124	12
-900	3489	4009	-219.54465	851.25696	978.2381	12
-603	1095	3444	-147.18253	267.19968	840.2773	12
-2250	3904	4788	-549.02576	952.47107	1168.1576	12
-2743	782	3052	-669.3146	190.87025	744.7242	12
1580	1349	2351	385.39905	329.18872	573.52985	12
-2079	5224	4439	-507.24338	1274.7538	1083.1277	12
-230	364	2032	-56.16697	88.78584	495.84375	12
-386	2409	3969	-94.2522	587.7072	968.5091	12
-2900	3141	3238	-707.57983	766.45996	790.0061	12
-749	807	2345	-182.67613	196.96657	572.28754	12
-659	2509	3274	-160.89691	612.1947	798.7722	12
54	2469	3626	13.24263	602.4722	884.7009	12
-1618	2999	3766	-394.69922	731.82446	918.9158	12
-1953	1014	2599	-476.50095	247.48918	634.25244	12
609	1912	3214	148.53207	466.56677	784.1096	12
-1674	4006	3935	-408.4105	977.54694	960.1569	12
-642	797	2522	-156.66554	194.36241	615.32446	12
-413	2006	3579	-100.728874	489.41693	873.39453	12
-1543	2478	2764	-376.3774	604.62	674.3121	12
-1418	1483	3117	-346.01416	361.90457	760.63776	12
-1728	2228	3269	-421.6895	543.6897	797.7045	12
-438	2155	3309	-106.8121	525.70013	807.466	12
-1390	2826	3465	-339.23422	689.4233	845.5525	12
-1623	1522	2990	-396.04736	371.24612	729.66833	12
-400	2383	3164	-97.65888	581.4692	772.0246	12
-1445	2975	3611	-352.69016	725.86255	881.20264	12
-1874	2168	2633	-457.1414	529.0278	642.3799	12
4	1358	2564	0.86345714	331.30487	625.6812	12
-1318	3407	3632	-321.6414	831.356	886.24457	12
-388	1611	2786	-94.76068	392.99225	679.6817	12
-1333	3134	3881	-325.21967	764.68854	946.89526	12
-172	1727	2618	-41.97607	421.34805	638.8793	12
-531	3364	4194	-129.58539	820.9345	1023.22186	12
-1237	2465	3009	-301.81375	601.36676	734.30676	12
-127	2182	3479	-31.007202	532.40643	848.8729	12
-462	2829	2929	-112.75884	690.3778	714.5584	12
-383	2623	3460	-93.36656	640.1012	844.275	12
-1694	3078	3470	-413.34076	751.00854	846.64526	12
-355	1924	2884	-86.53225	469.39734	703.64655	12
501	2060	2770	122.247154	502.54822	675.77966	12
-399	3150	3361	-97.41529	768.6848	820.0942	12
-1354	2800	2955	-330.40347	683.0902	720.97943	12
-1708	2474	4113	-416.74173	603.59247	1003.53326	12
-2425	2176	2620	-591.7214	530.87445	639.2639	12
1369	968	2574	333.96585	236.08212	628.0272	12
-1253	4599	4410	-305.75327	1122.2295	1076.0575	12
-897	1238	2712	-218.98875	302.0124	661.6666	12
-1530	1443	3230	-373.40622	352.09705	788.1602	12
-678	1831	2652	-165.53094	446.80466	647.07886	12
-1487	3292	3728	-362.82248	803.171	909.54065	12
-391	1525	3287	-95.33674	372.05957	802.10284	12
-2697	2937	3943	-658.10126	716.63293	962.1862	12
480	865	1476	117.13199	210.94339	360.0561	12
-2333	4226	4044	-569.3314	1031.2286	986.6941	12
151	868	2294	36.817978	211.76527	559.7057	12
-945	3611	4212	-230.57724	881.0595	1027.7366	12
-2132	1231	2444	-520.1203	300.39938	596.33307	12
225	1930	3511	54.98634	470.9686	856.7136	12
-1819	2682	3225	-443.75003	654.4818	786.9153	12
-717	2230	3466	-175.049	544.0693	845.76984	12
-1049	1949	3088	-255.90666	475.62485	753.5773	12
-600	2794	3748	-146.32182	681.78864	914.4505	12
-2812	3535	4138	-686.0881	862.4781	1009.7111	12
600	111	1403	146.2854	27.09663	342.34305	12
-70	3899	4497	-17.112238	951.35144	1097.1982	12
-2765	3127	3338	-674.7525	762.955	814.3748	12
-1693	516	2123	-413.15524	125.817566	517.9487	12
-4	1947	2587	-0.9096501	474.98734	631.1528	12
-862	3772	4043	-210.2184	920.3019	986.4174	12
-1534	2043	2610	-374.27744	498.5199	636.8641	12
-350	1512	3489	-85.28965	368.9892	851.3707	12
-1096	3085	3690	-267.5394	752.6965	900.4183	12
-1717	2359	2837	-419.0459	575.7066	692.32404	12
-1147	2009	2711	-279.874	490.19922	661.5783	12
1406	1487	3022	343.18256	362.7061	737.26605	12
-2174	4672	4344	-530.5715	1140.016	1059.945	12
-1472	1392	2366	-359.267	339.6662	577.197	12
-109	1543	2531	-26.690268	376.43454	617.487	12
1123	2337	3742	273.98502	570.23114	913.0591	12
-2427	4204	3938	-592.1831	1025.814	960.8539	12
-193	408	1633	-47.03602	99.51538	398.36642	12
127	3542	4434	30.977388	864.1465	1081.9342	12
-1038	3099	3348	-253.16425	756.2322	816.90985	12
-1789	2552	2866	-436.52374	622.72003	699.2775	12
1778	1256	3020	433.89035	306.3774	736.97205	12
-2435	5551	4651	-594.0637	1354.4464	1134.7977	12
-609	-250	1302	-148.60254	-61.100704	317.6062	12
-1453	3372	4596	-354.55936	822.7838	1121.4038	12
-101	1385	2334	-24.647657	338.0106	569.4268	12
-1716	3462	4163	-418.64594	844.8386	1015.84705	12
-387	385	1419	-94.38323	93.897545	346.3221	12
-730	3678	4734	-178.06499	897.5271	1155.0056	12
-2652	2161	2049	-647.1564	527.34186	499.98822	12
31	931	3519	7.5886645	227.1668	858.6351	12
-1622	2863	3828	-395.70334	698.62555	934.1519	12
-1492	1850	3160	-363.9559	451.38745	770.981	12
-1211	1769	2407	-295.49637	431.6536	587.2706	12
-760	3008	4065	-185.4752	733.8448	991.92395	12
-1871	2226	2615	-456.53732	543.1495	638.04474	12
176	1473	3106	42.916756	359.53082	757.87115	12
-2152	3141	3536	-525.1488	766.5196	862.6682	12
-228	1662	2571	-55.7186	405.4217	627.2471	12
-1800	2973	3829	-439.3105	725.4544	934.2623	12
-691	1161	3040	-168.56816	283.27313	741.8207	12
-1585	3260	4077	-386.83154	795.4834	994.73596	12
-845	1967	2560	-206.19589	480.0632	624.702	12
-445	3062	3819	-108.505226	747.1796	931.80566	12
-1781	1940	3283	-434.5032	473.37747	801.16925	12
-965	1984	2745	-235.40604	483.9996	669.811	12
-1139	2531	3658	-277.79572	617.5716	892.4467	12
-1315	1750	2535	-320.9739	426.93234	618.6328	12
-1781	2479	3346	-434.47647	604.85596	816.40955	12
-1350	1924	2416	-329.42538	469.34137	589.6147	12
-1406	2039	3537	-343.08347	497.4724	862.9839	12
-994	2007	3130	-242.4155	489.65417	763.6594	12
-1464	2816	4162	-357.27042	687.1062	1015.4736	12
-1263	1962	2507	-308.0912	478.63422	611.66425	12
-148	2878	3472	-36.033535	702.1945	847.23254	12
-1178	3205	3428	-287.36758	782.1312	836.3638	12
-934	2305	3248	-227.7831	562.51306	792.497	12
-341	2092	2633	-83.240555	510.44397	642.48627	12
229	2286	3484	55.78468	557.85376	850.17554	12
-2563	4463	3674	-625.3672	1088.9259	896.4023	12
220	899	1720	53.59638	219.23505	419.66452	12
284	3083	4189	69.41797	752.20154	1022.0335	12
-763	3054	2205	-186.13101	745.1919	537.94965	12
-68	1893	3412	-16.60174	461.896	832.5426	12
-3280	4388	4322	-800.39844	1070.631	1054.4861	12
466	-61	1649	113.77303	-14.91542	402.29578	12
249	3627	4559	60.795265	885.07825	1112.4872	12
-803	2267	2347	-195.86693	553.22876	572.687	12
-124	2447	3263	-30.250181	597.1291	796.1885	12
-2575	2059	2647	-628.2053	502.33472	645.7919	12
-728	1745	2965	-177.58086	425.76486	723.3409	12
32	2875	3678	7.7969465	701.5413	897.3338	12
-1504	2910	3704	-366.98172	709.9183	903.882	12
113	1003	2940	27.500229	244.73994	717.2512	12
-2963	2988	4326	-722.94434	729.1526	1055.4492	12
-1916	866	1208	-467.52	211.37398	294.8507	12
1081	3119	4609	263.65018	761.14355	1124.6517	12
-1583	1705	2939	-386.13214	415.99005	717.23126	12
-996	1742	3749	-243.00478	425.0509	914.8054	12
-2814	1721	1693	-686.6187	419.94626	413.0107	12
1565	1081	2926	381.88513	263.82596	713.8249	12
-3665	5109	4887	-894.3528	1246.6968	1192.3245	12
-541	-650	1279	-132.02559	-158.55205	312.03006	12
182	4288	4825	44.526627	1046.2177	1177.4087	12
-2998	2637	3977	-731.62726	643.3353	970.3468	12
631	538	2165	154.08444	131.17152	528.18787	12
-1133	3747	4223	-276.49765	914.14746	1030.3485	12
-1808	1421	2273	-441.0753	346.8039	554.67065	12
468	1681	3011	114.24384	410.08167	734.7421	12
-3718	2891	3411	-907.2085	705.4206	832.1983	12
1188	856	2923	289.90277	208.82831	713.12933	12
-4201	4327	4509	-1025.0005	1055.7065	1100.2821	12
-455	-60	2060	-110.971115	-14.681718	502.7089	12
-193	4135	4374	-47.04121	1008.8462	1067.3099	12
-913	1376	2162	-222.82137	335.69177	527.4624	12
-1762	3400	4361	-429.82718	829.6032	1064.0056	12
-2006	1606	1710	-489.50662	391.97202	417.3015	12
-745	1672	3223	-181.84607	408.08325	786.4374	12
-577	2474	2877	-140.76553	603.6161	701.9311	12
-739	2631	3257	-180.2189	642.072	794.6217	12
-1830	2861	3608	-446.50342	698.03143	880.23334	12
-761	2045	3035	-185.74127	498.90616	740.51184	12
-393	2225	3294	-95.84301	542.8761	803.8339	12
-1175	2829	3347	-286.7024	690.3487	816.69507	12
-93	2015	2737	-22.781464	491.68307	667.8892	12
-755	3021	3045	-184.24863	737.0092	742.92926	12
-277	1835	2246	-67.670044	447.75174	548.0691	12
26	2670	3017	6.2637334	651.56726	736.20166	12
-3051	4376	4396	-744.4876	1067.8608	1072.724	12
228	591	2392	55.649292	144.23537	583.6429	12
-74	3344	3662	-18.030775	816.0475	893.6086	12
-669	2479	3010	-163.22841	604.9566	734.3459	12
-1469	2909	3159	-358.4829	709.7321	770.77985	12
-365	1628	2285	-88.983116	397.15756	557.5903	12
-1038	2982	4212	-253.22198	727.7227	1027.7528	12
-3430	2810	2874	-836.9176	685.53455	701.2429	12
2010	-291	2339	490.31924	-70.98743	570.6827	12
-727	5365	4923	-177.44762	1308.9875	1201.2854	12
-2862	1639	1701	-698.4239	399.93552	414.97412	12
-1456	2161	3852	-355.27005	527.36584	939.8499	12
-581	2363	3601	-141.79117	576.613	878.7034	12
6	2740	4046	1.5716861	668.495	987.2208	12
-2253	2537	2702	-549.6555	619.0462	659.3688	12
247	1223	2475	60.252804	298.3847	603.8606	12
-1792	3742	3406	-437.17804	913.0255	831.1633	12
-2654	1169	2553	-647.6027	285.27216	622.9367	12
571	2569	3656	139.26389	626.89154	891.97455	12
-580	3543	3909	-141.58177	864.5467	953.8387	12
-1473	1668	2843	-359.4746	407.07898	693.6956	12
-57	2286	2770	-13.866364	557.9033	675.9656	12
-2818	2546	3647	-687.56635	621.2805	889.77057	12
-253	1255	2965	-61.73923	306.2239	723.39453	12
-930	3065	3747	-226.93066	747.8409	914.33453	12
-1138	1468	3230	-277.77994	358.1051	788.1055	12
349	2129	2513	85.12253	519.52344	613.095	12
-1937	2719	3874	-472.53864	663.3322	945.17914	12
-2192	987	2692	-534.84143	240.74095	656.94354	12
-1136	2682	3746	-277.22852	654.2936	913.94525	12
-2224	1613	2943	-542.6172	393.5858	718.18976	12
2591	1981	3522	632.2013	483.31454	859.44855	12
-4401	3131	3378	-1073.79	764.02527	824.12415	12
66	-21	2498	16.000828	-5.0390673	609.49036	12
-4858	3786	4038	-1185.4298	923.719	985.2425	12
2699	-1521	583	658.56104	-371.19473	142.34766	12
-1059	6121	6142	-258.35013	1493.641	1498.6414	12
-2542	640	1157	-620.3409	156.20204	282.3149	12
-625	2699	4575	-152.42845	658.5574	1116.3665	12
-1018	713	1775	-248.29591	174.00693	433.10568	12
16	3534	5526	3.8106894	862.17706	1348.3677	12
-2725	2495	2119	-664.96796	608.70715	516.99	12
1844	943	3988	449.82764	230.09363	973.0157	12
-2486	3849	2869	-606.55554	939.0766	700.0644	12
336	1123	2898	82.10248	273.93323	707.2051	12
-1136	3816	3676	-277.26175	931.10077	897.00226	12
-781	1762	3569	-190.6725	429.8934	870.881	12
-2248	2913	3267	-548.4696	710.6677	797.23303	12
1447	606	2670	353.11603	147.97162	651.4904	12
145	4151	4052	35.413746	1012.73706	988.80786	12
-2683	2590	2637	-654.6126	631.8475	643.3142	12
-1901	1051	2965	-463.8958	256.413	723.46674	12
665	2596	3856	162.30246	633.41907	940.866	12
