accX[g],accY[g],accZ[g]
0.987,0.181,-0.01
0.988,0.18,-0.01
0.988,0.181,-0.009
0.987,0.18,-0.009
0.987,0.181,-0.009
0.988,0.181,-0.009
0.988,0.18,-0.009
0.988,0.18,-0.009
0.988,0.18,-0.009
0.987,0.18,-0.01
0.987,0.18,-0.01
0.988,0.18,-0.009
0.989,0.181,-0.01
0.987,0.181,-0.009
0.989,0.18,-0.009
0.988,0.18,-0.009
0.989,0.18,-0.01
0.988,0.18,-0.009
0.986,0.18,-0.01
0.99,0.181,-0.009
0.988,0.181,-0.009
0.988,0.181,-0.009
0.988,0.181,-0.008
0.988,0.18,-0.009
0.988,0.18,-0.009
0.988,0.181,-0.009
0.988,0.18,-0.009
0.987,0.18,-0.01
0.989,0.18,-0.01
0.987,0.181,-0.01
0.986,0.182,-0.009
0.987,0.181,-0.009
0.988,0.181,-0.01
0.987,0.181,-0.01
0.989,0.18,-0.01
0.987,0.182,-0.009
0.988,0.181,-0.01
0.988,0.181,-0.009
0.987,0.181,-0.01
0.987,0.18,-0.01
0.988,0.18,-0.009
0.988,0.18,-0.01
0.987,0.179,-0.01
0.988,0.18,-0.01
0.987,0.18,-0.01
0.987,0.18,-0.01
0.988,0.181,-0.01
0.988,0.181,-0.009
0.988,0.18,-0.01
0.988,0.181,-0.01
0.987,0.181,-0.01
0.988,0.181,-0.009
0.987,0.181,-0.01
0.987,0.18,-0.01
0.987,0.181,-0.01
0.987,0.181,-0.009
0.989,0.18,-0.01
0.988,0.181,-0.01
0.987,0.181,-0.009
0.988,0.18,-0.009
0.987,0.181,-0.01
0.988,0.181,-0.009
0.989,0.18,-0.01
0.988,0.18,-0.01
0.988,0.181,-0.01
0.988,0.181,-0.01
0.987,0.18,-0.01
0.988,0.18,-0.01
0.988,0.18,-0.009
0.988,0.179,-0.01
0.988,0.18,-0.009
0.989,0.18,-0.009
0.989,0.181,-0.01
0.988,0.181,-0.01
0.987,0.181,-0.01
0.989,0.18,-0.009
0.988,0.181,-0.009
0.988,0.18,-0.01
0.988,0.18,-0.009
0.987,0.181,-0.009
0.988,0.18,-0.009
0.987,0.18,-0.01
0.989,0.181,-0.009
0.988,0.181,-0.01
0.988,0.18,-0.009
0.988,0.182,-0.009
0.988,0.18,-0.009
0.988,0.181,-0.009
0.988,0.18,-0.009
0.988,0.18,-0.009
0.988,0.18,-0.009
0.988,0.181,-0.01
0.989,0.18,-0.008
0.988,0.179,-0.009
0.987,0.18,-0.01
0.987,0.181,-0.009
0.987,0.181,-0.01
0.987,0.18,-0.009
0.988,0.181,-0.01
0.988,0.181,-0.01
0.987,0.18,-0.01
0.989,0.182,-0.01
0.988,0.18,-0.01
0.988,0.182,-0.009
0.987,0.181,-0.01
0.99,0.18,-0.009
0.986,0.18,-0.01
0.988,0.18,-0.01
0.987,0.181,-0.01
0.989,0.182,-0.01
0.988,0.181,-0.01
0.988,0.18,-0.01
0.987,0.179,-0.01
0.988,0.18,-0.009
0.988,0.18,-0.009
0.989,0.181,-0.009
0.988,0.18,-0.009
0.987,0.181,-0.009
0.988,0.181,-0.01
0.988,0.181,-0.008
0.988,0.182,-0.01
0.987,0.18,-0.01
0.987,0.181,-0.01
0.987,0.18,-0.009
0.987,0.181,-0.009
0.988,0.18,-0.01
0.988,0.18,-0.009
0.988,0.18,-0.01
0.986,0.18,-0.01
0.987,0.18,-0.009
0.987,0.18,-0.01
0.987,0.181,-0.009
0.987,0.18,-0.01
0.988,0.18,-0.009
0.987,0.18,-0.01
0.987,0.18,-0.01
0.988,0.18,-0.01
0.988,0.181,-0.009
0.988,0.181,-0.01
0.987,0.18,-0.009
0.987,0.18,-0.01
0.988,0.18,-0.009
0.988,0.181,-0.011
0.988,0.18,-0.009
0.988,0.181,-0.01
0.989,0.181,-0.01
0.988,0.18,-0.01
0.987,0.181,-0.01
0.988,0.181,-0.01
0.988,0.181,-0.01
0.987,0.18,-0.01
0.988,0.181,-0.009
0.988,0.18,-0.009
0.988,0.181,-0.009
0.987,0.18,-0.009
0.988,0.181,-0.009
0.988,0.18,-0.01
0.988,0.181,-0.01
0.988,0.18,-0.01
0.987,0.181,-0.009
0.988,0.18,-0.01
0.987,0.181,-0.01
0.987,0.18,-0.01
0.988,0.18,-0.01
0.987,0.18,-0.009
0.988,0.181,-0.01
0.987,0.181,-0.01
0.987,0.18,-0.01
0.986,0.18,-0.009
0.988,0.18,-0.009
0.988,0.18,-0.01
0.987,0.179,-0.009
0.989,0.181,-0.01
0.987,0.181,-0.01
0.988,0.18,-0.009
0.989,0.181,-0.009
0.988,0.18,-0.008
0.988,0.18,-0.009
0.988,0.18,-0.01
0.988,0.18,-0.01
0.987,0.18,-0.01
0.988,0.18,-0.009
0.988,0.18,-0.01
0.987,0.18,-0.01
0.988,0.179,-0.01
0.987,0.18,-0.01
0.988,0.18,-0.01
0.987,0.18,-0.009
0.989,0.18,-0.01
0.987,0.18,-0.01
0.987,0.182,-0.01
0.988,0.18,-0.01
0.988,0.18,-0.009
0.988,0.181,-0.01
0.988,0.18,-0.01
0.987,0.18,-0.01
0.988,0.181,-0.01
0.988,0.181,-0.009
0.988,0.181,-0.01
0.988,0.18,-0.009
0.988,0.181,-0.01
0.988,0.181,-0.009
0.989,0.181,-0.01
0.987,0.18,-0.01
0.987,0.181,-0.01
0.987,0.18,-0.01
0.987,0.18,-0.01
0.988,0.18,-0.009
0.988,0.18,-0.009
0.987,0.18,-0.01
0.988,0.18,-0.009
0.988,0.18,-0.01
0.988,0.181,-0.01
0.988,0.181,-0.009
0.988,0.181,-0.01
0.988,0.18,-0.009
0.987,0.181,-0.01
0.988,0.181,-0.01
0.988,0.181,-0.009
0.988,0.18,-0.01
0.986,0.181,-0.01
0.987,0.18,-0.01
0.987,0.18,-0.01
0.987,0.18,-0.01
0.987,0.18,-0.009
0.988,0.18,-0.01
0.988,0.181,-0.01
0.987,0.18,-0.01
0.988,0.18,-0.01
0.989,0.18,-0.01
0.989,0.181,-0.009
0.988,0.18,-0.01
0.988,0.18,-0.01
0.988,0.181,-0.01
0.988,0.181,-0.009
0.988,0.182,-0.01
0.988,0.181,-0.01
0.987,0.18,-0.011
0.987,0.181,-0.01
0.986,0.181,-0.009
0.988,0.18,-0.009
0.989,0.18,-0.01
0.988,0.18,-0.009
0.988,0.181,-0.01
0.988,0.182,-0.009
0.988,0.181,-0.01
0.988,0.18,-0.01
0.987,0.18,-0.01
0.987,0.18,-0.01
0.987,0.181,-0.011
0.986,0.181,-0.01
0.985,0.179,-0.009
0.988,0.179,-0.01
0.989,0.18,-0.01
0.989,0.182,-0.01
0.989,0.18,-0.01
0.988,0.18,-0.01
0.987,0.179,-0.01
0.988,0.181,-0.01
0.988,0.181,-0.01
0.987,0.18,-0.009
0.989,0.181,-0.009
0.988,0.181,-0.01
0.988,0.181,-0.01
0.987,0.181,-0.01
0.987,0.18,-0.01
0.988,0.179,-0.01
0.988,0.181,-0.01
0.988,0.181,-0.01
0.987,0.181,-0.01
0.988,0.181,-0.01
0.987,0.18,-0.009
0.987,0.179,-0.01
0.987,0.18,-0.009
0.987,0.181,-0.01
0.988,0.18,-0.009
0.988,0.181,-0.009
0.987,0.18,-0.009
0.987,0.181,-0.01
0.988,0.181,-0.01
0.989,0.181,-0.011
0.988,0.18,-0.01
0.988,0.18,-0.01
0.987,0.18,-0.009
0.988,0.182,-0.01
0.988,0.18,-0.01
0.988,0.181,-0.01
0.988,0.18,-0.009
0.988,0.18,-0.01
0.988,0.18,-0.01
0.988,0.18,-0.009
0.988,0.181,-0.01
0.988,0.18,-0.01
0.988,0.18,-0.01
0.987,0.181,-0.01
0.988,0.179,-0.01
0.988,0.181,-0.01
0.987,0.181,-0.01
0.988,0.18,-0.009
0.988,0.18,-0.01
0.988,0.181,-0.01
0.988,0.18,-0.01
0.988,0.181,-0.011
0.988,0.18,-0.01
0.988,0.181,-0.01
0.988,0.181,-0.01
0.987,0.181,-0.01
0.987,0.18,-0.01
0.987,0.179,-0.01
0.988,0.181,-0.01
0.987,0.181,-0.011
0.988,0.181,-0.011
0.988,0.181,-0.01
0.988,0.181,-0.01
0.986,0.18,-0.01
0.988,0.181,-0.01
0.988,0.181,-0.01
0.988,0.181,-0.01
0.988,0.18,-0.01
0.987,0.18,-0.01
0.987,0.18,-0.01
0.988,0.18,-0.01
0.988,0.179,-0.01
0.987,0.18,-0.01
0.987,0.18,-0.009
0.988,0.18,-0.01
0.986,0.18,-0.009
0.988,0.181,-0.01
0.988,0.18,-0.009
0.988,0.18,-0.01
0.988,0.181,-0.01
0.989,0.181,-0.01
0.987,0.179,-0.01
0.987,0.172,-0.011
0.988,0.183,-0.01
0.988,0.178,-0.01
0.987,0.179,-0.011
0.987,0.179,-0.011
0.988,0.178,-0.01
0.988,0.178,-0.01
0.988,0.179,-0.01
0.988,0.178,-0.011
0.988,0.178,-0.01
0.987,0.178,-0.011
0.988,0.179,-0.011
0.989,0.18,-0.011
0.988,0.177,-0.011
0.988,0.179,-0.011
0.989,0.178,-0.011
0.988,0.178,-0.01
0.989,0.179,-0.01
0.988,0.179,-0.011
0.989,0.178,-0.01
0.988,0.178,-0.011
0.988,0.18,-0.011
0.989,0.179,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.011
0.988,0.179,-0.011
0.989,0.179,-0.01
0.988,0.18,-0.012
0.988,0.179,-0.01
0.988,0.177,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.01
0.988,0.178,-0.01
0.987,0.18,-0.01
0.989,0.177,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.011
0.987,0.179,-0.011
0.989,0.179,-0.01
0.988,0.179,-0.011
0.988,0.178,-0.01
0.989,0.178,-0.01
0.988,0.178,-0.01
0.988,0.179,-0.011
0.988,0.178,-0.01
0.988,0.178,-0.01
0.988,0.178,-0.011
0.989,0.179,-0.01
0.987,0.179,-0.011
0.988,0.178,-0.01
0.988,0.178,-0.011
0.988,0.177,-0.011
0.987,0.178,-0.01
0.988,0.179,-0.01
0.988,0.178,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.011
0.989,0.179,-0.01
0.988,0.178,-0.011
0.987,0.179,-0.011
0.987,0.178,-0.01
0.988,0.178,-0.011
0.989,0.178,-0.012
0.989,0.178,-0.01
0.989,0.179,-0.011
0.989,0.178,-0.01
0.988,0.179,-0.011
0.987,0.179,-0.011
0.988,0.177,-0.01
0.989,0.178,-0.01
0.988,0.179,-0.011
0.988,0.178,-0.01
0.988,0.179,-0.01
0.987,0.181,-0.01
0.988,0.179,-0.01
0.989,0.181,-0.011
0.99,0.181,-0.012
0.989,0.178,-0.01
0.988,0.177,-0.012
0.988,0.177,-0.01
0.988,0.178,-0.011
0.987,0.178,-0.011
0.988,0.179,-0.011
0.987,0.178,-0.011
0.988,0.179,-0.01
0.988,0.178,-0.01
0.989,0.179,-0.011
0.988,0.178,-0.011
0.989,0.178,-0.01
0.988,0.178,-0.01
0.988,0.178,-0.011
0.987,0.179,-0.01
0.988,0.179,-0.011
0.988,0.179,-0.011
0.988,0.178,-0.01
0.988,0.178,-0.01
0.988,0.178,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.01
0.987,0.179,-0.011
0.988,0.179,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.011
0.987,0.177,-0.011
0.988,0.178,-0.01
0.988,0.179,-0.011
0.988,0.179,-0.01
0.988,0.179,-0.011
0.988,0.178,-0.011
0.989,0.179,-0.01
0.989,0.178,-0.011
0.988,0.179,-0.01
0.988,0.178,-0.01
0.988,0.178,-0.011
0.989,0.179,-0.01
0.99,0.179,-0.011
0.988,0.179,-0.01
0.989,0.179,-0.011
0.988,0.178,-0.011
0.989,0.178,-0.011
0.989,0.178,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.01
0.988,0.178,-0.01
0.988,0.179,-0.011
0.989,0.179,-0.011
0.987,0.177,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.011
0.987,0.178,-0.011
0.988,0.178,-0.011
0.987,0.178,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.01
0.988,0.178,-0.01
0.988,0.179,-0.011
0.988,0.178,-0.01
0.988,0.178,-0.011
0.989,0.178,-0.01
0.987,0.178,-0.011
0.987,0.178,-0.011
0.988,0.179,-0.01
0.988,0.178,-0.011
0.988,0.178,-0.011
0.989,0.178,-0.011
0.989,0.177,-0.011
0.988,0.178,-0.011
0.988,0.179,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.01
0.989,0.177,-0.01
0.988,0.177,-0.01
0.988,0.178,-0.01
0.989,0.179,-0.011
0.988,0.177,-0.01
0.988,0.177,-0.011
0.988,0.175,-0.012
0.988,0.178,-0.011
0.988,0.176,-0.011
0.988,0.177,-0.011
0.989,0.177,-0.01
0.989,0.178,-0.011
0.99,0.178,-0.011
0.989,0.177,-0.01
0.988,0.176,-0.011
0.988,0.177,-0.012
0.989,0.177,-0.011
0.988,0.178,-0.011
0.989,0.177,-0.011
0.988,0.177,-0.012
0.989,0.177,-0.01
0.988,0.178,-0.011
0.988,0.177,-0.011
0.988,0.176,-0.011
0.989,0.177,-0.011
0.989,0.177,-0.011
0.988,0.178,-0.011
0.988,0.177,-0.011
0.989,0.178,-0.011
0.989,0.177,-0.01
0.987,0.177,-0.012
0.989,0.177,-0.011
0.989,0.177,-0.011
0.989,0.176,-0.011
0.989,0.178,-0.011
0.988,0.177,-0.011
0.989,0.178,-0.011
0.989,0.178,-0.011
0.988,0.177,-0.011
0.988,0.177,-0.011
0.988,0.178,-0.011
0.988,0.177,-0.011
0.989,0.178,-0.011
0.989,0.177,-0.012
0.988,0.177,-0.011
0.989,0.177,-0.012
0.989,0.178,-0.01
0.988,0.178,-0.011
0.989,0.177,-0.01
0.989,0.177,-0.012
0.988,0.178,-0.01
0.987,0.177,-0.011
0.988,0.177,-0.011
0.988,0.177,-0.011
0.988,0.178,-0.011
0.989,0.178,-0.011
0.989,0.177,-0.011
0.989,0.178,-0.01
0.988,0.177,-0.011
0.988,0.177,-0.01
0.987,0.177,-0.011
0.989,0.178,-0.011
0.989,0.177,-0.011
0.988,0.177,-0.012
0.988,0.177,-0.01
0.987,0.177,-0.011
0.988,0.178,-0.012
0.988,0.177,-0.01
0.988,0.177,-0.011
0.99,0.177,-0.01
0.99,0.179,-0.011
0.989,0.176,-0.01
0.988,0.177,-0.011
0.988,0.177,-0.011
0.987,0.178,-0.011
0.988,0.178,-0.011
0.989,0.178,-0.012
0.988,0.177,-0.01
0.988,0.177,-0.011
0.988,0.177,-0.011
0.989,0.177,-0.011
0.988,0.177,-0.011
0.988,0.177,-0.011
0.988,0.177,-0.011
0.987,0.177,-0.012
0.987,0.178,-0.011
0.989,0.177,-0.011
0.988,0.177,-0.012
0.988,0.177,-0.011
0.988,0.177,-0.011
0.989,0.177,-0.012
0.988,0.178,-0.01
0.988,0.178,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.011
0.988,0.177,-0.012
0.989,0.178,-0.012
0.99,0.177,-0.011
0.988,0.176,-0.012
0.988,0.177,-0.011
0.988,0.177,-0.012
0.988,0.176,-0.012
0.989,0.177,-0.011
0.989,0.178,-0.012
0.989,0.178,-0.011
0.989,0.177,-0.011
0.988,0.177,-0.011
0.987,0.178,-0.011
0.989,0.176,-0.011
0.988,0.178,-0.011
0.989,0.178,-0.012
0.989,0.178,-0.011
0.987,0.178,-0.011
0.989,0.178,-0.011
0.989,0.178,-0.011
0.988,0.177,-0.011
0.988,0.178,-0.011
0.989,0.177,-0.011
0.988,0.177,-0.012
0.989,0.178,-0.011
0.988,0.177,-0.011
0.988,0.179,-0.011
0.989,0.177,-0.011
0.987,0.177,-0.011
0.989,0.177,-0.011
0.99,0.178,-0.011
0.988,0.177,-0.012
0.988,0.178,-0.011
0.988,0.177,-0.011
0.988,0.177,-0.011
0.989,0.177,-0.011
0.989,0.177,-0.011
0.989,0.177,-0.011
0.988,0.177,-0.011
0.988,0.178,-0.011
0.989,0.177,-0.011
0.989,0.177,-0.011
0.988,0.178,-0.011
0.988,0.178,-0.01
0.99,0.178,-0.011
0.99,0.178,-0.011
0.988,0.176,-0.01
0.989,0.177,-0.012
0.988,0.177,-0.011
0.988,0.177,-0.011
0.989,0.177,-0.011
0.988,0.178,-0.011
0.989,0.177,-0.012
0.99,0.177,-0.011
0.989,0.178,-0.012
0.988,0.178,-0.011
0.988,0.177,-0.012
0.989,0.177,-0.012
0.988,0.176,-0.011
0.988,0.177,-0.011
0.989,0.177,-0.011
0.989,0.176,-0.011
0.987,0.177,-0.012
0.988,0.177,-0.011
0.989,0.177,-0.011
0.989,0.177,-0.012
0.988,0.177,-0.011
0.987,0.177,-0.011
0.988,0.178,-0.012
0.988,0.178,-0.012
0.988,0.176,-0.01
0.988,0.177,-0.012
0.988,0.178,-0.011
0.988,0.177,-0.011
0.989,0.177,-0.011
0.988,0.177,-0.011
0.989,0.176,-0.012
0.988,0.177,-0.011
0.989,0.177,-0.011
0.988,0.177,-0.011
0.988,0.177,-0.011
0.989,0.177,-0.012
0.989,0.177,-0.012
0.988,0.177,-0.011
0.988,0.177,-0.011
0.988,0.177,-0.01
0.988,0.176,-0.012
0.988,0.177,-0.012
0.988,0.177,-0.01
0.988,0.178,-0.011
0.989,0.177,-0.011
0.988,0.177,-0.011
0.988,0.177,-0.011
0.989,0.176,-0.011
0.988,0.177,-0.012
0.986,0.176,-0.012
0.99,0.176,-0.011
0.989,0.176,-0.011
0.989,0.177,-0.011
0.987,0.177,-0.011
0.988,0.176,-0.011
0.989,0.177,-0.011
0.989,0.177,-0.012
0.987,0.176,-0.011
0.988,0.177,-0.012
0.988,0.176,-0.012
0.988,0.177,-0.012
0.989,0.177,-0.012
0.989,0.177,-0.011
0.988,0.177,-0.011
0.988,0.176,-0.011
0.988,0.176,-0.011
0.989,0.177,-0.01
0.988,0.177,-0.012
0.988,0.176,-0.011
0.988,0.177,-0.011
0.989,0.177,-0.011
0.989,0.176,-0.012
0.988,0.177,-0.011
0.989,0.176,-0.011
0.989,0.177,-0.012
0.989,0.177,-0.012
0.988,0.176,-0.011
0.987,0.177,-0.011
0.989,0.177,-0.012
0.988,0.177,-0.011
0.99,0.177,-0.011
0.988,0.177,-0.012
0.988,0.177,-0.012
0.988,0.176,-0.012
0.988,0.177,-0.011
0.989,0.177,-0.012
0.988,0.176,-0.012
0.987,0.178,-0.011
0.989,0.178,-0.011
0.988,0.177,-0.011
0.989,0.177,-0.011
0.988,0.177,-0.012
0.99,0.176,-0.011
0.989,0.177,-0.011
0.988,0.176,-0.012
0.989,0.177,-0.011
0.988,0.176,-0.011
0.988,0.178,-0.011
0.989,0.177,-0.011
0.988,0.177,-0.012
0.988,0.177,-0.011
0.988,0.178,-0.012
0.988,0.177,-0.01
0.989,0.177,-0.011
0.989,0.177,-0.011
0.988,0.176,-0.011
0.988,0.175,-0.012
0.988,0.176,-0.011
0.986,0.176,-0.011
0.988,0.178,-0.011
0.989,0.177,-0.011
0.988,0.178,-0.012
0.988,0.177,-0.012
0.989,0.178,-0.012
0.989,0.176,-0.011
0.99,0.18,-0.011
0.989,0.177,-0.011
0.989,0.177,-0.01
0.988,0.177,-0.012
0.989,0.176,-0.011
0.988,0.176,-0.012
0.988,0.177,-0.012
0.989,0.176,-0.011
0.988,0.176,-0.012
0.989,0.177,-0.011
0.989,0.176,-0.012
