#Format version: 1.0
time[us],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[°C],hum[%RH],newData,interrupts,fsm1,fsm2,fsm3,fsm4,fsm5,fsm6,fsm7,fsm8,fsm9,fsm10,fsm11,fsm12,fsm13,fsm14,fsm15,fsm16,src0,src1,src2,src3,src4,src5,src6,src7,
10497583585,-5,77,1587,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10497623328,78,-5,830,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10497662526,243,-216,34,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10497702204,384,-124,-212,,,,,,,,,,0x049,,,,,,,,,,,,,,,,,,,,,,,,,,
10497743507,34,-197,98,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10497782714,45,-105,1709,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10497822137,-100,498,2603,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10497861655,-218,214,1815,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10497900860,75,-125,956,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10497940600,235,-142,347,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10497979806,394,-153,26,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10498019550,420,-301,17,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10498060303,117,-440,195,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10498099830,-97,-493,945,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10498139253,-43,411,2281,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10498178781,-251,407,2400,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10498217979,-94,97,1660,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10498257723,206,-306,438,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10498298487,480,-657,-833,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10498338229,111,-664,-254,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10498377435,-197,312,2010,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10498416952,-553,676,2592,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10498456374,-323,341,1928,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10498496676,20,-152,665,,,,,,,,,,0x04a,,,,,,,,,,,,,,,,,,,,,,,,,,
10498535122,427,-350,-367,,,,,,,,,,0x03c,,,,,,,,,,,,,,,,,,,,,,,,,,
10498576199,430,-368,-706,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10498615400,-90,-500,418,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10498655142,-187,501,2541,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10498694350,-508,679,2678,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10498734246,-210,155,1478,,,,,,,,,,0x029,,,,,,,,,,,,,,,,,,,,,,,,,,
10498773445,155,-214,20,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10498812970,493,-292,-785,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10498854271,162,-430,22,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10498893477,-3,67,1922,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10498932676,-299,558,2476,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10498972411,-137,196,1796,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10499011616,97,-95,590,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10499051359,410,-273,-479,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10499090566,293,-248,-447,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10499130083,20,-171,1156,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10499171061,-190,658,2491,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10499210585,-291,332,2114,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10499250010,3,-78,1185,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10499289534,226,-247,383,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10499328732,462,-454,-283,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10499368474,308,-415,-334,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10499409562,-70,-301,1369,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10499447431,-259,1033,2961,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10499488192,-132,621,2146,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10499527708,157,-52,826,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10499566352,375,-493,-356,,,,,,,,,,0x03e,,,,,,,,,,,,,,,,,,,,,,,,,,
10499606449,366,-643,-759,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10499645873,35,-665,134,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10499685390,-351,219,2310,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10499726144,-427,864,2558,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10499766040,-105,443,1658,,,,,,,,,,0x029,,,,,,,,,,,,,,,,,,,,,,,,,,
10499805247,78,-18,452,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10499844765,349,-388,-449,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10499884188,274,-641,-329,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10499923714,-119,-432,1284,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10499965018,-503,1003,2723,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10500004228,-354,884,2274,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10500043426,-63,258,1168,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10500083169,232,-434,-219,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10500122375,472,-678,-679,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10500162119,299,-834,200,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10500201326,-278,137,1729,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10500242398,-284,849,2508,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10500281820,-94,661,2061,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10500321345,16,100,843,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10500360770,304,-439,-341,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10500400293,357,-585,-577,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10500439491,52,-585,661,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10500479234,-405,609,2353,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10500519997,-315,754,2451,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10500559513,-70,240,1545,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10500600048,186,-273,241,,,,,,,,,,0x07a,,,,,,,,,,,,,,,,,,,,,,,,,,
10500638270,299,-382,-521,,,,,,,,,,0x00c,,,,,,,,,,,,,,,,,,,,,,,,,,
10500677695,236,-805,115,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10500718776,-174,-456,1339,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10500757975,-345,498,2309,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10500797878,-325,510,2306,,,,,,,,,,0x069,,,,,,,,,,,,,,,,,,,,,,,,,,
10500837076,-103,-71,1367,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10500876817,261,-300,-547,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10500916025,396,-80,-1157,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10500955543,-18,-303,688,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10500994967,-265,24,2758,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10501036047,-314,58,2836,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10501075473,-99,85,1154,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10501114999,226,-98,-194,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10501154198,379,-71,-541,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10501193940,134,-354,162,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10501233145,-210,107,1854,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10501274444,-574,652,2857,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10501313651,-418,190,2017,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10501353169,-87,-176,304,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10501392593,434,-329,-1273,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10501432119,273,-551,-409,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10501471319,-375,131,1949,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10501511068,-705,615,3454,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10501551822,-548,344,2218,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10501591566,4,-274,-287,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10501630774,502,-222,-1356,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10501670087,318,-354,-81,,,,,,,,,,0x00e,,,,,,,,,,,,,,,,,,,,,,,,,,
10501709518,-237,162,2052,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10501750589,-432,533,3025,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10501790014,-273,290,1873,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10501829693,94,-99,-29,,,,,,,,,,0x049,,,,,,,,,,,,,,,,,,,,,,,,,,
10501868893,444,-159,-1104,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10501908634,293,-342,-336,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10501947833,-160,-152,1547,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10501987574,-513,554,3122,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10502028339,-487,315,2634,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10502067854,-220,113,953,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10502107279,264,-312,-997,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10502146803,385,-240,-1023,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10502186003,51,-389,396,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10502225752,-468,112,2402,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10502266504,-679,528,3212,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10502306247,-449,337,2088,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10502345454,-129,95,377,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10502384971,340,-184,-1478,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10502424402,326,-257,-1203,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10502463918,-184,-551,706,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10502503344,-688,276,3254,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10502542869,-888,435,3357,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10502583622,-513,264,1970,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10502623371,-227,-170,25,,,,,,,,,,0x068,,,,,,,,,,,,,,,,,,,,,,,,,,
10502662570,391,-436,-1394,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10502701532,280,-296,-840,,,,,,,,,,0x02a,,,,,,,,,,,,,,,,,,,,,,,,,,
10502741305,-199,-218,1067,,,,,,,,,,0x05c,,,,,,,,,,,,,,,,,,,,,,,,,,
10502782379,-491,675,3084,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10502821810,-506,579,2606,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10502861482,-140,33,974,,,,,,,,,,0x009,,,,,,,,,,,,,,,,,,,,,,,,,,
10502900680,451,-381,-705,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10502940424,471,-326,-734,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10502979622,-274,-242,764,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
10503019363,-909,616,2870,,,,,,,,,,0x028,,,,,,,,,,,,,,,,,,,,,,,,,,
10503058571,-805,776,3005,,,,,,,,,,0x058,,,,,,,,,,,,,,,,,,,,,,,,,,
10503099644,-510,307,1033,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10503139075,49,-81,-1356,,,,,,,,,,0x078,,,,,,,,,,,,,,,,,,,,,,,,,,
10503178591,383,-167,-1108,,,,,,,,,,0x008,,,,,,,,,,,,,,,,,,,,,,,,,,
10503218015,-151,-271,226,,,,,,,,,,0x038,,,,,,,,,,,,,,,,,,,,,,,,,,
10503257542,-649,355,2403,,,,,,,,,,0x048,,,,,,,,,,,,,,,,,,,,,,,,,,
10503296739,-715,649,2974,,,,,,,,,,0x018,,,,,,,,,,,,,,,,,,,,,,,,,,
