STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	
-5 	 -310 	 844 	
835 	 -111 	 230 	
479 	 45 	 833 	
-717 	 -206 	 1693 	
-603 	 -389 	 1741 	
-139 	 -234 	 1336 	
422 	 -294 	 373 	
1020 	 -27 	 173 	
739 	 178 	 979 	
-553 	 -310 	 1467 	
-923 	 -387 	 1583 	
-274 	 -306 	 1407 	
394 	 -193 	 634 	
1047 	 -36 	 203 	
630 	 269 	 960 	
-133 	 -135 	 1136 	
-952 	 -359 	 1415 	
-856 	 -146 	 1571 	
-531 	 -259 	 1186 	
607 	 -502 	 416 	
1111 	 -633 	 356 	
363 	 -218 	 1106 	
-694 	 202 	 1547 	
-364 	 -58 	 1044 	
-487 	 30 	 1113 	
-462 	 179 	 1196 	
681 	 -763 	 193 	
65 	 128 	 1210 	
-430 	 -49 	 1160 	
-844 	 -498 	 960 	
-547 	 327 	 1608 	
646 	 -503 	 453 	
545 	 -478 	 407 	
-429 	 454 	 1366 	
-572 	 -506 	 838 	
-571 	 82 	 1218 	
-405 	 568 	 1669 	
210 	 -398 	 559 	
298 	 -841 	 31 	
-477 	 370 	 1344 	
-419 	 40 	 1071 	
-233 	 119 	 994 	
-519 	 749 	 1543 	
308 	 -414 	 621 	
42 	 -247 	 663 	
-391 	 101 	 1080 	
-338 	 126 	 1061 	
-129 	 441 	 986 	
-538 	 799 	 1497 	
133 	 -404 	 671 	
217 	 -597 	 401 	
-747 	 352 	 1369 	
-310 	 -143 	 939 	
-76 	 384 	 925 	
-291 	 768 	 1672 	
409 	 -308 	 567 	
-137 	 -484 	 507 	
-1335 	 -549 	 1107 	
-273 	 278 	 1395 	
498 	 993 	 1447 	
-224 	 387 	 1016 	
-392 	 -1138 	 -50 	
-988 	 184 	 1742 	
-672 	 2 	 1472 	
611 	 103 	 680 	
587 	 829 	 911 	
-391 	 641 	 1539 	
-860 	 -686 	 692 	
-1029 	 -280 	 1120 	
-6 	 301 	 1361 	
601 	 1094 	 1149 	
-547 	 374 	 1113 	
-115 	 -597 	 416 	
-225 	 264 	 1177 	
-655 	 -64 	 1118 	
401 	 176 	 1043 	
276 	 930 	 1274 	
-776 	 -332 	 473 	
-1312 	 -836 	 846 	
181 	 1103 	 1903 	
616 	 179 	 1157 	
189 	 114 	 927 	
-1270 	 -195 	 1076 	
-855 	 299 	 1469 	
596 	 -89 	 1035 	
1208 	 -49 	 447 	
20 	 293 	 1017 	
-1483 	 -7 	 1126 	
-930 	 384 	 1513 	
409 	 409 	 1203 	
1001 	 37 	 724 	
857 	 -210 	 436 	
-603 	 400 	 1146 	
-1112 	 659 	 1631 	
-828 	 637 	 1385 	
15 	 -51 	 918 	
1289 	 -433 	 509 	
1154 	 47 	 655 	
-556 	 272 	 930 	
-1417 	 856 	 1459 	
-861 	 604 	 1346 	
352 	 -52 	 847 	
1427 	 -503 	 216 	
-40 	 324 	 1244 	
-1279 	 542 	 1522 	
-1200 	 462 	 1422 	
25 	 -201 	 783 	
1610 	 -246 	 578 	
1075 	 50 	 869 	
-932 	 -17 	 876 	
-1639 	 303 	 1477 	
-1134 	 618 	 1803 	
367 	 -460 	 743 	
1531 	 -225 	 581 	
816 	 269 	 1148 	
-792 	 29 	 1136 	
-1468 	 35 	 1205 	
-1136 	 464 	 1502 	
-54 	 -315 	 926 	
1274 	 -26 	 731 	
1228 	 218 	 933 	
396 	 72 	 917 	
-959 	 -25 	 1092 	
-1152 	 314 	 1436 	
-444 	 163 	 1422 	
1444 	 -206 	 983 	
1102 	 390 	 960 	
-588 	 -99 	 570 	
-850 	 -65 	 930 	
-988 	 341 	 1432 	
-983 	 183 	 1282 	
-2 	 -156 	 814 	
1060 	 -67 	 832 	
1575 	 259 	 1074 	
-229 	 600 	 1585 	
-1113 	 -175 	 668 	
-883 	 430 	 1339 	
-94 	 -60 	 726 	
1048 	 -788 	 -871 	
620 	 212 	 1140 	
-474 	 611 	 1997 	
-352 	 508 	 1998 	
-27 	 367 	 1550 	
262 	 -113 	 265 	
80 	 -111 	 -102 	
-187 	 -208 	 420 	
-65 	 530 	 1791 	
-7 	 589 	 1987 	
41 	 16 	 1022 	
-64 	 -78 	 38 	
-140 	 -138 	 -155 	
40 	 -192 	 406 	
-92 	 613 	 1818 	
-204 	 608 	 1982 	
99 	 154 	 1215 	
187 	 21 	 187 	
-14 	 -221 	 -147 	
2 	 -56 	 606 	
-12 	 757 	 1816 	
-354 	 797 	 1810 	
-73 	 -22 	 718 	
-27 	 -194 	 -82 	
-155 	 -270 	 88 	
-18 	 167 	 1413 	
-451 	 1244 	 1997 	
92 	 3 	 1227 	
55 	 -116 	 246 	
-92 	 -127 	 39 	
1 	 -118 	 620 	
-324 	 1106 	 1916 	
-273 	 599 	 1692 	
176 	 -231 	 373 	
84 	 112 	 161 	
-112 	 -176 	 161 	
-273 	 531 	 1514 	
-192 	 920 	 1998 	
126 	 172 	 1401 	
206 	 -245 	 49 	
-44 	 -80 	 19 	
-36 	 -242 	 563 	
-255 	 942 	 1903 	
-228 	 784 	 1871 	
234 	 -453 	 447 	
430 	 -204 	 -116 	
95 	 -79 	 795 	
-976 	 543 	 1889 	
-715 	 609 	 1927 	
434 	 -150 	 925 	
523 	 -10 	 226 	
869 	 -339 	 -171 	
374 	 244 	 1206 	
-751 	 -5 	 1661 	
-1565 	 414 	 1864 	
-867 	 211 	 1608 	
583 	 -485 	 466 	
1264 	 -56 	 464 	
964 	 365 	 976 	
366 	 -14 	 1081 	
-1102 	 23 	 1375 	
-1406 	 266 	 1556 	
-303 	 16 	 1317 	
1016 	 -212 	 507 	
1053 	 156 	 652 	
391 	 138 	 1016 	
-968 	 -69 	 1213 	
-1008 	 228 	 1621 	
55 	 237 	 1277 	
813 	 -338 	 85 	
293 	 212 	 755 	
-675 	 205 	 1583 	
60 	 287 	 1850 	
182 	 -248 	 970 	
123 	 -660 	 115 	
226 	 -735 	 351 	
25 	 -34 	 1477 	
-77 	 948 	 1984 	
287 	 536 	 1506 	
403 	 263 	 928 	
324 	 -131 	 744 	
198 	 -1046 	 328 	
-32 	 -414 	 1091 	
66 	 -59 	 1257 	
-264 	 1434 	 1774 	
120 	 199 	 1207 	
251 	 -359 	 763 	
425 	 -955 	 479 	
377 	 -820 	 817 	
-5 	 188 	 1361 	
-338 	 1262 	 1784 	
-193 	 -45 	 1447 	
292 	 -873 	 718 	
433 	 -1155 	 328 	
217 	 -57 	 1032 	
-238 	 1270 	 1753 	
39 	 130 	 1465 	
25 	 194 	 1169 	
394 	 -814 	 537 	
352 	 -831 	 505 	
-113 	 412 	 1386 	
-609 	 1692 	 1940 	
-185 	 306 	 1660 	
517 	 -727 	 559 	
376 	 -988 	 314 	
365 	 -573 	 753 	
-667 	 1313 	 1866 	
-447 	 359 	 1712 	
342 	 -283 	 1081 	
395 	 -722 	 550 	
334 	 -151 	 767 	
-216 	 450 	 1234 	
-699 	 1412 	 1713 	
7 	 -222 	 1490 	
703 	 -1079 	 452 	
257 	 -705 	 620 	
-204 	 394 	 1203 	
-685 	 1161 	 1680 	
-70 	 -240 	 1328 	
326 	 -525 	 782 	
523 	 -748 	 617 	
-81 	 -173 	 968 	
-612 	 937 	 1629 	
-294 	 505 	 1567 	
60 	 -236 	 1233 	
616 	 -584 	 516 	
410 	 -532 	 539 	
-47 	 -311 	 934 	
-432 	 1030 	 1565 	
132 	 400 	 1690 	
899 	 -423 	 820 	
-564 	 -428 	 957 	
-1217 	 -96 	 1210 	
-951 	 140 	 1390 	
874 	 -562 	 1022 	
1653 	 338 	 843 	
1075 	 716 	 1029 	
62 	 -326 	 890 	
-916 	 -153 	 1281 	
-1281 	 420 	 1554 	
-142 	 -393 	 1164 	
1247 	 -349 	 515 	
1119 	 590 	 990 	
-94 	 67 	 1075 	
-1207 	 -150 	 1365 	
-945 	 211 	 1505 	
-112 	 -429 	 1077 	
632 	 -268 	 571 	
1277 	 176 	 736 	
478 	 318 	 1138 	
-1011 	 -37 	 1384 	
-1205 	 -96 	 1403 	
-479 	 -297 	 1111 	
541 	 -172 	 759 	
1277 	 236 	 731 	
708 	 162 	 902 	
-675 	 -300 	 1162 	
-1364 	 -39 	 1422 	
-550 	 -247 	 1295 	
1027 	 -231 	 852 	
1259 	 448 	 879 	
424 	 126 	 885 	
-1035 	 -653 	 1010 	
-1314 	 124 	 1498 	
-520 	 77 	 1333 	
766 	 -38 	 967 	
1087 	 266 	 791 	
252 	 -188 	 973 	
-511 	 -952 	 1097 	
-704 	 -847 	 1214 	
-100 	 -517 	 927 	
392 	 -27 	 843 	
614 	 732 	 979 	
-36 	 1014 	 1475 	
-100 	 -72 	 1228 	
-38 	 -1248 	 634 	
214 	 -886 	 703 	
-172 	 177 	 1180 	
-267 	 501 	 1430 	
141 	 355 	 1211 	
242 	 57 	 1058 	
339 	 -703 	 571 	
-85 	 -805 	 742 	
-253 	 -133 	 1280 	
-285 	 1020 	 1551 	
307 	 379 	 1495 	
568 	 -1054 	 493 	
72 	 -611 	 551 	
-105 	 -284 	 1039 	
-309 	 514 	 1508 	
161 	 871 	 1567 	
828 	 -7 	 1098 	
-47 	 -760 	 634 	
-860 	 -457 	 993 	
-926 	 444 	 1487 	
-361 	 -296 	 1089 	
1024 	 -592 	 811 	
1580 	 90 	 605 	
731 	 499 	 998 	
-480 	 -10 	 1331 	
-982 	 -142 	 1381 	
-1180 	 -86 	 1468 	
605 	 -773 	 970 	
1749 	 200 	 753 	
442 	 566 	 1068 	
-864 	 -595 	 1199 	
-1302 	 312 	 1507 	
-303 	 -458 	 1321 	
1210 	 -468 	 533 	
1261 	 0 	 630 	
-465 	 -69 	 1060 	
-1322 	 140 	 1414 	
-527 	 314 	 1523 	
565 	 -116 	 1391 	
1077 	 176 	 750 	
54 	 523 	 1040 	
-624 	 -1402 	 581 	
-189 	 -927 	 1034 	
25 	 -249 	 1108 	
-274 	 411 	 1417 	
131 	 593 	 1556 	
492 	 266 	 1230 	
-123 	 -416 	 555 	
-46 	 -1001 	 453 	
-61 	 -135 	 1119 	
-400 	 906 	 1813 	
266 	 -296 	 1110 	
69 	 -826 	 272 	
-12 	 -426 	 659 	
335 	 97 	 1401 	
83 	 516 	 1715 	
-105 	 325 	 1625 	
-265 	 -431 	 947 	
-283 	 -422 	 765 	
-19 	 -36 	 1338 	
636 	 43 	 1150 	
191 	 -32 	 661 	
-39 	 -466 	 -279 	
214 	 -836 	 -265 	
-21 	 67 	 1755 	
-427 	 707 	 1998 	
113 	 436 	 1859 	
354 	 -296 	 262 	
-73 	 -500 	 -616 	
-84 	 -266 	 701 	
-270 	 468 	 1974 	
21 	 -25 	 1848 	
87 	 -124 	 702 	
100 	 -229 	 -359 	
39 	 -282 	 124 	
32 	 -50 	 1539 	
-136 	 274 	 1998 	
178 	 -98 	 1702 	
81 	 -82 	 441 	
29 	 -134 	 -234 	
-24 	 -157 	 87 	
128 	 -35 	 1401 	
-77 	 223 	 1997 	
261 	 -21 	 1611 	
2 	 -117 	 270 	
10 	 -63 	 -395 	
151 	 -151 	 361 	
312 	 -83 	 1798 	
488 	 88 	 1857 	
269 	 -174 	 867 	
-301 	 -15 	 636 	
-614 	 87 	 867 	
-158 	 30 	 1227 	
830 	 -23 	 1263 	
1643 	 -387 	 645 	
1509 	 -225 	 239 	
798 	 -4 	 508 	
130 	 131 	 1452 	
294 	 -48 	 1444 	
885 	 -42 	 399 	
1177 	 -425 	 -1644 	
1410 	 -101 	 -468 	
538 	 -263 	 1178 	
407 	 -361 	 1990 	
703 	 -323 	 700 	
1219 	 -63 	 -686 	
1322 	 -69 	 -308 	
321 	 -187 	 1431 	
302 	 -147 	 1931 	
730 	 -235 	 644 	
1310 	 -79 	 -744 	
1015 	 43 	 -64 	
129 	 -246 	 1122 	
-24 	 -142 	 1994 	
455 	 -216 	 976 	
1245 	 -141 	 -887 	
945 	 8 	 195 	
-6 	 -325 	 1607 	
-48 	 -233 	 1998 	
227 	 -502 	 1196 	
340 	 110 	 -1432 	
839 	 319 	 -1134 	
1115 	 -221 	 300 	
958 	 -595 	 1930 	
1208 	 -614 	 1906 	
513 	 -55 	 -1294 	
465 	 557 	 -1565 	
947 	 -95 	 310 	
1717 	 -731 	 1953 	
1597 	 -750 	 1814 	
2 	 92 	 -826 	
53 	 405 	 -1207 	
954 	 219 	 -519 	
1072 	 -64 	 125 	
1168 	 76 	 -107 	
1668 	 50 	 -570 	
1117 	 241 	 -877 	
86 	 302 	 -1055 	
-239 	 252 	 -412 	
513 	 118 	 422 	
1978 	 227 	 1126 	
1991 	 287 	 370 	
307 	 216 	 -707 	
-1711 	 312 	 -982 	
-351 	 129 	 -171 	
1719 	 108 	 1073 	
1998 	 198 	 1396 	
930 	 256 	 304 	
-1289 	 428 	 -910 	
-690 	 241 	 -289 	
1534 	 15 	 980 	
1997 	 145 	 1347 	
1722 	 101 	 893 	
117 	 242 	 -148 	
-1360 	 543 	 -874 	
-208 	 290 	 -73 	
1742 	 234 	 708 	
1998 	 153 	 1556 	
1308 	 67 	 613 	
-1237 	 576 	 -901 	
-1730 	 376 	 -272 	
957 	 -239 	 819 	
1995 	 -338 	 1825 	
1753 	 -127 	 1193 	
-78 	 368 	 -261 	
-739 	 619 	 -325 	
-93 	 239 	 34 	
1661 	 -59 	 637 	
1997 	 88 	 535 	
1209 	 329 	 153 	
-82 	 561 	 151 	
-547 	 452 	 297 	
46 	 -33 	 266 	
1764 	 -305 	 1023 	
1983 	 -177 	 1947 	
1079 	 22 	 621 	
-71 	 663 	 -488 	
-413 	 692 	 -560 	
-349 	 -61 	 14 	
-343 	 -968 	 1437 	
-337 	 -1537 	 1994 	
-317 	 -1049 	 1791 	
-115 	 239 	 -142 	
57 	 499 	 -329 	
200 	 64 	 65 	
-319 	 -1126 	 1461 	
-385 	 -1747 	 1998 	
-339 	 -1118 	 1600 	
59 	 212 	 -314 	
202 	 691 	 -703 	
279 	 357 	 -308 	
183 	 -578 	 489 	
-183 	 -1572 	 1749 	
-275 	 -1775 	 1998 	
-215 	 -1232 	 1622 	
4 	 -397 	 407 	
139 	 368 	 -525 	
300 	 158 	 -297 	
-410 	 -1198 	 1099 	
-306 	 -1988 	 1978 	
-178 	 -1503 	 1512 	
429 	 -89 	 45 	
426 	 611 	 -373 	
337 	 151 	 -198 	
-224 	 -1426 	 1361 	
-187 	 -1995 	 1978 	
-137 	 -1498 	 1377 	
323 	 -179 	 138 	
388 	 667 	 -619 	
289 	 144 	 20 	
223 	 -889 	 1020 	
-101 	 -1866 	 1966 	
86 	 -1676 	 1810 	
119 	 -513 	 406 	
235 	 527 	 -678 	
225 	 212 	 -21 	
168 	 -689 	 868 	
-297 	 -1709 	 1850 	
-218 	 -1554 	 1820 	
-187 	 -581 	 536 	
272 	 443 	 -723 	
160 	 240 	 -253 	
275 	 -748 	 915 	
408 	 -1576 	 1987 	
739 	 -1234 	 1719 	
362 	 -213 	 245 	
0 	 284 	 -359 	
358 	 -60 	 106 	
1261 	 -650 	 1054 	
1720 	 -1177 	 1714 	
1189 	 -902 	 1045 	
-125 	 -259 	 25 	
-456 	 -45 	 104 	
31 	 36 	 38 	
1386 	 -33 	 -222 	
1993 	 108 	 84 	
1905 	 -5 	 -58 	
826 	 -63 	 54 	
-190 	 -122 	 322 	
-60 	 -122 	 299 	
1294 	 72 	 -76 	
1993 	 298 	 -165 	
946 	 84 	 -77 	
-945 	 -45 	 325 	
587 	 -136 	 69 	
1966 	 -50 	 -219 	
1998 	 -108 	 -54 	
1140 	 -118 	 136 	
-797 	 -68 	 122 	
-143 	 -290 	 260 	
1490 	 -592 	 307 	
1996 	 -498 	 293 	
1873 	 -612 	 387 	
754 	 -536 	 337 	
-659 	 -198 	 470 	
261 	 -259 	 427 	
1936 	 -9 	 78 	
1710 	 78 	 -16 	
586 	 91 	 146 	
-99 	 127 	 378 	
687 	 95 	 51 	
1967 	 380 	 -325 	
1469 	 89 	 150 	
-564 	 -90 	 617 	
86 	 -365 	 515 	
1862 	 -38 	 211 	
1889 	 -80 	 335 	
590 	 66 	 416 	
415 	 22 	 215 	
828 	 183 	 305 	
771 	 -94 	 794 	
442 	 -226 	 780 	
698 	 34 	 313 	
712 	 -219 	 765 	
1878 	 -410 	 1234 	
914 	 -289 	 623 	
192 	 37 	 135 	
133 	 64 	 715 	
625 	 -483 	 740 	
1896 	 -464 	 1388 	
711 	 -226 	 559 	
190 	 125 	 246 	
174 	 508 	 165 	
873 	 215 	 221 	
1512 	 -205 	 1428 	
530 	 -241 	 1139 	
110 	 118 	 601 	
714 	 530 	 -380 	
423 	 193 	 434 	
1400 	 21 	 792 	
1137 	 -54 	 732 	
648 	 178 	 -50 	
775 	 240 	 774 	
700 	 -190 	 318 	
1931 	 -153 	 994 	
751 	 -62 	 402 	
-44 	 199 	 335 	
500 	 63 	 427 	
1833 	 89 	 601 	
1290 	 88 	 421 	
843 	 309 	 202 	
537 	 405 	 323 	
-175 	 214 	 283 	
601 	 -74 	 589 	
1797 	 -69 	 996 	
1262 	 67 	 491 	
753 	 162 	 594 	
612 	 174 	 451 	
304 	 -17 	 490 	
-491 	 -130 	 604 	
-413 	 -249 	 994 	
773 	 -416 	 738 	
1863 	 -333 	 1322 	
1119 	 -273 	 1000 	
260 	 -32 	 539 	
-495 	 197 	 188 	
-149 	 -85 	 267 	
1019 	 -414 	 1251 	
1301 	 -412 	 1537 	
814 	 -195 	 1196 	
76 	 144 	 376 	
-266 	 129 	 167 	
365 	 -115 	 355 	
1193 	 -575 	 1671 	
1112 	 -588 	 1453 	
485 	 -211 	 911 	
-96 	 169 	 161 	
-24 	 109 	 184 	
486 	 -252 	 929 	
1063 	 -616 	 1743 	
844 	 -496 	 1391 	
290 	 -4 	 568 	
-174 	 232 	 106 	
43 	 94 	 194 	
545 	 -289 	 1032 	
1047 	 -501 	 1435 	
959 	 -475 	 1400 	
631 	 -186 	 920 	
102 	 144 	 381 	
-52 	 206 	 72 	
462 	 -96 	 505 	
1013 	 -575 	 1328 	
1209 	 -717 	 1508 	
919 	 -574 	 1171 	
307 	 -184 	 601 	
-353 	 141 	 -72 	
244 	 -32 	 309 	
1146 	 -452 	 1221 	
1378 	 -583 	 1398 	
985 	 -386 	 1032 	
123 	 37 	 264 	
-289 	 174 	 -80 	
665 	 -267 	 708 	
1496 	 -740 	 1637 	
1183 	 -619 	 1329 	
78 	 28 	 235 	
-284 	 312 	 -148 	
637 	 -61 	 567 	
1169 	 -541 	 1420 	
1363 	 -648 	 1437 	
499 	 -220 	 716 	
-194 	 146 	 180 	
-105 	 127 	 15 	
748 	 -310 	 817 	
1639 	 -790 	 1694 	
1287 	 -772 	 1543 	
298 	 -14 	 290 	
-412 	 375 	 -193 	
39 	 106 	 107 	
592 	 -477 	 902 	
840 	 -764 	 1300 	
814 	 -335 	 1038 	
388 	 109 	 350 	
446 	 -41 	 251 	
487 	 -921 	 971 	
280 	 -1810 	 1819 	
294 	 -1583 	 1551 	
723 	 -118 	 50 	
1113 	 766 	 -46 	
892 	 215 	 454 	
159 	 -957 	 1055 	
-38 	 -1719 	 1568 	
-29 	 -1332 	 1113 	
447 	 -271 	 256 	
978 	 489 	 16 	
1353 	 431 	 389 	
858 	 -68 	 714 	
343 	 -831 	 1047 	
-126 	 -1276 	 1308 	
-80 	 -845 	 921 	
883 	 62 	 169 	
1369 	 338 	 543 	
956 	 -199 	 963 	
-208 	 -932 	 970 	
-294 	 -1111 	 1262 	
134 	 -529 	 790 	
1226 	 69 	 323 	
1596 	 244 	 1091 	
242 	 -468 	 799 	
-714 	 -1058 	 943 	
-602 	 -911 	 1169 	
233 	 -492 	 677 	
1161 	 206 	 1073 	
863 	 540 	 1661 	
-291 	 -393 	 608 	
-729 	 -645 	 828 	
-825 	 -680 	 978 	
-63 	 -450 	 821 	
819 	 684 	 1552 	
454 	 491 	 1314 	
-845 	 -790 	 536 	
-955 	 -804 	 1101 	
-719 	 -792 	 876 	
188 	 -37 	 903 	
841 	 845 	 1316 	
512 	 701 	 1213 	
-439 	 -432 	 696 	
-764 	 -672 	 981 	
-471 	 -509 	 980 	
361 	 252 	 1098 	
520 	 639 	 1279 	
49 	 74 	 985 	
-606 	 -609 	 771 	
-678 	 -593 	 1067 	
-435 	 -425 	 1008 	
154 	 65 	 1082 	
513 	 538 	 1390 	
352 	 404 	 1239 	
63 	 -11 	 878 	
60 	 -55 	 758 	
-453 	 134 	 1060 	
-479 	 55 	 1134 	
-149 	 266 	 1291 	
247 	 -88 	 863 	
1121 	 -277 	 741 	
1340 	 932 	 1761 	
439 	 -115 	 920 	
-338 	 -115 	 1066 	
-1022 	 -36 	 1391 	
-994 	 -324 	 1095 	
-272 	 -148 	 1116 	
833 	 114 	 1024 	
1061 	 478 	 1119 	
737 	 357 	 938 	
194 	 139 	 940 	
-660 	 -134 	 976 	
-823 	 -75 	 1219 	
-293 	 -4 	 1221 	
177 	 16 	 905 	
571 	 189 	 940 	
457 	 317 	 903 	
-20 	 -77 	 549 	
-445 	 -126 	 971 	
-464 	 2 	 1245 	
-99 	 155 	 1186 	
-42 	 538 	 1196 	
34 	 777 	 1237 	
-74 	 174 	 848 	
103 	 -545 	 165 	
-386 	 198 	 1158 	
-2 	 900 	 1399 	
5 	 581 	 1097 	
-576 	 325 	 1260 	
-110 	 -669 	 531 	
-255 	 211 	 1161 	
391 	 640 	 1182 	
-92 	 617 	 1194 	
-347 	 -193 	 966 	
-257 	 -332 	 768 	
-378 	 2 	 1101 	
246 	 562 	 1114 	
119 	 369 	 964 	
-537 	 431 	 1278 	
-199 	 -549 	 814 	
-247 	 -106 	 1006 	
225 	 419 	 1076 	
116 	 471 	 1068 	
-462 	 309 	 1344 	
-262 	 -719 	 583 	
-241 	 -142 	 958 	
79 	 484 	 1142 	
167 	 420 	 986 	
-382 	 398 	 1189 	
-310 	 -307 	 1046 	
-290 	 -348 	 787 	
-53 	 62 	 1006 	
189 	 393 	 1028 	
-100 	 352 	 1079 	
-437 	 164 	 1307 	
-135 	 -517 	 716 	
-312 	 -271 	 932 	
186 	 366 	 1086 	
134 	 328 	 992 	
-275 	 308 	 1154 	
-333 	 -425 	 924 	
-399 	 -238 	 993 	
-14 	 246 	 1100 	
361 	 296 	 812 	
-219 	 424 	 1072 	
-564 	 457 	 1323 	
-294 	 -677 	 721 	
-283 	 -33 	 1011 	
155 	 263 	 1034 	
139 	 515 	 1005 	
-437 	 399 	 1215 	
-306 	 -99 	 1120 	
-191 	 -487 	 764 	
-131 	 7 	 1005 	
197 	 162 	 960 	
-142 	 456 	 1115 	
-212 	 197 	 1133 	
56 	 -193 	 820 	
-213 	 -26 	 1008 	
-167 	 -352 	 739 	
-92 	 292 	 1199 	
-17 	 111 	 1069 	
22 	 180 	 1065 	
-76 	 260 	 1168 	
-162 	 -290 	 814 	
-363 	 -232 	 858 	
-189 	 8 	 1045 	
-146 	 -144 	 895 	
0 	 213 	 1127 	
28 	 273 	 1123 	
-218 	 430 	 1345 	
-473 	 -79 	 1253 	
-330 	 -676 	 329 	
-263 	 85 	 1014 	
341 	 115 	 1029 	
-218 	 381 	 1303 	
-234 	 -77 	 1049 	
-394 	 -113 	 933 	
-552 	 -241 	 797 	
403 	 -148 	 1012 	
208 	 511 	 1344 	
-440 	 38 	 1157 	
-508 	 -590 	 555 	
-237 	 67 	 1138 	
-78 	 47 	 1218 	
275 	 24 	 1361 	
169 	 -232 	 1040 	
-364 	 -80 	 728 	
-510 	 15 	 813 	
-112 	 -16 	 939 	
699 	 193 	 1359 	
861 	 -25 	 1155 	
304 	 64 	 1050 	
-934 	 268 	 974 	
-761 	 -256 	 827 	
425 	 17 	 1299 	
1211 	 -121 	 1162 	
546 	 205 	 1216 	
-761 	 -35 	 827 	
-925 	 -43 	 941 	
156 	 -248 	 1098 	
959 	 -34 	 1251 	
519 	 226 	 1252 	
-524 	 -142 	 812 	
-1066 	 -56 	 925 	
-557 	 31 	 1164 	
836 	 -321 	 1034 	
1028 	 368 	 1284 	
401 	 224 	 1161 	
-1046 	 -142 	 795 	
-865 	 -23 	 1128 	
-96 	 141 	 1261 	
722 	 -190 	 944 	
857 	 222 	 1122 	
425 	 185 	 1110 	
-362 	 -47 	 995 	
-1358 	 -110 	 838 	
