STEVAL-MKI197V1 (LSM6DSOX)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	
71 	 -43 	 -979 	
68 	 -46 	 -993 	
81 	 -42 	 -990 	
70 	 -49 	 -996 	
69 	 -43 	 -998 	
97 	 -46 	 -981 	
103 	 -47 	 -986 	
77 	 -46 	 -1001 	
120 	 -45 	 -980 	
107 	 -49 	 -984 	
84 	 -51 	 -997 	
115 	 -49 	 -995 	
126 	 -44 	 -984 	
127 	 -46 	 -977 	
128 	 -45 	 -971 	
128 	 -49 	 -971 	
120 	 -47 	 -985 	
127 	 -50 	 -999 	
135 	 -49 	 -989 	
126 	 -50 	 -989 	
148 	 -50 	 -970 	
145 	 -42 	 -988 	
136 	 -44 	 -978 	
133 	 -49 	 -973 	
135 	 -47 	 -983 	
115 	 -51 	 -996 	
153 	 -49 	 -986 	
162 	 -51 	 -982 	
136 	 -48 	 -991 	
164 	 -47 	 -975 	
158 	 -45 	 -968 	
145 	 -46 	 -970 	
145 	 -43 	 -983 	
134 	 -45 	 -985 	
150 	 -49 	 -977 	
166 	 -47 	 -978 	
179 	 -52 	 -979 	
186 	 -49 	 -982 	
182 	 -51 	 -991 	
174 	 -49 	 -979 	
172 	 -46 	 -976 	
183 	 -50 	 -962 	
175 	 -43 	 -971 	
165 	 -44 	 -983 	
196 	 -46 	 -969 	
197 	 -46 	 -963 	
198 	 -46 	 -971 	
194 	 -48 	 -981 	
201 	 -49 	 -982 	
193 	 -48 	 -976 	
187 	 -46 	 -974 	
194 	 -46 	 -966 	
196 	 -44 	 -965 	
193 	 -46 	 -969 	
194 	 -46 	 -975 	
203 	 -46 	 -971 	
194 	 -48 	 -970 	
205 	 -54 	 -962 	
197 	 -58 	 -956 	
186 	 -54 	 -960 	
181 	 -61 	 -972 	
199 	 -74 	 -970 	
219 	 -70 	 -981 	
220 	 -90 	 -971 	
224 	 -87 	 -974 	
225 	 -82 	 -993 	
215 	 -87 	 -988 	
232 	 -90 	 -958 	
238 	 -91 	 -952 	
222 	 -92 	 -950 	
263 	 -93 	 -942 	
247 	 -96 	 -964 	
230 	 -97 	 -979 	
255 	 -95 	 -956 	
234 	 -94 	 -952 	
240 	 -92 	 -961 	
252 	 -96 	 -957 	
242 	 -93 	 -960 	
240 	 -96 	 -958 	
235 	 -98 	 -954 	
243 	 -98 	 -957 	
250 	 -101 	 -950 	
251 	 -107 	 -956 	
235 	 -134 	 -939 	
246 	 -90 	 -978 	
244 	 -103 	 -991 	
267 	 -123 	 -938 	
258 	 -118 	 -948 	
251 	 -117 	 -964 	
259 	 -118 	 -952 	
235 	 -123 	 -949 	
258 	 -118 	 -945 	
240 	 -117 	 -965 	
236 	 -122 	 -966 	
244 	 -124 	 -962 	
256 	 -125 	 -941 	
257 	 -118 	 -957 	
241 	 -127 	 -948 	
247 	 -135 	 -939 	
232 	 -127 	 -961 	
221 	 -145 	 -953 	
233 	 -132 	 -961 	
241 	 -155 	 -952 	
221 	 -137 	 -975 	
261 	 -151 	 -950 	
250 	 -152 	 -948 	
240 	 -158 	 -957 	
256 	 -161 	 -948 	
245 	 -177 	 -932 	
227 	 -163 	 -969 	
229 	 -153 	 -951 	
215 	 -160 	 -967 	
230 	 -167 	 -954 	
238 	 -172 	 -949 	
247 	 -178 	 -942 	
237 	 -179 	 -964 	
216 	 -182 	 -963 	
235 	 -183 	 -943 	
222 	 -177 	 -949 	
202 	 -187 	 -955 	
264 	 -186 	 -945 	
237 	 -196 	 -952 	
247 	 -181 	 -934 	
246 	 -189 	 -938 	
237 	 -200 	 -947 	
231 	 -194 	 -963 	
238 	 -206 	 -932 	
240 	 -197 	 -951 	
242 	 -201 	 -936 	
248 	 -200 	 -944 	
245 	 -209 	 -944 	
252 	 -207 	 -945 	
234 	 -201 	 -959 	
224 	 -212 	 -947 	
241 	 -204 	 -940 	
235 	 -207 	 -942 	
252 	 -205 	 -948 	
250 	 -215 	 -939 	
240 	 -209 	 -947 	
238 	 -211 	 -934 	
226 	 -204 	 -940 	
234 	 -214 	 -942 	
246 	 -215 	 -935 	
235 	 -230 	 -926 	
240 	 -225 	 -947 	
224 	 -243 	 -942 	
201 	 -226 	 -947 	
219 	 -225 	 -937 	
221 	 -241 	 -939 	
232 	 -252 	 -969 	
222 	 -258 	 -942 	
229 	 -256 	 -921 	
216 	 -251 	 -952 	
197 	 -259 	 -938 	
215 	 -256 	 -927 	
205 	 -266 	 -939 	
232 	 -265 	 -938 	
235 	 -266 	 -934 	
216 	 -269 	 -937 	
212 	 -273 	 -927 	
211 	 -264 	 -943 	
208 	 -274 	 -930 	
219 	 -272 	 -931 	
218 	 -274 	 -934 	
213 	 -271 	 -937 	
214 	 -274 	 -931 	
199 	 -271 	 -940 	
227 	 -277 	 -936 	
193 	 -273 	 -931 	
211 	 -273 	 -935 	
212 	 -273 	 -932 	
214 	 -278 	 -932 	
237 	 -271 	 -930 	
201 	 -278 	 -936 	
204 	 -281 	 -926 	
228 	 -277 	 -930 	
192 	 -274 	 -937 	
204 	 -273 	 -933 	
209 	 -281 	 -936 	
195 	 -262 	 -941 	
175 	 -267 	 -950 	
146 	 -276 	 -941 	
103 	 -311 	 -940 	
146 	 -319 	 -928 	
223 	 -321 	 -927 	
181 	 -312 	 -933 	
158 	 -304 	 -933 	
148 	 -296 	 -939 	
129 	 -292 	 -942 	
139 	 -282 	 -951 	
136 	 -287 	 -948 	
144 	 -286 	 -946 	
170 	 -294 	 -927 	
184 	 -298 	 -932 	
157 	 -317 	 -924 	
181 	 -324 	 -927 	
169 	 -330 	 -924 	
146 	 -337 	 -933 	
150 	 -342 	 -916 	
180 	 -342 	 -925 	
137 	 -341 	 -923 	
169 	 -338 	 -920 	
170 	 -344 	 -923 	
132 	 -346 	 -924 	
174 	 -347 	 -912 	
146 	 -356 	 -921 	
137 	 -353 	 -922 	
148 	 -348 	 -921 	
130 	 -354 	 -924 	
128 	 -362 	 -917 	
143 	 -359 	 -918 	
130 	 -353 	 -924 	
111 	 -362 	 -920 	
150 	 -367 	 -912 	
114 	 -370 	 -923 	
126 	 -369 	 -914 	
131 	 -370 	 -917 	
87 	 -367 	 -916 	
98 	 -365 	 -921 	
123 	 -364 	 -923 	
68 	 -364 	 -928 	
68 	 -363 	 -925 	
74 	 -371 	 -919 	
56 	 -367 	 -929 	
74 	 -359 	 -925 	
81 	 -365 	 -924 	
55 	 -364 	 -925 	
63 	 -365 	 -924 	
61 	 -366 	 -926 	
72 	 -364 	 -923 	
66 	 -366 	 -926 	
69 	 -371 	 -921 	
94 	 -372 	 -917 	
55 	 -371 	 -921 	
38 	 -364 	 -929 	
60 	 -367 	 -919 	
52 	 -364 	 -933 	
41 	 -370 	 -917 	
53 	 -370 	 -927 	
63 	 -370 	 -921 	
38 	 -374 	 -928 	
39 	 -367 	 -921 	
42 	 -373 	 -925 	
54 	 -368 	 -924 	
35 	 -366 	 -927 	
40 	 -363 	 -925 	
32 	 -361 	 -928 	
30 	 -354 	 -922 	
45 	 -361 	 -926 	
46 	 -356 	 -932 	
17 	 -368 	 -933 	
27 	 -365 	 -931 	
21 	 -355 	 -923 	
39 	 -347 	 -932 	
10 	 -330 	 -947 	
9 	 -328 	 -927 	
20 	 -327 	 -948 	
-16 	 -340 	 -933 	
-36 	 -327 	 -946 	
-2 	 -321 	 -940 	
33 	 -317 	 -945 	
-2 	 -316 	 -942 	
-4 	 -318 	 -944 	
-1 	 -318 	 -945 	
6 	 -317 	 -940 	
1 	 -324 	 -942 	
14 	 -320 	 -943 	
7 	 -314 	 -947 	
15 	 -318 	 -939 	
28 	 -328 	 -946 	
3 	 -289 	 -982 	
-17 	 -221 	 -1044 	
-49 	 -314 	 -904 	
99 	 -283 	 -796 	
-8 	 -212 	 -1065 	
-36 	 -238 	 -971 	
13 	 -231 	 -950 	
-10 	 -234 	 -975 	
4 	 -238 	 -973 	
-20 	 -223 	 -967 	
-17 	 -209 	 -969 	
-27 	 -214 	 -970 	
-49 	 -221 	 -968 	
-15 	 -208 	 -988 	
18 	 -200 	 -968 	
0 	 -195 	 -971 	
-37 	 -187 	 -977 	
-67 	 -164 	 -988 	
-52 	 -175 	 -982 	
-35 	 -161 	 -998 	
-46 	 -159 	 -985 	
-29 	 -148 	 -989 	
-63 	 -121 	 -1032 	
-82 	 -122 	 -1003 	
-55 	 -132 	 -922 	
-82 	 -96 	 -987 	
-125 	 -78 	 -1009 	
-114 	 -69 	 -983 	
-121 	 -51 	 -950 	
-185 	 -29 	 -981 	
-180 	 -20 	 -946 	
-211 	 -10 	 -979 	
-193 	 -19 	 -972 	
-214 	 -17 	 -963 	
-230 	 -18 	 -975 	
-231 	 -19 	 -945 	
-264 	 -13 	 -939 	
-260 	 -22 	 -919 	
-302 	 -12 	 -986 	
-286 	 -41 	 -956 	
-247 	 -63 	 -946 	
-295 	 -42 	 -998 	
-252 	 -71 	 -912 	
-300 	 -40 	 -974 	
-323 	 -49 	 -951 	
-275 	 -70 	 -915 	
-317 	 -67 	 -956 	
-328 	 -75 	 -949 	
-306 	 -71 	 -932 	
-334 	 -72 	 -966 	
-306 	 -80 	 -929 	
-332 	 -67 	 -937 	
-364 	 -82 	 -925 	
-346 	 -81 	 -923 	
-358 	 -72 	 -924 	
-374 	 -77 	 -933 	
-353 	 -80 	 -920 	
-362 	 -76 	 -927 	
-390 	 -77 	 -918 	
-386 	 -73 	 -912 	
-391 	 -70 	 -909 	
-405 	 -71 	 -915 	
-390 	 -71 	 -905 	
-389 	 -75 	 -905 	
-383 	 -65 	 -918 	
-400 	 -67 	 -902 	
-419 	 -71 	 -905 	
-413 	 -69 	 -903 	
-414 	 -64 	 -898 	
-398 	 -61 	 -919 	
-390 	 -58 	 -908 	
-408 	 -58 	 -906 	
-392 	 -61 	 -908 	
-406 	 -58 	 -908 	
-417 	 -63 	 -904 	
-397 	 -68 	 -905 	
-392 	 -73 	 -909 	
-404 	 -63 	 -923 	
-388 	 -62 	 -916 	
-389 	 -64 	 -912 	
-410 	 -64 	 -905 	
-413 	 -64 	 -898 	
-419 	 -71 	 -906 	
-396 	 -72 	 -904 	
-421 	 -68 	 -901 	
-414 	 -61 	 -912 	
-421 	 -67 	 -899 	
-386 	 -74 	 -909 	
-393 	 -87 	 -893 	
-405 	 -67 	 -922 	
-417 	 -68 	 -903 	
-422 	 -70 	 -905 	
-415 	 -89 	 -879 	
-430 	 -80 	 -909 	
-437 	 -89 	 -900 	
-421 	 -99 	 -874 	
-427 	 -84 	 -929 	
-451 	 -88 	 -933 	
-430 	 -94 	 -914 	
-413 	 -89 	 -876 	
-417 	 -87 	 -859 	
-426 	 -81 	 -869 	
-437 	 -89 	 -873 	
-456 	 -69 	 -917 	
-469 	 -92 	 -892 	
-452 	 -84 	 -885 	
-487 	 -92 	 -863 	
-501 	 -85 	 -866 	
-510 	 -85 	 -862 	
-487 	 -82 	 -836 	
-483 	 -78 	 -842 	
-510 	 -85 	 -844 	
-505 	 -87 	 -855 	
-532 	 -94 	 -853 	
-495 	 -89 	 -849 	
-544 	 -88 	 -874 	
-489 	 -97 	 -841 	
-499 	 -90 	 -864 	
-520 	 -96 	 -857 	
-488 	 -96 	 -855 	
-508 	 -94 	 -863 	
-485 	 -92 	 -865 	
-503 	 -97 	 -854 	
-497 	 -95 	 -861 	
-508 	 -94 	 -864 	
-483 	 -91 	 -865 	
-472 	 -88 	 -868 	
-482 	 -93 	 -862 	
-479 	 -89 	 -872 	
-473 	 -81 	 -887 	
-459 	 -86 	 -868 	
-454 	 -79 	 -872 	
-467 	 -74 	 -899 	
-458 	 -75 	 -892 	
-415 	 -68 	 -885 	
-466 	 -59 	 -933 	
-459 	 -37 	 -941 	
-448 	 -35 	 -919 	
-456 	 -31 	 -885 	
-425 	 -1 	 -862 	
-428 	 16 	 -845 	
-421 	 30 	 -845 	
-423 	 61 	 -890 	
-466 	 62 	 -931 	
-476 	 94 	 -960 	
-483 	 98 	 -916 	
-475 	 104 	 -854 	
-465 	 144 	 -849 	
-462 	 156 	 -834 	
-432 	 178 	 -821 	
-444 	 185 	 -828 	
-450 	 201 	 -863 	
-452 	 203 	 -861 	
-470 	 205 	 -864 	
-466 	 213 	 -871 	
-447 	 219 	 -856 	
-448 	 234 	 -880 	
-447 	 236 	 -855 	
-429 	 243 	 -853 	
-451 	 246 	 -838 	
-422 	 257 	 -838 	
-421 	 262 	 -844 	
-420 	 262 	 -847 	
-437 	 268 	 -864 	
-453 	 284 	 -877 	
-452 	 278 	 -855 	
-432 	 275 	 -826 	
-433 	 293 	 -837 	
-441 	 294 	 -831 	
-429 	 294 	 -836 	
-404 	 300 	 -829 	
-409 	 304 	 -839 	
-432 	 305 	 -848 	
-439 	 305 	 -849 	
-424 	 306 	 -840 	
-437 	 306 	 -845 	
-430 	 307 	 -850 	
-422 	 309 	 -846 	
-427 	 312 	 -839 	
-415 	 307 	 -828 	
-423 	 311 	 -840 	
-424 	 311 	 -837 	
-423 	 311 	 -843 	
-431 	 312 	 -843 	
-420 	 311 	 -844 	
-424 	 315 	 -852 	
-414 	 307 	 -854 	
-375 	 318 	 -831 	
-394 	 333 	 -878 	
-381 	 328 	 -905 	
-321 	 319 	 -879 	
-317 	 333 	 -851 	
-361 	 343 	 -864 	
-365 	 341 	 -842 	
-371 	 349 	 -848 	
-365 	 352 	 -867 	
-335 	 356 	 -854 	
-345 	 362 	 -857 	
-343 	 367 	 -862 	
-364 	 376 	 -866 	
-364 	 389 	 -881 	
-346 	 380 	 -830 	
-318 	 379 	 -804 	
-342 	 388 	 -824 	
-329 	 393 	 -819 	
-326 	 396 	 -830 	
-352 	 390 	 -861 	
-341 	 396 	 -869 	
-334 	 391 	 -860 	
-328 	 387 	 -853 	
-311 	 390 	 -841 	
-329 	 397 	 -888 	
-302 	 399 	 -911 	
-251 	 397 	 -875 	
-241 	 389 	 -853 	
-242 	 396 	 -857 	
-216 	 398 	 -818 	
-216 	 402 	 -847 	
-246 	 402 	 -879 	
-252 	 411 	 -906 	
-240 	 406 	 -885 	
-226 	 400 	 -862 	
-247 	 403 	 -874 	
-238 	 402 	 -877 	
-216 	 406 	 -871 	
-221 	 403 	 -870 	
-217 	 406 	 -877 	
-213 	 402 	 -868 	
-218 	 409 	 -882 	
-227 	 407 	 -882 	
-220 	 402 	 -879 	
-221 	 404 	 -876 	
-215 	 407 	 -876 	
-221 	 406 	 -882 	
-224 	 404 	 -873 	
-232 	 405 	 -876 	
-226 	 406 	 -873 	
-218 	 403 	 -875 	
-216 	 405 	 -882 	
-220 	 402 	 -882 	
-221 	 403 	 -878 	
-220 	 401 	 -867 	
-229 	 404 	 -877 	
-231 	 404 	 -881 	
-230 	 400 	 -879 	
-221 	 399 	 -877 	
-224 	 401 	 -888 	
-215 	 397 	 -869 	
-228 	 402 	 -886 	
-222 	 398 	 -878 	
-228 	 400 	 -888 	
-222 	 397 	 -878 	
-218 	 396 	 -872 	
-225 	 397 	 -878 	
-227 	 399 	 -880 	
-232 	 398 	 -879 	
-228 	 394 	 -862 	
-225 	 385 	 -866 	
-232 	 378 	 -892 	
-241 	 386 	 -931 	
-228 	 385 	 -909 	
-202 	 384 	 -875 	
-212 	 385 	 -867 	
-234 	 386 	 -879 	
-245 	 383 	 -881 	
-238 	 381 	 -888 	
-213 	 377 	 -888 	
-214 	 376 	 -900 	
-210 	 380 	 -891 	
-219 	 378 	 -887 	
-226 	 379 	 -889 	
-214 	 379 	 -898 	
-209 	 380 	 -916 	
-178 	 373 	 -900 	
-132 	 365 	 -886 	
-125 	 364 	 -910 	
-118 	 373 	 -946 	
-101 	 364 	 -937 	
-73 	 360 	 -916 	
-53 	 356 	 -890 	
-42 	 358 	 -898 	
-58 	 356 	 -929 	
-51 	 352 	 -946 	
-2 	 349 	 -940 	
73 	 315 	 -859 	
59 	 325 	 -958 	
36 	 319 	 -948 	
61 	 295 	 -909 	
136 	 305 	 -942 	
62 	 304 	 -987 	
77 	 289 	 -957 	
158 	 259 	 -870 	
137 	 274 	 -957 	
115 	 269 	 -974 	
166 	 254 	 -942 	
162 	 253 	 -948 	
128 	 247 	 -966 	
161 	 232 	 -927 	
133 	 240 	 -982 	
100 	 241 	 -993 	
112 	 220 	 -933 	
161 	 219 	 -926 	
133 	 216 	 -965 	
152 	 215 	 -969 	
184 	 203 	 -935 	
150 	 209 	 -974 	
145 	 209 	 -971 	
156 	 205 	 -955 	
135 	 206 	 -967 	
131 	 209 	 -967 	
130 	 203 	 -959 	
146 	 202 	 -956 	
156 	 205 	 -967 	
160 	 204 	 -956 	
151 	 201 	 -951 	
143 	 205 	 -963 	
138 	 205 	 -964 	
137 	 208 	 -964 	
146 	 200 	 -949 	
156 	 203 	 -957 	
142 	 205 	 -958 	
137 	 206 	 -967 	
144 	 202 	 -955 	
136 	 206 	 -957 	
142 	 203 	 -951 	
142 	 202 	 -964 	
146 	 203 	 -964 	
146 	 201 	 -958 	
149 	 202 	 -956 	
151 	 199 	 -950 	
142 	 201 	 -963 	
138 	 200 	 -963 	
150 	 200 	 -963 	
157 	 196 	 -957 	
146 	 197 	 -959 	
149 	 199 	 -961 	
156 	 198 	 -946 	
152 	 198 	 -961 	
151 	 195 	 -960 	
156 	 195 	 -961 	
153 	 193 	 -964 	
154 	 193 	 -959 	
162 	 194 	 -951 	
154 	 189 	 -946 	
156 	 192 	 -961 	
157 	 187 	 -950 	
160 	 182 	 -966 	
159 	 177 	 -969 	
170 	 176 	 -959 	
168 	 174 	 -968 	
175 	 172 	 -960 	
192 	 171 	 -955 	
180 	 172 	 -964 	
182 	 168 	 -959 	
181 	 166 	 -960 	
183 	 166 	 -961 	
185 	 163 	 -956 	
179 	 163 	 -958 	
186 	 163 	 -958 	
184 	 163 	 -958 	
186 	 160 	 -953 	
182 	 158 	 -960 	
186 	 160 	 -965 	
183 	 158 	 -975 	
188 	 157 	 -965 	
191 	 155 	 -950 	
194 	 156 	 -949 	
179 	 158 	 -963 	
182 	 158 	 -960 	
193 	 153 	 -955 	
185 	 147 	 -958 	
192 	 144 	 -967 	
201 	 145 	 -964 	
204 	 142 	 -959 	
211 	 146 	 -955 	
215 	 135 	 -944 	
219 	 138 	 -955 	
197 	 136 	 -978 	
205 	 134 	 -972 	
210 	 131 	 -961 	
217 	 132 	 -958 	
216 	 129 	 -952 	
228 	 129 	 -945 	
222 	 128 	 -955 	
224 	 127 	 -942 	
228 	 127 	 -969 	
232 	 128 	 -981 	
246 	 120 	 -960 	
243 	 112 	 -929 	
251 	 115 	 -931 	
242 	 109 	 -930 	
263 	 106 	 -945 	
255 	 105 	 -975 	
255 	 97 	 -967 	
253 	 86 	 -960 	
280 	 73 	 -921 	
277 	 75 	 -945 	
275 	 63 	 -941 	
278 	 67 	 -963 	
269 	 62 	 -957 	
266 	 54 	 -943 	
268 	 36 	 -922 	
268 	 38 	 -952 	
275 	 24 	 -966 	
289 	 19 	 -960 	
278 	 10 	 -967 	
269 	 0 	 -947 	
280 	 -5 	 -935 	
274 	 -10 	 -955 	
264 	 -16 	 -952 	
267 	 -18 	 -991 	
277 	 -41 	 -949 	
276 	 -40 	 -949 	
283 	 -47 	 -928 	
297 	 -58 	 -945 	
299 	 -61 	 -971 	
273 	 -71 	 -977 	
284 	 -68 	 -953 	
273 	 -78 	 -957 	
276 	 -78 	 -967 	
284 	 -84 	 -950 	
293 	 -81 	 -943 	
301 	 -76 	 -947 	
294 	 -84 	 -937 	
285 	 -78 	 -942 	
273 	 -82 	 -941 	
282 	 -89 	 -945 	
290 	 -93 	 -945 	
285 	 -83 	 -965 	
277 	 -96 	 -938 	
282 	 -103 	 -935 	
294 	 -103 	 -931 	
298 	 -105 	 -933 	
282 	 -117 	 -963 	
287 	 -120 	 -946 	
296 	 -117 	 -940 	
300 	 -132 	 -927 	
296 	 -131 	 -940 	
292 	 -139 	 -948 	
290 	 -144 	 -947 	
292 	 -152 	 -942 	
281 	 -151 	 -930 	
299 	 -161 	 -922 	
303 	 -160 	 -948 	
307 	 -173 	 -940 	
297 	 -173 	 -939 	
293 	 -175 	 -921 	
276 	 -178 	 -940 	
273 	 -184 	 -932 	
280 	 -191 	 -938 	
283 	 -189 	 -926 	
263 	 -191 	 -956 	
266 	 -202 	 -933 	
282 	 -200 	 -932 	
266 	 -198 	 -951 	
264 	 -206 	 -922 	
273 	 -208 	 -940 	
280 	 -207 	 -936 	
259 	 -215 	 -937 	
239 	 -217 	 -950 	
243 	 -216 	 -945 	
267 	 -204 	 -926 	
242 	 -213 	 -937 	
218 	 -217 	 -940 	
234 	 -211 	 -955 	
232 	 -213 	 -923 	
198 	 -220 	 -948 	
207 	 -220 	 -942 	
210 	 -214 	 -935 	
177 	 -222 	 -964 	
192 	 -221 	 -960 	
197 	 -228 	 -959 	
151 	 -236 	 -968 	
188 	 -225 	 -985 	
173 	 -216 	 -907 	
144 	 -222 	 -957 	
152 	 -226 	 -959 	
157 	 -231 	 -959 	
158 	 -229 	 -944 	
157 	 -228 	 -942 	
141 	 -231 	 -953 	
137 	 -242 	 -961 	
132 	 -246 	 -963 	
161 	 -238 	 -977 	
144 	 -240 	 -934 	
124 	 -235 	 -927 	
149 	 -234 	 -922 	
152 	 -239 	 -965 	
93 	 -250 	 -970 	
102 	 -260 	 -956 	
116 	 -265 	 -953 	
103 	 -267 	 -948 	
105 	 -262 	 -948 	
107 	 -263 	 -933 	
81 	 -267 	 -941 	
89 	 -285 	 -1026 	
130 	 -301 	 -970 	
80 	 -286 	 -933 	
61 	 -290 	 -948 	
94 	 -290 	 -943 	
98 	 -290 	 -956 	
54 	 -297 	 -946 	
32 	 -294 	 -946 	
50 	 -295 	 -955 	
25 	 -304 	 -946 	
22 	 -306 	 -949 	
1 	 -309 	 -943 	
7 	 -311 	 -949 	
-7 	 -315 	 -944 	
-5 	 -320 	 -947 	
11 	 -317 	 -943 	
-25 	 -319 	 -941 	
-15 	 -316 	 -944 	
-44 	 -318 	 -944 	
-37 	 -327 	 -936 	
-32 	 -326 	 -955 	
-75 	 -322 	 -939 	
-66 	 -328 	 -929 	
-41 	 -329 	 -949 	
-90 	 -315 	 -939 	
-61 	 -326 	 -934 	
-97 	 -321 	 -939 	
-86 	 -321 	 -939 	
-84 	 -328 	 -935 	
-83 	 -323 	 -940 	
-86 	 -320 	 -944 	
-67 	 -333 	 -932 	
-106 	 -325 	 -937 	
-86 	 -324 	 -940 	
-83 	 -325 	 -936 	
-102 	 -328 	 -933 	
-80 	 -336 	 -931 	
-100 	 -335 	 -938 	
-79 	 -334 	 -938 	
-75 	 -332 	 -936 	
-108 	 -334 	 -942 	
-90 	 -333 	 -939 	
-118 	 -336 	 -939 	
-160 	 -350 	 -935 	
-107 	 -328 	 -906 	
-164 	 -325 	 -922 	
-159 	 -330 	 -927 	
-156 	 -342 	 -927 	
-153 	 -342 	 -921 	
-163 	 -356 	 -915 	
-144 	 -364 	 -915 	
-139 	 -370 	 -913 	
-134 	 -369 	 -914 	
-155 	 -373 	 -920 	
-138 	 -365 	 -919 	
-123 	 -365 	 -915 	
-159 	 -356 	 -927 	
-163 	 -362 	 -920 	
-126 	 -360 	 -907 	
-198 	 -366 	 -911 	
-173 	 -358 	 -917 	
-147 	 -363 	 -914 	
-184 	 -354 	 -911 	
-190 	 -359 	 -916 	
-185 	 -359 	 -918 	
-177 	 -361 	 -899 	
-200 	 -368 	 -904 	
-203 	 -364 	 -913 	
-194 	 -357 	 -907 	
-196 	 -356 	 -913 	
-190 	 -362 	 -912 	
-231 	 -364 	 -907 	
-212 	 -362 	 -895 	
-198 	 -369 	 -901 	
-226 	 -366 	 -903 	
-228 	 -356 	 -903 	
-217 	 -353 	 -905 	
-246 	 -349 	 -910 	
-246 	 -343 	 -896 	
-223 	 -339 	 -907 	
-243 	 -338 	 -910 	
-242 	 -331 	 -915 	
-259 	 -337 	 -906 	
-263 	 -335 	 -901 	
-255 	 -341 	 -899 	
-234 	 -333 	 -908 	
-269 	 -338 	 -904 	
-291 	 -344 	 -894 	
-240 	 -339 	 -894 	
-285 	 -334 	 -903 	
-279 	 -329 	 -893 	
-283 	 -332 	 -898 	
-313 	 -318 	 -897 	
-287 	 -329 	 -889 	
-289 	 -323 	 -899 	
-284 	 -322 	 -904 	
-266 	 -317 	 -909 	
-307 	 -307 	 -904 	
-316 	 -293 	 -913 	
-267 	 -332 	 -878 	
-310 	 -305 	 -902 	
-300 	 -295 	 -903 	
-332 	 -309 	 -891 	
-302 	 -298 	 -899 	
-319 	 -296 	 -904 	
-340 	 -284 	 -901 	
-305 	 -292 	 -883 	
-286 	 -293 	 -921 	
-344 	 -261 	 -907 	
-345 	 -272 	 -882 	
-297 	 -277 	 -922 	
-380 	 -261 	 -868 	
-336 	 -266 	 -899 	
-347 	 -257 	 -910 	
-339 	 -254 	 -885 	
-336 	 -253 	 -921 	
-341 	 -241 	 -907 	
-330 	 -245 	 -911 	
-370 	 -218 	 -944 	
-307 	 -247 	 -876 	
-337 	 -210 	 -930 	
-345 	 -231 	 -909 	
-277 	 -215 	 -905 	
-312 	 -189 	 -951 	
-308 	 -201 	 -933 	
-289 	 -192 	 -920 	
-326 	 -169 	 -962 	
-292 	 -190 	 -889 	
-336 	 -163 	 -933 	
-325 	 -155 	 -943 	
-297 	 -160 	 -915 	
-340 	 -135 	 -959 	
-320 	 -156 	 -879 	
-294 	 -141 	 -921 	
-349 	 -113 	 -966 	
-298 	 -138 	 -976 	
-282 	 -149 	 -902 	
-353 	 -118 	 -942 	
-317 	 -130 	 -916 	
-334 	 -101 	 -947 	
-329 	 -105 	 -921 	
-304 	 -101 	 -929 	
