Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	
1029959	-3026	-5832	4970	-369.172	-711.504	606.340	
1050267	-3020	-5826	4989	-368.440	-710.772	608.658	
1070575	-3030	-5825	4997	-369.660	-710.650	609.634	
1090883	-3028	-5811	4986	-369.416	-708.942	608.292	
1111192	-3032	-5822	4969	-369.904	-710.284	606.218	
1131499	-3027	-5837	4952	-369.294	-712.114	604.144	
1151807	-3036	-5835	4955	-370.392	-711.870	604.510	
1172116	-3042	-5822	4953	-371.124	-710.284	604.266	
1192428	-3041	-5808	4965	-371.002	-708.576	605.730	
1212736	-3038	-5819	4971	-370.636	-709.918	606.462	
1233045	-3036	-5822	4966	-370.392	-710.284	605.852	
1253354	-3032	-5829	4961	-369.904	-711.138	605.242	
1273661	-3035	-5833	4965	-370.270	-711.626	605.730	
1293969	-3038	-5827	4972	-370.636	-710.894	606.584	
1314277	-3033	-5814	4967	-370.026	-709.308	605.974	
1334582	-3027	-5810	4958	-369.294	-708.820	604.876	
1354888	-3026	-5828	4955	-369.172	-711.016	604.510	
1375196	-3021	-5838	4957	-368.562	-712.236	604.754	
1395505	-3037	-5829	4965	-370.514	-711.138	605.730	
1415814	-3041	-5809	4981	-371.002	-708.698	607.682	
1436125	-3053	-5797	4960	-372.466	-707.234	605.120	
1456435	-3036	-5823	4962	-370.392	-710.406	605.364	
1476744	-3034	-5858	4957	-370.148	-714.676	604.754	
1497052	-3038	-5864	4960	-370.636	-715.408	605.120	
1517361	-3026	-5823	4976	-369.172	-710.406	607.072	
1537671	-3020	-5791	4997	-368.440	-706.502	609.634	
1557981	-3029	-5817	4982	-369.538	-709.674	607.804	
1578288	-3034	-5840	4967	-370.148	-712.480	605.974	
1598597	-3035	-5830	4950	-370.270	-711.260	603.900	
1618905	-3035	-5806	4944	-370.270	-708.332	603.168	
1639213	-3045	-5794	4957	-371.490	-706.868	604.754	
1659520	-3047	-5807	4961	-371.734	-708.454	605.242	
1679828	-3040	-5827	4964	-370.880	-710.894	605.608	
1700136	-3036	-5835	4966	-370.392	-711.870	605.852	
1720443	-3023	-5830	4977	-368.806	-711.260	607.194	
1740749	-3018	-5821	4983	-368.196	-710.162	607.926	
1761059	-3020	-5803	4976	-368.440	-707.966	607.072	
1781366	-3028	-5807	4958	-369.416	-708.454	604.876	
1801674	-3026	-5817	4956	-369.172	-709.674	604.632	
1821982	-3032	-5843	4955	-369.904	-712.846	604.510	
1842290	-3033	-5845	4952	-370.026	-713.090	604.144	
1862598	-3033	-5834	4954	-370.026	-711.748	604.388	
1882906	-3026	-5815	4958	-369.172	-709.430	604.876	
1903215	-3030	-5809	4972	-369.660	-708.698	606.584	
1923524	-3030	-5809	4979	-369.660	-708.698	607.438	
1943834	-3028	-5833	4982	-369.416	-711.626	607.804	
1964144	-3025	-5840	4970	-369.050	-712.480	606.340	
1984455	-3020	-5835	4969	-368.440	-711.870	606.218	
2004762	-3026	-5840	4959	-369.172	-712.480	604.998	
2025074	-3023	-5833	4953	-368.806	-711.626	604.266	
2045385	-3024	-5845	4961	-368.928	-713.090	605.242	
2065694	-3024	-5841	4958	-368.928	-712.602	604.876	
2086003	-3022	-5832	4950	-368.684	-711.504	603.900	
2106314	-3039	-5829	4954	-370.758	-711.138	604.388	
2126623	-3039	-5818	4947	-370.758	-709.796	603.534	
2146933	-3038	-5825	4941	-370.636	-710.650	602.802	
2167245	-3037	-5847	4949	-370.514	-713.334	603.778	
2187554	-3038	-5850	4960	-370.636	-713.700	605.120	
2207863	-3038	-5841	4967	-370.636	-712.602	605.974	
2228172	-3033	-5819	4965	-370.026	-709.918	605.730	
2248482	-3037	-5802	4964	-370.514	-707.844	605.608	
2268791	-3041	-5812	4953	-371.002	-709.064	604.266	
2289100	-3038	-5842	4951	-370.636	-712.724	604.022	
2309408	-3036	-5844	4951	-370.392	-712.968	604.022	
2329717	-3039	-5837	4959	-370.758	-712.114	604.998	
2350029	-3033	-5822	4963	-370.026	-710.284	605.486	
2370337	-3027	-5816	4967	-369.294	-709.552	605.974	
2390647	-3025	-5821	4961	-369.050	-710.162	605.242	
2410956	-3034	-5834	4955	-370.148	-711.748	604.510	
2431262	-3040	-5838	4974	-370.880	-712.236	606.828	
2451569	-3049	-5818	4980	-371.978	-709.796	607.560	
2471877	-3036	-5822	4982	-370.392	-710.284	607.804	
2492187	-3051	-5854	4986	-372.222	-714.188	608.292	
2512495	-3060	-5867	4962	-373.320	-715.774	605.364	
2532804	-3061	-5816	4939	-373.442	-709.552	602.558	
2553113	-3044	-5780	4946	-371.368	-705.160	603.412	
2573424	-3047	-5806	4960	-371.734	-708.332	605.120	
2593733	-3049	-5842	4953	-371.978	-712.724	604.266	
2614043	-3049	-5827	4942	-371.978	-710.894	602.924	
2634349	-3050	-5782	4943	-372.100	-705.404	603.046	
2654657	-3075	-5782	4952	-375.150	-705.404	604.144	
2674966	-3090	-5789	4957	-376.980	-706.258	604.754	
2695276	-3088	-5823	4948	-376.736	-710.406	603.656	
2715585	-3067	-5844	4942	-374.174	-712.968	602.924	
2735893	-3064	-5825	4938	-373.808	-710.650	602.436	
2756201	-3054	-5815	4939	-372.588	-709.430	602.558	
2776509	-3053	-5818	4971	-372.466	-709.796	606.462	
2796817	-3068	-5810	4983	-374.296	-708.820	607.926	
2817125	-3074	-5785	4977	-375.028	-705.770	607.194	
2837433	-3080	-5807	4954	-375.760	-708.454	604.388	
2857743	-3078	-5840	4954	-375.516	-712.480	604.388	
2878053	-3074	-5837	4955	-375.028	-712.114	604.510	
2898363	-3068	-5791	4964	-374.296	-706.502	605.608	
2918670	-3073	-5784	4962	-374.906	-705.648	605.364	
2938976	-3073	-5800	4962	-374.906	-707.600	605.364	
2959285	-3079	-5820	4958	-375.638	-710.040	604.876	
2979593	-3087	-5822	4938	-376.614	-710.284	602.436	
2999902	-3080	-5824	4930	-375.760	-710.528	601.460	
3020208	-3084	-5803	4953	-376.248	-707.966	604.266	
3040514	-3073	-5823	4954	-374.906	-710.406	604.388	
3060821	-3082	-5817	4942	-376.004	-709.674	602.924	
3081128	-3085	-5811	4928	-376.370	-708.942	601.216	
3101436	-3094	-5810	4923	-377.468	-708.820	600.606	
3121743	-3093	-5823	4923	-377.346	-710.406	600.606	
3142049	-3091	-5823	4944	-377.102	-710.406	603.168	
3162354	-3087	-5814	4959	-376.614	-709.308	604.998	
3182660	-3095	-5804	4963	-377.590	-708.088	605.486	
3202964	-3094	-5791	4959	-377.468	-706.502	604.998	
3223270	-3077	-5801	4966	-375.394	-707.722	605.852	
3243577	-3084	-5798	4956	-376.248	-707.356	604.632	
3263882	-3070	-5800	4956	-374.540	-707.600	604.632	
3284189	-3073	-5812	4945	-374.906	-709.064	603.290	
3304496	-3077	-5823	4946	-375.394	-710.406	603.412	
3324805	-3081	-5816	4951	-375.882	-709.552	604.022	
3345114	-3092	-5800	4961	-377.224	-707.600	605.242	
3365422	-3094	-5801	4948	-377.468	-707.722	603.656	
3385729	-3089	-5817	4939	-376.858	-709.674	602.558	
3406036	-3085	-5827	4941	-376.370	-710.894	602.802	
3426343	-3082	-5829	4934	-376.004	-711.138	601.948	
3446653	-3065	-5815	4967	-373.930	-709.430	605.974	
3466961	-3082	-5795	4988	-376.004	-706.990	608.536	
3487271	-3088	-5797	4974	-376.736	-707.234	606.828	
3507579	-3091	-5841	4922	-377.102	-712.602	600.484	
3527884	-3080	-5827	4924	-375.760	-710.894	600.728	
3548190	-3105	-5778	4910	-378.810	-704.916	599.020	
3568497	-3095	-5793	4908	-377.590	-706.746	598.776	
3588805	-3099	-5812	4949	-378.078	-709.064	603.778	
3609115	-3090	-5848	4960	-376.980	-713.456	605.120	
3629424	-3082	-5834	4948	-376.004	-711.748	603.656	
3649733	-3063	-5803	4937	-373.686	-707.966	602.314	
3670041	-3074	-5793	4945	-375.028	-706.746	603.290	
3690350	-3075	-5800	4952	-375.150	-707.600	604.144	
3710660	-3064	-5806	4960	-373.808	-708.332	605.120	
3730968	-3065	-5813	4989	-373.930	-709.186	608.658	
3751274	-3075	-5822	4987	-375.150	-710.284	608.414	
3771585	-3075	-5817	4971	-375.150	-709.674	606.462	
3791892	-3077	-5807	4960	-375.394	-708.454	605.120	
3812200	-3075	-5792	4944	-375.150	-706.624	603.168	
3832510	-3073	-5804	4930	-374.906	-708.088	601.460	
3852820	-3062	-5827	4928	-373.564	-710.894	601.216	
3873129	-3066	-5835	4941	-374.052	-711.870	602.802	
3893437	-3075	-5827	4956	-375.150	-710.894	604.632	
3913746	-3085	-5805	4964	-376.370	-708.210	605.608	
3934057	-3086	-5802	4966	-376.492	-707.844	605.852	
3954365	-3083	-5800	4950	-376.126	-707.600	603.900	
3974673	-3080	-5798	4950	-375.760	-707.356	603.900	
3994980	-3083	-5811	4951	-376.126	-708.942	604.022	
4015288	-3078	-5810	4955	-375.516	-708.820	604.510	
4035595	-3067	-5820	4951	-374.174	-710.040	604.022	
4055907	-3066	-5823	4954	-374.052	-710.406	604.388	
4076216	-3071	-5819	4967	-374.662	-709.918	605.974	
4096523	-3063	-5812	4976	-373.686	-709.064	607.072	
4116829	-3053	-5809	4970	-372.466	-708.698	606.340	
4137140	-3055	-5816	4958	-372.710	-709.552	604.876	
4157450	-3068	-5820	4957	-374.296	-710.040	604.754	
4177759	-3070	-5809	4956	-374.540	-708.698	604.632	
4198067	-3076	-5815	4956	-375.272	-709.430	604.632	
4218376	-3083	-5820	4947	-376.126	-710.040	603.534	
4238682	-3076	-5817	4940	-375.272	-709.674	602.680	
4258989	-3081	-5815	4942	-375.882	-709.430	602.924	
4279298	-3074	-5827	4971	-375.028	-710.894	606.462	
4299605	-3078	-5838	4986	-375.516	-712.236	608.292	
4319911	-3074	-5814	4977	-375.028	-709.308	607.194	
4340218	-3066	-5803	4952	-374.052	-707.966	604.144	
4360524	-3064	-5808	4932	-373.808	-708.576	601.704	
4380836	-3067	-5815	4934	-374.174	-709.430	601.948	
4401145	-3070	-5806	4945	-374.540	-708.332	603.290	
4421454	-3072	-5817	4960	-374.784	-709.674	605.120	
4441765	-3080	-5814	4953	-375.760	-709.308	604.266	
4462074	-3080	-5819	4941	-375.760	-709.918	602.802	
4482384	-3070	-5816	4933	-374.540	-709.552	601.826	
4502693	-3076	-5801	4955	-375.272	-707.722	604.510	
4523004	-3066	-5801	4960	-374.052	-707.722	605.120	
4543313	-3068	-5793	4970	-374.296	-706.746	606.340	
4563622	-3068	-5797	4977	-374.296	-707.234	607.194	
4583931	-3073	-5814	4968	-374.906	-709.308	606.096	
4604240	-3072	-5822	4972	-374.784	-710.284	606.584	
4624551	-3061	-5819	4967	-373.442	-709.918	605.974	
4644858	-3060	-5811	4974	-373.320	-708.942	606.828	
4665167	-3071	-5803	4963	-374.662	-707.966	605.486	
4685476	-3065	-5801	4973	-373.930	-707.722	606.706	
4705784	-3065	-5794	4972	-373.930	-706.868	606.584	
4726090	-3056	-5787	4974	-372.832	-706.014	606.828	
4746397	-3061	-5805	4971	-373.442	-708.210	606.462	
4766705	-3067	-5821	4966	-374.174	-710.162	605.852	
4787013	-3070	-5818	4962	-374.540	-709.796	605.364	
4807322	-3064	-5800	4958	-373.808	-707.600	604.876	
4827633	-3067	-5792	4947	-374.174	-706.624	603.534	
4847939	-3079	-5799	4958	-375.638	-707.478	604.876	
4868249	-3080	-5817	4968	-375.760	-709.674	606.096	
4888557	-3079	-5819	4967	-375.638	-709.918	605.974	
4908865	-3057	-5791	4975	-372.954	-706.502	606.950	
4929175	-3051	-5792	4977	-372.222	-706.624	607.194	
4949483	-3055	-5809	4977	-372.710	-708.698	607.194	
4969791	-3066	-5818	4965	-374.052	-709.796	605.730	
4990101	-3057	-5807	4969	-372.954	-708.454	606.218	
5010410	-3062	-5824	4980	-373.564	-710.528	607.560	
5030718	-3093	-5896	4995	-377.346	-719.312	609.390	
5051026	-3104	-5866	4954	-378.688	-715.652	604.388	
5071335	-3063	-5756	4957	-373.686	-702.232	604.754	
5091645	-3095	-5841	5003	-377.590	-712.602	610.366	
5111955	-3214	-6253	5125	-392.108	-762.866	625.250	
5132265	-3471	-6439	5105	-423.462	-785.558	622.810	
5152576	-3219	-5777	5160	-392.718	-704.794	629.520	
5172884	-2866	-5459	5073	-349.652	-665.998	618.906	
5193194	-2993	-5862	4994	-365.146	-715.164	609.268	
5213502	-3419	-6293	5221	-417.118	-767.746	636.962	
5233811	-3676	-6374	5695	-448.472	-777.628	694.790	
5254120	-3027	-6017	5550	-369.294	-734.074	677.100	
5274426	-2556	-6679	5512	-311.832	-814.838	672.464	
5294734	-2713	-7178	5544	-330.986	-875.716	676.368	
5315042	-2833	-7525	5663	-345.626	-918.050	690.886	
5335348	-2590	-7926	5447	-315.980	-966.972	664.534	
5355654	-2228	-8072	5500	-271.816	-984.784	671.000	
5375960	-1873	-8261	4790	-228.506	-1007.842	584.380	
5396267	-1686	-8910	3685	-205.692	-1087.020	449.570	
5416574	-1739	-9566	3651	-212.158	-1167.052	445.422	
5436884	-1631	-8936	4202	-198.982	-1090.192	512.644	
5457192	-1062	-7570	4583	-129.564	-923.540	559.126	
5477497	-680	-7161	4376	-82.960	-873.642	533.872	
5497803	-499	-7651	4155	-60.878	-933.422	506.910	
5518108	-286	-7226	4097	-34.892	-881.572	499.834	
5538413	165	-6724	4290	20.130	-820.328	523.380	
5558720	514	-7714	4047	62.708	-941.108	493.734	
5579031	1079	-8121	3338	131.638	-990.762	407.236	
5599341	1741	-8101	2832	212.402	-988.322	345.504	
5619654	1980	-8754	2414	241.560	-1067.988	294.508	
5639963	2073	-9043	1782	252.906	-1103.246	217.404	
5660275	2607	-8699	1416	318.054	-1061.278	172.752	
5680583	3003	-8614	1330	366.366	-1050.908	162.260	
5700893	3119	-8324	1373	380.518	-1015.528	167.506	
5721204	3113	-7650	1268	379.786	-933.300	154.696	
5741515	3370	-6985	1090	411.140	-852.170	132.980	
5761825	3706	-6471	1130	452.132	-789.462	137.860	
5782135	4003	-6091	1068	488.366	-743.102	130.296	
5802445	4077	-5543	1013	497.394	-676.246	123.586	
5822757	4010	-5770	465	489.220	-703.940	56.730	
5843070	4298	-6451	70	524.356	-787.022	8.540	
5863383	4555	-6116	349	555.710	-746.152	42.578	
5883692	4025	-5530	650	491.050	-674.660	79.300	
5904002	4073	-5291	873	496.906	-645.502	106.506	
5924311	4374	-4982	797	533.628	-607.804	97.234	
5944622	4431	-4471	671	540.582	-545.462	81.862	
5964930	4524	-3780	833	551.928	-461.160	101.626	
5985242	4644	-3531	869	566.568	-430.782	106.018	
6005552	5335	-3962	663	650.870	-483.364	80.886	
6025862	5396	-4397	598	658.312	-536.434	72.956	
6046173	5464	-3975	885	666.608	-484.950	107.970	
6066482	5828	-3763	882	711.016	-459.086	107.604	
6086792	6467	-4471	808	788.974	-545.462	98.576	
6107102	6611	-5198	397	806.542	-634.156	48.434	
6127413	6532	-5185	85	796.904	-632.570	10.370	
6147723	6572	-4618	29	801.784	-563.396	3.538	
6168035	6727	-4830	-46	820.694	-589.260	-5.612	
6188344	6537	-5299	-23	797.514	-646.478	-2.806	
6208652	6374	-5032	-33	777.628	-613.904	-4.026	
6228961	6476	-4982	-36	790.072	-607.804	-4.392	
6249272	6703	-5370	-83	817.766	-655.140	-10.126	
6269582	6674	-5088	-107	814.228	-620.736	-13.054	
6289892	6564	-4692	-118	800.808	-572.424	-14.396	
6310202	6613	-4939	-253	806.786	-602.558	-30.866	
6330511	6543	-5249	-119	798.246	-640.378	-14.518	
6350817	6510	-5800	11	794.220	-707.600	1.342	
6371129	6400	-5718	222	780.800	-697.596	27.084	
6391439	6352	-5175	546	774.944	-631.350	66.612	
6411750	6356	-5534	471	775.432	-675.148	57.462	
6432059	6463	-6127	-222	788.486	-747.494	-27.084	
6452370	6601	-5758	371	805.322	-702.476	45.262	
6472680	7133	-3424	2059	870.226	-417.728	251.198	
6492991	6973	-2591	2485	850.706	-316.102	303.170	
6513301	6641	-4230	1560	810.202	-516.060	190.320	
6533610	6562	-5522	168	800.564	-673.684	20.496	
6553921	6453	-5607	111	787.266	-684.054	13.542	
6574231	6672	-4579	1453	813.984	-558.638	177.266	
6594542	6956	-2471	2820	848.632	-301.462	344.040	
6614851	6843	-2286	2663	834.846	-278.892	324.886	
6635159	6812	-4288	1330	831.064	-523.136	162.260	
6655464	6856	-5732	805	836.432	-699.304	98.210	
6675771	6862	-5205	1233	837.164	-635.010	150.426	
6696077	6729	-4525	1725	820.938	-552.050	210.450	
6716386	6764	-4223	1810	825.208	-515.206	220.820	
6736696	6629	-4548	1563	808.738	-554.856	190.686	
6757006	6625	-4781	1434	808.250	-583.282	174.948	
6777315	6639	-4731	1480	809.958	-577.182	180.560	
6797624	6503	-4610	1405	793.366	-562.420	171.410	
6817933	6440	-4442	1509	785.680	-541.924	184.098	
6838243	6578	-4561	1379	802.516	-556.442	168.238	
6858553	6584	-4152	1618	803.248	-506.544	197.396	
6878862	6534	-3896	1669	797.148	-475.312	203.618	
6899173	6636	-4139	1491	809.592	-504.958	181.902	
6919480	6684	-4005	1264	815.448	-488.610	154.208	
6939790	6675	-3441	1154	814.350	-419.802	140.788	
6960096	6878	-3480	664	839.116	-424.560	81.008	
6980403	6688	-5041	275	815.936	-615.002	33.550	
7000712	6994	-4594	685	853.268	-560.468	83.570	
7021020	6920	-5153	543	844.240	-628.666	66.246	
7041331	7093	-6342	-136	865.346	-773.724	-16.592	
7061641	7303	-6416	-82	890.966	-782.752	-10.004	
7081947	6990	-5686	369	852.780	-693.692	45.018	
7102256	6714	-5677	324	819.108	-692.594	39.528	
7122565	6607	-5958	188	806.054	-726.876	22.936	
7142874	6547	-5749	352	798.734	-701.378	42.944	
7163183	6400	-4867	673	780.800	-593.774	82.106	
7183490	6293	-4437	355	767.746	-541.314	43.310	
7203799	6218	-5173	-29	758.596	-631.106	-3.538	
7224111	6089	-5808	183	742.858	-708.576	22.326	
7244423	6127	-5317	532	747.494	-648.674	64.904	
7264734	6268	-4765	108	764.696	-581.330	13.176	
7285045	6404	-4630	-23	781.288	-564.860	-2.806	
7305358	6380	-4597	93	778.360	-560.834	11.346	
7325669	6329	-4944	-218	772.138	-603.168	-26.596	
7345978	6608	-5247	-568	806.176	-640.134	-69.296	
7366290	6558	-5443	-683	800.076	-664.046	-83.326	
7386599	6564	-5199	-781	800.808	-634.278	-95.282	
7406909	6561	-4923	-807	800.442	-600.606	-98.454	
7427219	6532	-5194	-849	796.904	-633.668	-103.578	
7447528	6618	-5316	-731	807.396	-648.552	-89.182	
7467839	6638	-5267	-881	809.836	-642.574	-107.482	
7488148	6580	-5112	-1256	802.760	-623.664	-153.232	
7508456	6570	-5093	-1442	801.540	-621.346	-175.924	
7528764	6646	-5145	-1144	810.812	-627.690	-139.568	
7549073	6608	-4811	-1066	806.176	-586.942	-130.052	
7569383	6541	-4688	-1113	798.002	-571.936	-135.786	
7589693	6611	-4612	-1377	806.542	-562.664	-167.994	
7610003	6489	-4910	-1386	791.658	-599.020	-169.092	
7630311	6515	-5154	-1360	794.830	-628.788	-165.920	
7650618	6527	-4914	-1300	796.294	-599.508	-158.600	
7670927	6524	-4876	-1156	795.928	-594.872	-141.032	
7691236	6444	-4869	-1303	786.168	-594.018	-158.966	
7711545	6248	-5030	-1626	762.256	-613.660	-198.372	
7731855	6399	-5143	-1561	780.678	-627.446	-190.442	
7752164	6436	-4914	-1715	785.192	-599.508	-209.230	
7772475	6292	-5138	-1981	767.624	-626.836	-241.682	
7792784	6431	-5175	-1888	784.582	-631.350	-230.336	
7813095	6418	-4939	-1805	782.996	-602.558	-220.210	
7833404	6292	-5117	-2150	767.624	-624.274	-262.300	
7853715	6478	-5218	-2516	790.316	-636.596	-306.952	
7874024	6511	-5008	-2282	794.342	-610.976	-278.404	
7894335	6429	-5277	-2370	784.338	-643.794	-289.140	
7914647	6569	-5031	-2308	801.418	-613.782	-281.576	
7934956	6552	-4576	-2653	799.344	-558.272	-323.666	
7955265	6386	-4944	-2563	779.092	-603.168	-312.686	
7975576	6343	-5187	-2437	773.846	-632.814	-297.314	
7995887	6308	-4945	-2441	769.576	-603.290	-297.802	
8016197	6463	-4716	-2436	788.486	-575.352	-297.192	
8036507	6465	-4686	-2239	788.730	-571.692	-273.158	
8056816	6242	-4785	-2112	761.524	-583.770	-257.664	
8077126	6160	-4869	-2114	751.520	-594.018	-257.908	
8097437	6310	-4167	-1745	769.820	-508.374	-212.890	
8117746	6343	-4283	-1693	773.846	-522.526	-206.546	
8138055	6307	-5105	-2184	769.454	-622.810	-266.448	
8158363	6239	-4791	-2417	761.158	-584.502	-294.874	
8178672	6421	-4704	-2127	783.362	-573.888	-259.494	
8198980	6565	-4518	-2080	800.930	-551.196	-253.760	
8219290	6433	-4914	-2467	784.826	-599.508	-300.974	
8239600	6333	-4965	-2346	772.626	-605.730	-286.212	
8259907	6330	-4839	-2185	772.260	-590.358	-266.570	
8280218	6381	-5048	-2289	778.482	-615.856	-279.258	
8300530	6314	-5261	-2437	770.308	-641.842	-297.314	
8320841	6227	-5384	-2324	759.694	-656.848	-283.528	
8341152	6121	-5525	-2243	746.762	-674.050	-273.646	
8361460	6224	-5200	-1910	759.328	-634.400	-233.020	
8381772	6266	-4664	-1852	764.452	-569.008	-225.944	
8402081	6141	-4887	-2074	749.202	-596.214	-253.028	
8422390	6064	-4926	-2385	739.808	-600.972	-290.970	
8442701	6255	-4758	-2480	763.110	-580.476	-302.560	
8463011	6591	-4492	-2297	804.102	-548.024	-280.234	
8483322	6634	-4534	-1892	809.348	-553.148	-230.824	
8503633	6562	-4767	-2057	800.564	-581.574	-250.954	
8523942	6441	-5184	-2155	785.802	-632.448	-262.910	
8544251	6465	-5152	-2036	788.730	-628.544	-248.392	
8564559	6398	-5061	-1766	780.556	-617.442	-215.452	
8584866	6249	-5263	-1517	762.378	-642.086	-185.074	
8605176	6323	-5482	-1583	771.406	-668.804	-193.126	
8625484	6294	-5469	-1736	767.868	-667.218	-211.792	
8645792	6238	-5368	-1934	761.036	-654.896	-235.948	
8666097	6226	-5275	-1640	759.572	-643.550	-200.080	
8686404	6056	-5499	-1499	738.832	-670.878	-182.878	
8706712	5975	-5512	-1349	728.950	-672.464	-164.578	
8727021	6163	-5278	-1455	751.886	-643.916	-177.510	
8747329	6101	-5524	-1843	744.322	-673.928	-224.846	
8767639	6212	-5699	-1773	757.864	-695.278	-216.306	
8787948	6455	-4805	-1110	787.510	-586.210	-135.420	
8808257	6396	-4577	-1021	780.312	-558.394	-124.562	
8828570	6257	-5281	-1356	763.354	-644.282	-165.432	
8848882	6142	-6271	-1822	749.324	-765.062	-222.284	
8869193	6150	-5624	-1191	750.300	-686.128	-145.302	
8889501	6427	-4524	-498	784.094	-551.928	-60.756	
8909808	6256	-4824	-881	763.232	-588.528	-107.482	
8930116	6319	-5663	-1431	770.918	-690.886	-174.582	
8950425	6292	-5926	-1461	767.624	-722.972	-178.242	
8970732	6306	-4889	-654	769.332	-596.458	-79.788	
8991041	6369	-4405	-328	777.018	-537.410	-40.016	
9011352	6419	-5082	-1021	783.118	-620.004	-124.562	
9031662	6608	-5715	-1320	806.176	-697.230	-161.040	
9051971	6422	-5783	-1119	783.484	-705.526	-136.518	
9072281	6280	-5240	-701	766.160	-639.280	-85.522	
9092590	6227	-5111	-623	759.694	-623.542	-76.006	
9112900	6197	-5416	-807	756.034	-660.752	-98.454	
9133209	6010	-5840	-1045	733.220	-712.480	-127.490	
9153523	5891	-6011	-1398	718.702	-733.342	-170.556	
9173832	5763	-6041	-1830	703.086	-737.002	-223.260	
9194143	5788	-5571	-1146	706.136	-679.662	-139.812	
9214451	5957	-4407	-348	726.754	-537.654	-42.456	
9234760	5967	-4460	-468	727.974	-544.120	-57.096	
9255065	6033	-5128	-1121	736.026	-625.616	-136.762	
9275374	6178	-5431	-681	753.716	-662.582	-83.082	
9295684	6503	-5443	141	793.366	-664.046	17.202	
9315993	6783	-4771	584	827.526	-582.062	71.248	
9336300	7104	-4301	1525	866.688	-524.722	186.050	
9356609	7572	-4640	1762	923.784	-566.080	214.964	
9376920	7503	-5413	1539	915.366	-660.386	187.758	
9397230	7638	-5002	1711	931.836	-610.244	208.742	
9417537	7220	-4031	1437	880.840	-491.782	175.314	
9437846	7296	-3713	1916	890.112	-452.986	233.752	
9458156	7243	-2983	2344	883.646	-363.926	285.968	
9478465	7106	-3023	1824	866.932	-368.806	222.528	
9498777	6902	-3730	1251	842.044	-455.060	152.622	
9519090	6576	-3285	1323	802.272	-400.770	161.406	
9539399	6575	-2051	2599	802.150	-250.222	317.078	
9559708	6833	-1898	3160	833.626	-231.556	385.520	
9580017	7235	-3177	2513	882.670	-387.594	306.586	
